Amplitude_envelope_Median,Amplitude_envelope_Median.1,Amplitude_envelope_Median.2,Amplitude_envelope_Median.3,Amplitude_envelope_Median.4,Amplitude_envelope_Median.5,Amplitude_envelope_Median.6,Amplitude_envelope_Median.7,Amplitude_envelope_Median.8,Amplitude_envelope_Median.9,Amplitude_envelope_Median.10,Amplitude_envelope_Median
79.21939807715128,72.10624252491459,75.50144724918661,75.06797277245539,73.88428849158463,79.68859237358981,77.5596958481024,76.64330805764226,78.09131203043752,80.32864521748826,91.51028379430844,74.56590998829098
79.74653014728854,90.433594819442,70.10911069490666,77.8532643641669,79.94251826719747,96.41876577854654,81.60227198400085,78.42403686800598,73.9288436094192,87.55517570807326,88.26549341623506,76.20921154913935
85.90492996436075,75.29235766734766,64.71677414062671,74.65334332461185,83.957138699736,93.49000407479016,83.45321300124645,80.30326191399146,82.31593704129989,85.41821595733397,93.22460373422354,87.62061246704609
89.91651899095295,75.63787260651364,73.52478922437454,84.98663979399203,88.31802845415007,90.56124237103376,83.63151877158694,80.81038293933781,69.6306688810152,83.28125620659466,84.72906586895479,88.77687285817872
94.18831212727969,75.98338754567962,82.33280430812238,80.25437751549595,81.41547849416037,83.49451270933977,83.47944279406788,80.28777568668671,72.2885366757026,81.14429645585537,88.81478555278083,94.4014108308956
95.20390804275588,76.3289024848456,80.39657206494684,84.7387149828979,80.54645209931837,76.4277830476458,83.3273668165488,80.38726310305861,75.741096969318,86.50248044796086,85.15974964674416,94.93697227146336
93.2258006715347,76.67441742401158,77.39767228572846,78.00526209400051,79.67742570447638,73.29599075723344,83.17529083902974,75.24001818768656,76.53251364848671,86.09349813429505,81.5047137407075,94.52281998497271
87.91755183806016,77.01993236317756,74.39877250651008,78.78656985637866,78.80839930963438,77.23139889060009,80.5530833266007,74.70528374867573,75.69515267350407,85.68451582062923,75.08472477384841,93.16873051405936
88.79152074163991,77.36544730234354,71.39987272729171,81.9110215419948,79.90487196680952,76.55402781322778,78.96738629244645,79.06229034008311,74.85779169852142,85.2755335069634,82.22925670833445,92.00555126918216
93.11018929102644,77.71096224150952,70.86319806884865,79.458529815231,81.00134462398466,75.87665673585545,77.3816892582922,72.70588317054165,67.5522149526206,84.86655119329758,77.62903600232873,91.73571409077302
85.48300216667955,78.0564771806755,75.34643066753378,76.43710871371984,77.494284023835,78.30107557368038,75.79599222413795,73.79672300312055,78.20058792739255,84.45756887963176,76.59083512663263,91.43243132454084
93.86980007528572,78.40199211984148,79.8296632662189,76.64276958996714,75.53073404056154,77.19718176294066,74.2102951899837,74.75472804911334,79.44491257054335,84.04858656596595,75.42052480695077,91.50351080014342
80.9711177746641,78.74750705900746,68.9205991415326,67.90662519634319,75.71284581009425,77.51823449735711,79.39731019371291,73.7013837992881,89.89262754839413,83.63960425230013,75.32484444334038,90.7735642849466
75.9047695771565,79.09302199817344,70.26972730736873,92.05611198217878,76.51941569871309,77.39945334084881,80.85489144369649,73.0906451352632,79.31144204896063,83.2306219386343,80.90076723472728,91.3084450968359
74.31819585963655,79.43853693733942,69.52908640884928,89.6930700247572,76.11674023167431,76.44209634876393,82.31247269368006,73.47925615716575,75.696987902118,82.82163962496848,82.21446555258679,87.60543946407961
73.80074715952142,79.42776476853119,69.96276547712908,77.79109110083924,75.71406476463552,84.12705264665638,83.77005394366364,73.55277080443962,77.35540991675148,82.41265731130267,66.98193981292894,88.74616554796586
74.83560006112921,79.41699259972297,70.39644454540888,72.94103202689274,75.31138929759675,78.78746283518727,85.22763519364722,72.6287260815915,77.34670947240718,82.00367499763685,81.50413040712242,87.76790419992263
72.79378106551037,79.40622043091474,70.83012361368868,84.85801467518463,75.13445438109972,79.01860066967016,86.6852164436308,71.28024390295747,77.33800902806287,81.59469268397103,74.0557770053939,86.50281565395584
73.75697256796022,79.39544826210651,71.26380268196847,101.05100909499652,74.9575194646027,77.4263965939106,84.25601552901608,72.04670987112974,85.38877461825129,81.1857103703052,81.6812308844799,86.88244117654608
75.48145439561412,79.38467609329828,71.69748175024827,77.17128783412993,74.78058454810567,75.83419251815104,81.82681461440139,72.39256452861049,71.6390889717266,80.77672805663939,74.67909274982804,88.06235616505987
75.11057226999932,79.37390392449007,72.13116081852807,99.00941124011786,75.12649083790149,86.03450587858833,63.64803270947413,71.50493215567609,63.95080747232103,80.36774574297357,75.49596725114165,88.2969759427589
73.75000429330522,79.36313175568183,72.56483988680787,81.33467693462829,77.30628173075176,74.10707743162419,75.5005873592785,73.3555568322503,78.68553039328958,78.28341444948441,75.31718159793553,87.9575720543369
75.08314885232433,79.3523595868736,73.78478918691825,74.067065501028,78.29901070575234,84.50687994090663,87.35314200908287,73.56151958145688,81.02700192067017,76.19908315599525,75.5206271187125,88.94926664900254
75.69978750779715,79.34158741806537,75.00473848702862,71.58789992999891,79.29173968075293,83.6517587382844,83.49796303146937,72.77310884713195,80.89983639753133,76.89568669468521,75.47833387780476,89.95473743012502
79.527282889213,79.33081524925716,76.22468778713898,84.42103401557321,80.2844686557535,81.0370512504919,79.64278405385585,71.74042453526457,74.55670526793371,77.59229023337517,75.5877919840304,89.46557453793523
76.44064516788322,79.32004308044893,77.44463708724935,64.34009475700132,73.63759914388429,79.09395171629183,63.77353185283695,72.8019977745018,80.97049038703757,78.28889377206511,75.63983042713446,90.00012938327657
75.17236982479592,90.25289461863842,78.66458638735972,77.52751110547013,80.27187365051935,78.64223394280849,79.4687493545172,74.1499563063751,78.51255574760629,78.98549731075506,75.119566075417,90.16779228793592
77.279088939162,89.75484172735665,79.88453568747009,69.42155521596148,81.36997032987139,78.19051616932516,71.1458431473793,72.62508464436647,79.943110392265,79.68210084944502,78.20251436502161,90.33088030125724
78.52307973473089,89.25678883607488,81.10448498758046,71.39821049030013,78.42700608900125,77.73879839584183,80.63268785360663,72.85706824018047,72.86895745742132,80.37870438813496,75.65739654891648,90.00336333273839
75.40489924689766,88.7587359447931,82.32443428769082,77.52062865915397,79.57025788501937,81.14401534602607,73.14092530941494,71.00310095216034,81.81483962933476,81.07530792682492,80.32488008400804,89.74313497960335
76.30209455058446,88.26068305351133,83.54438358780119,71.79358685037323,77.27581245277041,78.60044753984232,77.352278423835,72.80828834703905,85.99470528138252,81.77191146551488,80.7096363013166,89.70185729601363
77.49455667544613,87.76263016222956,84.76433288791156,84.8767077698524,77.27704458609699,77.80797604921185,66.77367199348633,73.40098717999052,76.39367851720168,82.46851500420483,75.23399752894855,91.26470689916913
76.70658613113022,87.26457727094778,88.87674069218254,71.64226880542112,77.93680272492074,78.82513447121912,65.56207094170337,74.84250956035311,74.04766516315276,83.16511854289479,73.71063424932228,92.51768802597292
77.16860224453222,86.76652437966601,86.33732337394775,74.39773488200694,87.67385580962367,80.73189803236477,64.35046988992039,74.11354360889021,78.95127320496229,83.86172208158473,68.73029792952062,91.49778684412696
76.7207621555662,86.26847148838424,83.79790605571297,73.52724857853434,88.19356086359969,75.42469167243212,63.13886883813743,74.6201754298778,78.22428463808825,84.55832562027469,66.7347955300518,90.75213830822538
76.26083186768574,85.77041859710246,81.2584887374782,71.88890418056648,76.02745122092121,78.96141869366355,64.06354162463711,73.84457558745234,75.03393517755326,74.4297523098812,69.03620805070213,91.1332774736747
75.84219756377448,85.27236570582069,78.71907141924342,76.00005759899,92.31806970337188,88.51347758333033,64.98821441113681,73.57695258250857,78.19462122820093,64.3011789994877,69.77220387456518,91.40030677663192
77.39435862746903,84.77431281453892,76.17965410100864,78.43588019296493,91.67032146310522,82.3443912377881,67.79051707752046,72.70184238260032,73.01061881272327,66.90008833825044,70.61826157693459,91.00391277799132
76.82175722119726,84.27625992325714,73.64023678277385,79.16494642808243,90.66421578575569,84.43474028431625,70.59281974390412,73.16861292646568,72.83728374907764,69.49899767701318,66.94633152944976,90.9009071622732
77.11163023901051,83.77820703197537,71.10081946453909,76.5507423951789,90.53484420261874,93.84101130131543,73.39512241028777,72.40137666816165,66.15374098268576,72.09790701577592,70.29115487061476,90.00951396859529
77.98771010700524,83.2801541406936,68.5614021463043,78.77329735962508,89.6831048790147,92.32629436958884,76.19742507667141,67.42338184700131,74.83617165985626,74.69681635453865,69.02518376846969,88.7303538107619
78.2403232588186,82.78210124941182,66.02198482806952,76.4578461029481,89.33802867079106,93.89087014664122,78.99972774305506,70.35384664122445,77.34242034508969,77.29572569330139,68.07141290007543,90.37843216467792
78.02463006869749,82.28404835813005,66.62360361388771,76.71854156792438,91.05144431871445,93.7715778619129,81.80203040943871,72.90435050834238,75.37909876500053,79.89463503206414,65.58045019538181,88.53868942218477
78.61135215215143,81.78599546684828,67.22522239970591,77.65139253290528,91.54219500167396,90.82999378711229,81.41927360816425,72.10823278675944,72.8972009899817,82.49354437082688,65.66043472559798,89.33897406501714
78.41334033129124,81.2879425755665,67.8268411855241,77.6647817770428,91.11476841909194,87.51345765956872,81.0365168068898,73.58275100009622,71.90037221416874,85.09245370958962,70.68646478354302,87.76178747328605
78.75918740997696,80.78988968428473,68.42845997134229,75.89562305028906,90.7737104342962,86.32525206378517,80.65376000561534,65.58621857831706,65.9568454381956,87.69136304835236,71.33430690294816,85.77040541696489
80.30068761316554,80.13164486476812,69.0300787571605,80.25935882506108,91.12028302535644,79.43125495231014,80.27100320434087,83.42400030854049,76.29898739755656,90.2902723871151,71.49908486210768,84.4705157227715
80.90011521997766,79.47340004525152,69.63169754297869,82.35284563500527,91.20596774222864,79.31942206553805,81.16671105970968,78.52913017986509,77.05359469905636,87.95892330301157,70.94294691809745,88.35836520313333
80.7630646485704,78.81515522573491,70.23331632879687,98.34841213368917,91.58368288159276,79.84899928558957,82.0624189150785,77.31595099491813,75.61205240428326,88.81322059091866,66.66323348046173,89.21077368010727
80.4085584381713,78.1569104062183,70.83493511461508,77.19160828764838,92.0294176789063,77.35448832605013,82.9581267704473,76.31022351266559,75.19042265648487,94.43956636172057,66.26808855354192,89.44730692163908
83.10481626425936,77.4986655867017,71.43655390043327,71.67611249543035,91.24792742015887,80.46217126439734,83.8538346258161,84.31340244570765,70.18299493995598,83.31797644861068,67.43931525986619,88.83674800006708
83.58351339494709,76.8404207671851,72.03817268625146,77.29379046002255,91.64045109120585,78.90354846798854,84.74954248118492,85.48778643971723,67.16370486645968,72.19638653550079,66.89837527158329,88.74755138778963
83.54305001943405,76.1821759476685,72.63979147206966,74.937275442436,92.236505223156,82.68054210246005,85.64525033655373,79.06741534308651,75.38284540783869,73.93006828087424,70.40424829168066,88.49773762623185
83.09177273474069,75.52393112815189,73.24141025788785,76.03624470302105,92.2129069506248,80.40177650329782,86.54095819192254,77.81785047897998,71.65958039426735,75.66375002624767,70.96976076780135,88.92689100114839
82.50424793006745,74.86568630863528,73.84302904370604,77.94392964313768,92.30006217025928,82.13777465403601,87.43666604729135,82.73326935222617,82.60234352310636,77.39743177162111,77.53515529669099,88.56604914561811
82.29725083325324,74.20744148911868,74.44464782952424,78.26232471451266,92.7653383874611,82.30750728512814,88.33237390266015,87.64868822547237,75.77594884026463,79.13111351699455,71.59126739815437,88.60108020393173
82.47754938966435,73.54919666960207,75.04626661534243,78.84977393693778,93.24796762289704,82.55670216180215,89.22808175802896,86.85251038649291,73.8694049819303,80.86479526236799,64.70012741499073,89.06323195649861
82.66398794224935,73.17666239322061,75.64788540116062,79.60697789448326,93.344252855731,80.60268465381569,90.12378961339778,84.02427048887753,80.61338810070711,82.59847700774142,64.01685552101445,85.60715210888957
82.50239234317085,72.80412811683915,76.24950418697883,80.21640368684481,92.81569591720246,81.30633181934758,88.52908902820593,81.78969466778236,73.21494002352912,84.33215875311487,74.2587606001186,84.74570680657517
82.81654693216176,72.4315938404577,76.85112297279701,78.91027898740417,92.18614806372436,82.10026162443769,86.93438844301407,81.09974915025501,70.01243714551129,86.0658404984883,70.85815315799424,88.03651876286304
83.10155764573537,72.05905956407624,76.85260888068022,78.88921535922626,91.66094239571044,81.60894753977527,85.33968785782223,80.09691427096811,70.33674127217472,87.79952224386174,68.1710079578046,88.10123901693508
83.14181288989937,71.68652528769478,76.85409478856343,78.46312684952737,91.85118147563804,81.74677318668196,83.74498727263038,84.05007936210012,64.6367237245021,89.53320398923518,68.71250728237972,87.411306552905
82.7244174521762,71.31399101131332,76.85558069644662,78.32903602579725,92.0001420795943,85.46836320258718,82.15028668743852,81.61025665774838,67.32897108595358,91.26688573460862,68.81527811475759,87.14430263055115
82.14015912980527,70.94145673493186,76.85706660432983,78.35859748966607,91.40360228020666,84.90015844206673,80.55558610224668,98.53902867209592,69.08565670662009,96.7995962838312,67.72061929015666,86.77068059723993
82.06364061477717,70.5689224585504,76.85855251221304,77.70954607077945,91.50418575096292,85.52688995491042,87.1726863632872,98.20191064524488,67.05157128550019,92.15549841659322,68.43648813005456,86.42127116093631
81.96843308086967,70.19638818216895,76.86003842009625,77.80873481920565,91.62959465607648,88.9261039419392,77.23268898051441,99.35888531784644,78.98169246011416,87.51140054935524,80.12681822011078,85.58805300659935
80.03490395952242,69.82385390578749,76.86152432797944,79.1068855570134,92.20074597056228,85.51144772118303,78.23995772899684,97.8821081464948,66.99943357707495,87.59801136919467,68.28199649980463,85.4779380897848
80.52707553084777,69.45131962940603,76.86301023586265,74.00617310719416,92.5174470048595,80.26423306211252,78.59112629750456,97.13960463893387,68.36746346292247,87.68462218903409,72.47269213659479,85.27234909931934
79.12691916973584,69.07878535302457,76.86449614374585,73.89613323945082,92.02713219782686,80.95308541175959,78.94529759557706,96.13651250161372,75.18421704452714,87.77123300887351,67.62250588200044,84.69199450974844
78.60501585321208,68.70625107664311,77.6334394733563,73.37308717557147,91.90427610741092,79.51437503294713,79.29946889364956,95.45045205300886,62.98678640145049,87.85784382871293,68.53706927227913,85.50559069959718
77.33854626588688,68.33371680026166,73.32854335679912,74.55583979832329,91.80117476002756,89.92179244223955,92.70641585677612,95.09718473662691,68.70234071129684,87.27291348338198,69.11855003720085,86.6918430678135
77.06590315638815,67.96118252388021,69.02364724024193,74.81298950667039,91.10191605245724,79.75138936545008,89.23251429926796,95.0814502267999,75.11567544479003,86.68798313805104,70.28732341682849,87.11672044091577
76.91877186593999,67.58864824749875,69.23135278436924,73.80702412533378,91.24960322372738,81.4070300510628,85.7586127417598,96.2842223013147,75.9622450111896,84.13185854369208,70.2992053493593,87.45731338688128
76.00183167897526,67.2161139711173,74.98463180427304,73.54622758600289,91.33141757337062,82.6256052621536,82.28471118425165,96.51672368583712,74.34733925636453,84.51436301139067,70.53643106227614,88.2396044671235
75.54267133603743,66.84357969473584,73.58518003319082,80.55563878054105,91.72262938689649,92.86283933675053,78.81080962674349,96.82479663712712,76.47196786601921,84.89686747908928,72.52848405408238,89.04476987572279
74.73096418162893,66.47104541835438,70.33223531354892,76.90038928568687,91.41807325901628,91.8420770081998,83.83952892229985,95.82523252450812,72.11895067898851,85.27937194678788,72.20751629056977,89.2125145662718
74.32264942086165,66.09851114197292,73.17467234288894,74.65663091990427,89.84206613741509,79.54138357450353,88.86824821785619,94.79727343101337,73.40080190279784,85.66187641448647,79.535468036227,89.31972489663487
76.04054016071456,65.72597686559146,76.01710937222894,78.00218559073593,89.26398878114632,78.19634603875558,79.88138079380393,95.95490312900976,74.81871951454647,87.90069687558359,79.50796257846812,89.55487358879046
75.93586873711102,65.35344258921,78.85954640156896,80.04449956221873,88.61652715659886,78.91805205626379,88.75602970299404,96.00401896269986,76.49052627640584,85.06695647840641,78.1694951223891,89.8324466749167
73.3096588559355,64.98090831282855,63.72088018197129,75.39296386501599,88.80040358407491,78.34851635511563,91.41742142975302,84.37016929014668,77.5058888867205,87.80216407015223,83.77637705349915,89.60184893650782
76.629323966443,64.60837403644709,66.44583262791026,73.68989263448051,89.61434232245104,79.02230429949354,83.05863056400071,80.92473212719241,78.09598731450615,90.53737166189804,96.84008038682715,89.67202670101483
77.14599776347191,64.23583976006563,69.17078507384923,75.72201257832228,89.87715911056681,88.65215761822539,74.69983969824838,82.16007940502624,76.7910120852944,87.77203266996031,76.44698132066401,89.32751286547148
77.09749153632747,63.86330548368417,71.89573751978821,75.50834126126463,89.9064114748806,88.32546477155813,80.79913091720256,82.3893076684841,77.45522087003819,85.00669367802257,70.90614851197775,89.30008485847452
77.18657762097087,63.49077120730272,74.62068996572718,75.13851811692788,89.30161211296348,88.40367145182985,86.89842213615673,82.53171409260933,75.24464241015231,83.77488128120427,77.43655792782207,89.6243946428974
77.16249500656615,63.118236930921256,77.34564241166615,76.18997572480333,89.07634203170646,83.17115229549427,92.9977133551109,82.20408957082165,74.47311650579087,79.99742572785244,97.43193037503023,89.30008110440957
