Energy_Variance,Energy_Mean,Energy_P13,Counts_Variance,Energy_P10,Duration_Variance,Amplitude_Standard_deviation,Duration_Mean,RMS_Mean
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-0.9999999999999996,-1.0,-1.0000000000000002,1.0000000000000002,-1.0,1.0000000000000002,-0.9919561773266016,-0.9578498077340074,-0.9592875531655338
-1.2247448713915892,-1.2247448713915892,-1.2247448713915892,1.2247448713915892,-1.224744871391589,1.2247448713915894,-0.983774967950131,-0.9184762355009806,-0.9212041803491589
-1.2321220393388983,-1.211663806919181,-1.1972395577881274,1.532320271797166,-1.2197932547682415,1.5297243666225264,-0.9754818803398336,-0.8814671836418115,-0.8855532463149343
-0.965539069056858,-0.8531146236006463,-0.7684209510244288,1.7724310564886758,-0.8988906385271666,1.769593981432766,-0.9670858895646516,-0.8463311517160902,-0.8520286338000468
-0.8203990264800131,-0.6097448876709227,-0.4413121142400551,1.7744158848205989,-0.6975300840407663,1.7724226444957996,-0.958585078013219,-0.8125779699853106,-0.8202699494209383
-0.7246355418267167,-0.5695605898034704,-0.4289736864100841,1.0037631770817683,-0.664191333251639,1.0924550504048431,-0.9499713506948938,-0.7797837373194435,-0.7899193523599632
-0.6551184197364106,-0.6195958087301799,-0.559528273453075,-0.2214344459022042,-0.7039905400077584,0.0552198546205603,-0.9412304108231996,-0.7476350312536004,-0.7606702685051608
-0.6018343299841954,-0.6692382061609244,-0.6793873494643794,-1.252185375214824,-0.7448907927983094,-0.904514589582979,-0.9323373581163448,-0.7159550660923164,-0.7323036938277563
-0.5596464751363169,-0.6148374996330321,-0.6214810368733055,-0.9804546861874652,-0.6865328130242118,-1.0142526004097414,-0.9232564378971336,-0.6847126448642097,-0.7047091413793238
-0.5248624586574671,-0.5697727063605151,-0.5732997476799464,-0.7610876069030652,-0.6396218513202302,-1.1104798608165465,-0.9139504344799676,-0.6540083056203542,-0.6778843365356076
-0.4975812724017591,-0.4561395956963467,-0.4697506533944889,-0.6914823947783844,-0.6796510359218334,-1.1243628190712656,-0.9043950878874216,-0.6240344228396767,-0.65190931847895
-0.4777634456539963,-0.2229155836642955,-0.2685517486939134,-0.8300273591342507,-0.8451101539446655,-1.0314670805333697,-0.8945901889435747,-0.5950156346914947,-0.6269015679374421
-0.4610276727923228,0.0090326655626037,-0.0693895554356875,-0.9573444624238674,-0.9952916744299592,-0.958403511331374,-0.8845642772224357,-0.5671467483086862,-0.6029691022715908
-0.4217360292228671,0.0979568696680421,0.1298812510331309,-0.9439574806735604,-0.7151281250111734,-0.8626612934195612,-0.8743750925686238,-0.5405531657135036,-0.5801796057452294
-0.3755528118774908,0.1341122392117727,0.3288075565826953,-0.8890729933171367,-0.2891102108267889,-0.7658308600409875,-0.8641066393404453,-0.5152931033784569,-0.558555879660486
-0.3352423587280143,0.1538903665126693,0.6133269122656793,-0.8427241198124246,0.0824789208133242,-0.6848229177122044,-0.8538616281737514,-0.4913838377979012,-0.5380852186126769
-0.341057133734369,-0.0145910707215788,1.7378674211316971,-0.8035346320483445,-0.1341676631757926,-0.6837947567724996,-0.8437517012415653,-0.4688064322970793,-0.5187162524032353
-0.3476649257792452,-0.1831956331358654,2.4084245262991644,-0.7693957196958529,-0.3502235095372673,-0.6847823113080409,-0.8339081147848645,-0.4475582492099056,-0.500397129023509
-0.3549844259998607,-0.3512897756292426,2.6772593956539037,-0.7393131432151702,-0.5630238305330137,-0.6874872141839546,-0.8244009795346394,-0.4274404521776666,-0.4829150311821746
-0.3629465166530745,-0.5173651930518166,2.7365890416559573,-0.7125468920314545,-0.7684997058034619,-0.6916670376983615,-0.8152450928786918,-0.4082766839292143,-0.4660807603330786
-0.3714917042107145,-0.6792977778868242,2.710266022357004,-0.6885332748057347,-0.9619999420685554,-0.6971217271559593,-0.8064076467729459,-0.3898998236294589,-0.4497166392940923
-0.3662970843818727,-0.7845197825626565,2.65389281948794,-0.6666239849883275,-0.9710134267727272,-0.6811252387834442,-0.797829467775584,-0.372176342870901,-0.4336734350151925
-0.3575865408425592,-0.8707927288086018,2.5899657882709377,-0.6466291419371294,-0.9324294181545122,-0.6604314773695223,-0.7894486906972199,-0.3550345108986657,-0.4178469603262454
3.397513396594241,0.1649643841015408,2.527220038783814,-0.4735207610717345,-0.4150686814431846,-0.4955769993964552,-0.7812161647409636,-0.3384824770622861,-0.4021854025562438
4.94322397244987,4.397519744346082,2.4688063669060543,0.797626498849253,2.9238332312964133,0.7071917749293894,-0.7731005135785306,-0.3226155676826406,-0.3866895441621502
4.48040088707179,4.4023108403772735,2.415601811770958,1.9136370552831736,3.9356784717711344,1.7858917865106545,-0.7650835299331973,-0.3076106243915672,-0.3714062602401924
3.4091385532486123,3.38541680326337,1.8128746288235689,2.373306688772099,3.22409740225803,2.252242862788888,-0.7571499788070731,-0.2937027961072336,-0.3564138461155993
