Energy_Variance,Energy_Mean,Energy_P13,Counts_Variance,Energy_P10,Duration_Variance,Amplitude_Standard_deviation,Duration_Mean,RMS_Mean
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.6579366680274321,-1.0
1.0,1.0,1.0,1.0,1.0000000000000009,1.0,-0.9766503384377418,0.595664194290025,-0.9811724303729008
1.2247448713915892,1.2247448713915892,1.224744871391589,1.2247448713915892,1.2247448713915892,1.2247448713915898,-0.9536792582820428,0.5336163022912759,-0.9635287881211272
1.3416407864998745,1.3416407864998738,1.3416407864998738,1.3416407864998736,1.3416407864998745,1.3416407864998745,-0.9310747836834032,0.4717622488089805,-0.9467549660889156
1.4142135623730954,1.4142135623730956,1.414213562373095,1.4142135623730951,1.4142135623730951,1.4142135623730956,-0.9088608370558896,0.4100991569679399,-0.9304818673818857
1.4638501094228005,1.4638501094228,1.4638501094227998,1.4638501094227996,1.4638501094227998,1.4638501094228005,-0.8870998904450246,0.3486488127060057,-0.9143525997439276
1.5000000000000002,1.5,1.5,1.5000000000000009,1.5000000000000002,1.4999999999999984,-0.8658836115635732,0.2874555453142425,-0.8980700405122325
2.31216980864087,1.5110880843394707,1.4898846984734178,1.5735523612177056,1.388409094236723,1.4793783401018612,-0.8453154768387222,0.2265878099763154,-0.881424940540863
2.44376575143851,1.516023087205537,1.4720766853686906,1.6379582002774655,1.2435737460171212,1.4498153397846685,-0.8254901634624758,0.1661482545559319,-0.8643070074482384
2.3438504112809504,1.5260997257341278,1.470794037286021,1.670541126823462,1.1555778061653386,1.4421176875990138,-0.8064742770321535,0.1063012145527198,-0.8467000823079528
2.2439990541586865,1.537891501934736,1.477433530254572,1.6874125683948331,1.099468853405332,1.4453843438480862,-0.7882892792803643,0.0473226786368526,-0.8286638188850418
2.163075196080072,1.549875452910805,1.4878160838120713,1.6962853152556543,1.0633394179708262,1.4542485336966358,-0.7708974930711817,-0.0103272446722699,-0.8103084039715336
2.0989089910713967,1.5613744050211962,1.4997801135992166,1.7009609944699144,1.0406603587513683,1.4658594563477805,-0.7541998401371015,-0.0659134122513696,-0.791771597920598
2.0476341216065395,1.5721084749006802,1.5121727810024306,1.7033832413186816,1.0274927340255278,1.4786364472408473,-0.7380552259402572,-0.1182988614771649,-0.7732035507207268
2.006103047890859,1.5819894426727883,1.5243766995590562,1.704580415213239,1.0212877548992405,1.4916859746197135,-0.7223151737948305,-0.1657558098155375,-0.7547561791720052
1.971996787546312,1.5910214232510205,1.5360698678878604,1.7051123874776373,1.0203053750227555,1.5045038411402747,-0.7068518841610488,-0.2059750969269865,-0.7365685847851925
1.9436301331716384,1.59925126037632,1.547096988856682,1.7052906309529847,1.0233065695596533,1.5168132234042742,-0.6915729705246326,-0.2372828794257958,-0.7187421010310275
1.9197684307794305,1.6067433267902902,1.5573977170980828,1.7052908391789146,1.0293788505497967,1.5284724886033934,-0.6764262440308714,-0.2610830715167095,-0.701314024682536
1.899494027410887,1.6135667249468428,1.5669655179754438,1.705212590289536,1.0378316850522946,1.5394209619295478,-0.6614064115788829,-0.2808343390107398,-0.6842672965308192
1.8821141189575004,1.6197889369474296,1.575823632770107,1.705111938601959,1.0481308676586645,1.5496462552148207,-0.6465301102232915,-0.2992066968851203,-0.6674935178652837
1.562512382976021,1.312654431886524,1.3935861388418949,1.358695773873022,0.6279776585847419,1.1584015952813722,-0.6318389664478463,-0.3171632152679156,-0.6508962453823358
1.2568166750469991,0.9983951307059994,1.2132432822665031,1.0070057584895904,0.1476135856280182,0.7412311736925493,-0.6173863077638354,-0.3351019728329421,-0.6344079782841576
0.9899475107806164,0.7087176481967743,1.0565362270043988,0.6824439245018425,-0.3318548716048502,0.3391770754951693,-0.6032283962507828,-0.3531921305884993,-0.61800825741046
0.743491711169735,0.4295278867436026,0.9152750336743342,0.3681944357834936,-0.8004954050961782,-0.0608215520173254,-0.5894158487396527,-0.3714902081035235,-0.60173360960843
0.5070459820673479,0.1534388450161813,0.7842899495804316,0.0561709851705793,-1.2341329712366704,-0.4591904490899287,-0.5759822203993317,-0.3899964545522945,-0.5856775794535908
