Energy_Variance,Energy_Mean,Energy_P13,Counts_Variance,Energy_P10,Duration_Variance,Amplitude_Standard_deviation,Duration_Mean,RMS_Mean
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,-0.9999999999999978,-0.9999999999999988,0.9999999999999996,-0.9999999999999978,1.0,-0.9785138624610152,-0.9507058079500316,-0.948127149940793
-1.22474487139159,-1.2247448713915876,-1.2247448713915892,1.2247448713915887,-1.2247448713915878,1.2247448713915896,-0.9572283861030784,-0.9039426946303354,-0.8990181232120407
-1.3416407864998747,-1.341640786499874,-1.341640786499874,1.3416407864998734,-1.3416407864998734,1.3416407864998747,-0.9362863960906082,-0.8594724844673443,-0.8524365476820595
-1.414213562373095,-1.4142135623730951,-1.4142135623730945,1.4142135623730951,-1.4142135623730951,1.4142135623730951,-0.9157800430770722,-0.8169848273380949,-0.8080681412431887
-1.4638501094228,-1.4638501094228005,-1.4638501094227991,1.4638501094227998,-1.4638501094228002,1.4638501094227998,-0.8957564281816615,-0.7761526231664304,-0.7655794133012717
-1.5,-1.5000000000000002,-1.5,1.4999999999999991,-1.5000000000000009,1.5,-0.8762333244619165,-0.7366817487387816,-0.7246725017425167
-1.527525231651947,-1.5275252316519463,-1.5275252316519472,1.5275252316519468,-1.527525231651946,1.527525231651947,-0.8572141431237539,-0.6983480963278145,-0.6851267258484842
-1.5491933384829668,-1.5491933384829666,-1.5491933384829673,1.549193338482966,-1.5491933384829668,1.5491933384829666,-0.83869756028151,-0.6610206339458868,-0.6468238782608611
-1.5666989036012806,-1.5666989036012804,-1.5666989036012808,1.5666989036012806,-1.5666989036012806,1.566698903601281,-0.8206801502618913,-0.6246687829614015,-0.6097542415628077
-1.358285509309914,-1.1928112941535056,-1.2847152432961213,0.9888087070943272,-1.4510368483194906,0.9359172649125692,-0.8031531518945867,-0.5893513062719794,-0.5739983575681135
-1.2148583560393758,-0.8983636035476522,-1.0775364231544038,0.4767811479716,-1.3794546354203574,0.3638188566104807,-0.7861010062235202,-0.5551879330856073,-0.5396881118457058
-1.11036085815665,-0.641202210698541,-0.912025690990926,-0.0241568419985574,-1.335179930173754,-0.2023017922577817,-0.7695071074554127,-0.5223182570348986,-0.5069571962750439
-1.0301211844911755,-0.3993107030888942,-0.7701344449243276,-0.5211516533321623,-1.3081356032158726,-0.7534015485622337,-0.7533610338992562,-0.4908576010014506,-0.475893319554767
-0.9662115935337816,-0.1621739980759313,-0.642334380463826,-0.9856386271259896,-1.292582383089821,-1.2392318754574203,-0.7376579692199509,-0.4608687009683022,-0.4465103802283342
-0.913922801727475,0.0745465124673128,-0.5230696754340228,-1.3767723309288915,-1.2849782199785027,-1.6121075623099528,-0.7223923196907244,-0.4323661460971224,-0.4187584706179569
-0.8702575184325114,0.3109803242960327,-0.4088852276643859,-1.6696048495138425,-1.2830053090501043,-1.8615769653157384,-0.7075525721663775,-0.4053410292102221,-0.3925583843132233
-0.8332049389755671,0.5440762240007451,-0.2975552061000181,-1.866495492679328,-1.2850789548082282,-2.0099283855542,-0.6931222705649397,-0.3797700377066271,-0.3678186176850992
-0.8013588099493366,0.7686108078468855,-0.1876406889539273,-1.9872555007763928,-1.2900789425938364,-2.088798386341349,-0.679115066150574,-0.3556866366948287,-0.344507059391116
-0.7689692842597724,0.1827180085314353,-0.0782503316543461,-1.7790589053472543,-1.2108523643525404,-1.853491024336088,-0.6655122980256841,-0.3329425344575986,-0.3224314425489621
-0.7400898638809448,-0.4270578896158492,0.0310964598498892,-1.6184954077389624,-1.1424619241656806,-1.6768549655155611,-0.6523108253401431,-0.3114244283885831,-0.3014537970332492
-0.7142375219716118,-1.0118255132489011,0.140553231988122,-1.494793714626657,-1.08448808711601,-1.5426792573707264,-0.6395004558661724,-0.2910137128466966,-0.281443831680443
-0.6909178908009607,-1.5222327764393784,0.250003563046384,-1.395712734402432,-1.0345294899286632,-1.4362907896261443,-0.6270558577932324,-0.2715854961971316,-0.2622715122796097
-0.6418401007841099,-1.6129501868502911,0.3591067495152553,-1.3113624861681106,-0.9502171846136516,-1.3337869224389134,-0.6149371349354112,-0.2530200632218473,-0.243812194957073
-0.5622378921790305,-1.3213048919485144,0.4673410215073905,-1.237042597291134,-0.8251932819095762,-1.2291016210555514,-0.6031060121643792,-0.2352153724663403,-0.2259558806880872
-0.4852002582744851,-1.0657864064904805,0.5740490354711837,-1.1730217178804925,-0.707472049335677,-1.1378629637227282,-0.5915458603869109,-0.2181001456159057,-0.208620437195366
-0.4099754248775042,-0.8304298938402662,0.6784871839236104,-1.1170162849823504,-0.5946820555611785,-1.0566647895015822,-0.5802723226458976,-0.2016439483912933,-0.1917637525278778
-0.3359938144468415,-0.6058561243889854,0.7798776676018481,-1.0673901475972296,-0.4851376663604244,-0.9831451700910752,-0.5693335301117132,-0.18585920465428,-0.175388667634585
