Energy_Variance,Energy_Mean,Energy_P13,Counts_Variance,Energy_P10,Duration_Variance,Amplitude_Standard_deviation,Duration_Mean,RMS_Mean
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.000000000000001,-0.9999999999999988,-1.0000000000000009,-1.0,-1.0,-0.999999999999998,-0.9849127169772324,-0.976779463184294,-0.9531097971143988
-1.224744871391589,-1.2247448713915894,-1.2247448713915892,-1.2247448713915876,-1.224744871391589,-1.2247448713915878,-0.9697322645980994,-0.9554193086747156,-0.9089136071917367
-1.3416407864998745,-1.3416407864998738,-1.3416407864998734,-1.3416407864998745,-1.3416407864998738,-1.341640786499872,-0.9545070156476728,-0.9357645215562048,-0.8671688460057635
-1.3875463786054414,-1.3946111880039551,-1.3936432079475158,-1.3714710931993592,-1.3943938519495027,-1.3846103421683498,-0.9392658873803666,-0.9175564991829808,-0.8275413207664141
-0.7911475748541021,-1.01059801737568,-0.9823263770813572,-0.1968899542895872,-1.0043006584380492,-0.691344220813902,-0.924023900825469,-0.9004828658768176,-0.789665396000128
-0.2930874029726615,-0.7576259713252098,-0.700550428711309,0.9134765376201,-0.7450028003157918,-0.0726523338612876,-0.9087869583867844,-0.8842303767992515,-0.7532011200662408
0.1990286897063924,-0.5520755569426609,-0.4615886574469209,1.6135202975638856,-0.5321796273846013,0.5393836241348711,-0.8935533392253796,-0.868529287314654,-0.7178793352318606
0.5941763324006117,-0.403093543985076,-0.282594527755919,1.7583551191031896,-0.4541684219943848,0.9042816247044944,-0.8783177357344146,-0.8531860039899022,-0.6835328350928398
0.2641186816466833,-0.5764368638356997,-0.4947219763278865,0.3762857509160997,-1.2650995326431784,-0.3514458202595372,-0.8630816116671182,-0.8381023872571941,-0.6501107370581185
-0.0632028599967465,-0.7414529594773132,-0.6980259687406354,-0.9498586222824952,-1.7680991019783705,-1.4347465373918022,-0.8478632183230903,-0.8232773815639236,-0.6176690363532659
-0.3895248022949967,-0.8937344704486204,-0.8855616260618568,-1.8733591059776735,-1.9972377856140215,-2.0315810803735683,-0.8327014572323785,-0.8087874406402453,-0.5863352096993003
-0.7195544733999315,-1.0235669399733471,-1.0446722275682652,-2.189380250929565,-2.0510669857004773,-2.1869436593321603,-0.8176512466420953,-0.7947479170342141,-0.5562556177373956
-1.0902633742981185,-1.1055322212521586,-1.1467373660588536,-1.95738578297226,-1.93445487905483,-1.9482080963107364,-0.8027681061569781,-0.7812672310571211,-0.5275434616792434
-1.3922752457576528,-1.1783206925042278,-1.2346980769143392,-1.8207278277247587,-1.8616694153594024,-1.80737458549196,-0.7880882564315933,-0.768413867797367,-0.5002491895624784
-1.6160036427019036,-1.242364664812683,-1.3095082561234417,-1.7330753183436916,-1.8132977827550516,-1.716848127825782,-0.773625997202663,-0.7562106228538736,-0.4743683547943801
-1.8077650234288016,-1.3035824923095505,-1.3843387356104215,-1.689506717617187,-1.8022307000660336,-1.6641834367121275,-0.7593903792185083,-0.7446436540244007,-0.4498692599163947
-2.0435765070387064,-1.374031279786356,-1.4851373091911435,-1.7104648783891925,-1.865031785223675,-1.6558622339966882,-0.7453955355707887,-0.733659161993339,-0.4267001880783864
-2.168291760549117,-1.4329967793543867,-1.5641425700221698,-1.7248988543655988,-1.9018261426674905,-1.6506021704008755,-0.7316719249892687,-0.7231759550301791,-0.4048467804758551
-2.223556877822545,-1.4820531441135891,-1.625069863199755,-1.7347548310323688,-1.921596915586428,-1.6474745233464494,-0.7182139335351423,-0.7130177782606959,-0.3841244572653415
-2.1658221090435648,-1.4807445079608,-1.6219705024548856,-1.6845517376399757,-1.868333432020318,-1.597442446914195,-0.7050068053186489,-0.7030247926268066,-0.3643833252143759
-1.933569793139155,-1.3741467533708722,-1.4942937168076098,-1.5009464517289528,-1.6698799211006512,-1.435243719732054,-0.6920147020144465,-0.69305739083933,-0.3454777094446937
-1.7662304890753913,-1.2865087625375708,-1.39192528704191,-1.3525319238964193,-1.5163917242177234,-1.302293555942319,-0.679185387233078,-0.6830121972439421,-0.3272714844099261
-1.6387769174513438,-1.2126612915542814,-1.307378334399346,-1.2274514949526,-1.3920728251296115,-1.1892369899427897,-0.6664665501428221,-0.6728306377405561,-0.3096510645978163
-1.560797763322553,-1.173984401061258,-1.2682270574298131,-1.1406615335891104,-1.3253359868303063,-1.1117071784321384,-0.6538225026009097,-0.66249826429025,-0.2925361825022431
-1.542447428610907,-1.1899369642561644,-1.298841103723085,-1.1077837556020376,-1.342424145633021,-1.0855443699958267,-0.6412460565400772,-0.6520385035692333,-0.2758888383684477
-1.528344342586335,-1.2057979313468146,-1.32713635887039,-1.0794637276396242,-1.3587595791799334,-1.06322460284459,-0.6287664899585397,-0.6415008701317826,-0.2597171515138458
-1.5176054065633868,-1.2214842718905163,-1.3532618279767588,-1.0549381548027854,-1.3743450851671437,-1.0441350932213431,-0.6164488040291703,-0.630943348684283,-0.2440700078350743
-1.4657942821444714,-1.2060018482284511,-1.3411177437613195,-0.9742500266347056,-1.3444187501983125,-0.9725525270674517,-0.6043814076528309,-0.6204137148125776,-0.2290235539342964
-1.3543924498759845,-1.14520360518309,-1.2755310428868092,-0.80567510764377,-1.2497039009637276,-0.8191766747958529,-0.5926552610258881,-0.6099394463309044,-0.2146656058769904
-1.2567637773793152,-1.0906508704446023,-1.2178958566057607,-0.6441557875070146,-1.1654019627660934,-0.6726015315339786,-0.5813423876654856,-0.599532792278868,-0.201082859636657
-1.1695422147269663,-1.0411799487975244,-1.1666543520835009,-0.4867838820668121,-1.089150661989378,-0.5302630594105122,-0.5704850454552007,-0.5892062445367361,-0.1883494856448648
-1.0808130130199527,-0.9872744013090342,-1.1007633281146254,-0.4262472106829396,-1.013489509501876,-0.4678652393411198,-0.5601041286040759,-0.5789835977708092,-0.1765114511810879
