Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
500.0,3.9007013453750554,2.206752164438317,-0.2246783243520524,-1.1238150065908827,3.409448676815737,3.128560662226493,1.127419013143153,0.6013200768370153,2259000.7559949914,1351910.329953024,0.1181720276799995,-0.9168181859217904,13.523359776776068,7.757566564644924,-0.4058506208866523,-1.2898484727542374,73.20113395729302,40.903906908378886,-0.431221787212806,-1.2404179944848592,24.43519186793964,11.832599058913452,-0.6120451208497397,-0.9804355996481328
1000.0,22.391493503385608,4.274124322200266,-1.3353645698127754,1.494058595897901,15.371604715150015,7.251834946275878,0.4180526425593951,-0.1022282099190827,2757301.3258466395,1440120.759826355,-0.294438860008761,-0.8910214594043908,22.058555936079163,9.99522228228269,-0.7818105557319308,-0.6606118789760957,142.5702273404876,53.884503932696894,-0.7890789289173678,-0.4845529591252302,16.41820098851196,7.554607649457145,-0.4221604249791263,-1.1486714266366196
1500.0,24.573150973012076,5.499998437078119,-1.391580796584273,1.6153941415139288,16.44722320317681,7.386839873395993,0.1453499655797747,0.09457614816399958,2877340.4295793036,1478972.2489023951,-0.3139105610829055,-0.8572709067557269,23.82908410549414,10.233907754252506,-0.8971779800360373,-0.3549970950964975,155.28622087776108,57.50268549095021,-0.9100621763117782,-0.1769217595661814,14.872596282366107,7.053205470386564,-0.3380828368960701,-1.17396029905292
2000.0,26.754808442638545,6.725872551955973,-1.4477970233557707,1.7367296871299567,17.522841691203606,7.521844800516109,-0.12735271139984572,0.29138050624708184,2997379.533311968,1517823.7379784354,-0.33338226215704997,-0.823520354107063,25.599612274909113,10.472593226222322,-1.0125454043401438,-0.04938231121689929,168.00221441503456,61.120867049203525,-1.0310454237061888,0.13070943999286744,13.326991576220255,6.551803291315983,-0.2540052488130139,-1.1992491714692208
2500.0,28.936465912265014,7.951746666833827,-1.5040132501272683,1.8580652327459846,18.5984601792304,7.656849727636224,-0.4000553883794662,0.4881848643301641,3117418.637044633,1556675.2270544756,-0.35285396323119445,-0.7897698014583991,27.370140444324086,10.711278698192139,-1.1279128286442504,0.256232472662699,180.71820795230803,64.73904860745684,-1.1520286711005991,0.43834063955191627,11.781386870074403,6.050401112245402,-0.16992766072995774,-1.2245380438855213
3000.0,31.11812338189148,9.177620781711681,-1.5602294768987661,1.9794007783620127,19.674078667257195,7.79185465475634,-0.6727580653590866,0.6849892224132464,3237457.740777297,1595526.7161305158,-0.3723256643053389,-0.7560192488097353,29.140668613739063,10.949964170161957,-1.2432802529483569,0.5618472565422972,193.43420148958154,68.35723016571015,-1.2730119184950097,0.7459718391109651,10.235782163928551,5.548998933174822,-0.08585007264690153,-1.2498269163018219
3500.0,33.29978085151795,10.403494896589535,-1.6164457036702637,2.1007363239780403,20.74969715528399,7.926859581876456,-0.9454607423387069,0.8817935804963287,3357496.844509961,1634378.205206556,-0.3917973653794834,-0.7222686961610714,30.91119678315404,11.188649642131773,-1.3586476772524634,0.8674620404218953,206.15019502685502,71.97541172396348,-1.3939951658894203,1.053603038670014,8.6901774577827,5.047596754104241,-0.0017724845638453224,-1.2751157887181226
4000.0,35.48143832114442,11.629369011467388,-1.6726619304417614,2.2220718695940684,21.825315643310784,8.061864508996571,-1.2181634193183273,1.0785979385794109,3477535.9482426257,1673229.6942825962,-0.4112690664536279,-0.6885181435124075,32.68172495256901,11.42733511410159,-1.47401510155657,1.1730768243014935,218.8661885641285,75.59359328221679,-1.5149784132838306,1.3612342382290628,7.144572751636848,4.54619457503366,0.0823051035192108,-1.300404661134423
4500.0,36.54346880828204,12.326855068267593,-1.6411782860686537,2.004906445360987,22.29744205491593,8.323351088909419,-1.1339420626528938,0.851455934255559,3607454.0889165006,1695858.8292740586,-0.4303699609700254,-0.7021336747994628,33.441059551245125,11.799290182176886,-1.4649871523109568,1.1362199620150244,224.54332925829337,78.72078833428937,-1.4966026095162885,1.2851928535425474,7.009561887581569,4.526834589225527,0.22717289704223037,-1.068372789017235
5000.0,37.60549929541967,13.024341125067796,-1.6096946416955458,1.7877410211279048,22.769568466521076,8.584837668822265,-1.04972070598746,0.6243139299317071,3737372.2295903754,1718487.9642655207,-0.4494708554864229,-0.715749206086518,34.20039414992124,12.17124525025218,-1.4559592030653439,1.0993630997285555,230.22046995245825,81.84798338636193,-1.4782268057487467,1.2091514688560319,6.874551023526289,4.5074746034173945,0.3720406905652499,-0.8363409169000469
5500.0,38.667529782557295,13.721827181868,-1.578210997322438,1.5705755968948232,23.24169487812622,8.846324248735113,-0.9654993493220265,0.3971719256078553,3867290.37026425,1741117.099256983,-0.4685717500028204,-0.7293647373735733,34.95972874859735,12.543200318327477,-1.4469312538197308,1.0625062374420864,235.89761064662315,84.97517843843451,-1.4598510019812045,1.1331100841695165,6.73954015947101,4.488114617609262,0.5169084840882695,-0.6043090447828589
6000.0,39.729560269694915,14.419313238668204,-1.5467273529493304,1.3534101726617411,23.713821289731364,9.10781082864796,-0.881277992656593,0.1700299212840034,3997208.5109381247,1763746.2342484451,-0.4876726445192179,-0.7429802686606285,35.71906334727347,12.915155386402773,-1.4379033045741176,1.0256493751556175,241.57475134078803,88.10237349050708,-1.4414751982136624,1.057068699483001,6.6045292954157295,4.46875463180113,0.6617762776112891,-0.37227717266567073
6500.0,40.79159075683254,15.11679929546841,-1.5152437085762227,1.1362447484286595,24.18594770133651,9.369297408560808,-0.7970566359911594,-0.05711208303984838,4127126.6516119996,1786375.3692399075,-0.5067735390356154,-0.7565957999476838,36.47839794594958,13.28711045447807,-1.4288753553285045,0.9887925128691484,247.2518920349529,91.22956854257966,-1.4230993944461203,0.9810273147964856,6.46951843136045,4.449394645992998,0.8066440711343087,-0.14024530054848272
7000.0,41.85362124397017,15.814285352268612,-1.4837600642031148,0.9190793241955777,24.658074112941655,9.630783988473654,-0.7128352793257258,-0.2842540873637003,4257044.7922858745,1809004.5042313696,-0.5258744335520129,-0.7702113312347391,37.23773254462569,13.659065522553364,-1.4198474060828916,0.9519356505826794,252.92903272911778,94.35676359465222,-1.4047235906785784,0.9049859301099702,6.33450756730517,4.430034660184865,0.9515118646573282,0.0917865715687054
7500.0,42.91565173110779,16.511771409068817,-1.452276419830007,0.7019138999624959,25.1302005245468,9.892270568386502,-0.6286139226602923,-0.5113960916875522,4386962.932959749,1831633.639222832,-0.5449753280684104,-0.7838268625217943,37.997067143301805,14.03102059062866,-1.4108194568372785,0.9150787882962104,258.60617342328266,97.4839586467248,-1.3863477869110363,0.8289445454234547,6.199496703249891,4.410674674376732,1.0963796581803478,0.3238184436858935
8000.0,43.14387830745707,17.033314140169328,-1.4189749631710018,0.5928592612803785,25.32636044864577,10.244656633804222,-0.6237668360566584,-0.5636147620414862,4436444.423371451,1841554.6482300314,-0.5658776974618717,-0.7453502756266872,37.96066634043629,14.286122915503919,-1.3840724296283353,0.8175900980406825,258.71337708534554,99.65048631393839,-1.361523109274918,0.7329511449692574,7.039709035136264,4.6951383534618945,0.9632231156962421,0.2902285069543477
8500.0,43.37210488380635,17.554856871269838,-1.3856735065119967,0.4838046225982612,25.52252037274474,10.59704269922194,-0.6189197494530245,-0.6158334323954202,4485925.913783153,1851475.6572372308,-0.5867800668553328,-0.7068736887315801,37.924265537570776,14.541225240379179,-1.3573254024193921,0.7201014077851546,258.8205807474084,101.81701398115197,-1.3366984316387998,0.6369577445150602,7.879921367022636,4.9796020325470565,0.8300665732121364,0.25663857022280195
9000.0,43.60033146015563,18.076399602370344,-1.3523720498529914,0.3747499839161438,25.718680296843708,10.949428764639661,-0.6140726628493908,-0.6680521027493542,4535407.404194853,1861396.6662444302,-0.607682436248794,-0.6683971018364728,37.88786473470525,14.796327565254437,-1.330578375210449,0.6226127175296268,258.92778440947126,103.98354164836556,-1.3118737540026812,0.5409643440608628,8.720133698909008,5.2640657116322185,0.6969100307280308,0.22304863349125614
9500.0,43.82855803650491,18.597942333470854,-1.3190705931939863,0.26569534523402644,25.91484022094268,11.301814830057381,-0.6092255762457569,-0.7202707731032882,4584888.894606555,1871317.6752516297,-0.6285848056422552,-0.6299205149413657,37.85146393183974,15.051429890129695,-1.3038313480015058,0.5251240272740989,259.03498807153414,106.15006931557915,-1.287049076366563,0.4449709436066655,9.56034603079538,5.5485293907173805,0.5637534882439251,0.18945869675971036
10000.0,44.05678461285419,19.119485064571364,-1.285769136534981,0.1566407065519091,26.111000145041647,11.654200895475102,-0.604378489642123,-0.7724894434572223,4634370.3850182565,1881238.684258829,-0.6494871750357164,-0.5914439280462586,37.815063128974224,15.306532215004953,-1.2770843207925626,0.4276353370185711,259.14219173359703,108.31659698279273,-1.2622243987304447,0.3489775431524682,10.400558362681753,5.8329930698025425,0.43059694575981944,0.15586876002816458
10500.0,44.28501118920347,19.641027795671874,-1.252467679875976,0.04758606786979169,26.307160069140618,12.00658696089282,-0.5995314030384892,-0.8247081138111563,4683851.875429958,1891159.6932660288,-0.6703895444291776,-0.5529673411511513,37.77866232610871,15.561634539880213,-1.2503372935836194,0.3301466467630433,259.2493953956599,110.48312465000632,-1.2373997210943264,0.25298414269827085,11.240770694568125,6.1174567488877045,0.29744040327571386,0.12227882329661877
11000.0,44.51323776555275,20.162570526772384,-1.2191662232169707,-0.061468570812325596,26.503319993239586,12.35897302631054,-0.5946843164348553,-0.8769267841650903,4733333.36584166,1901080.7022732282,-0.6912919138226388,-0.5144907542560442,37.742261523243194,15.816736864755471,-1.2235902663746763,0.23265795650751542,259.3565990577228,112.64965231721989,-1.212575043458208,0.1569907422440736,12.080983026454497,6.4019204279728665,0.16428386079160817,0.08868888656507298
11500.0,44.74146434190203,20.684113257872895,-1.1858647665579656,-0.170523209494443,26.699479917338557,12.71135909172826,-0.5898372298312214,-0.9291454545190243,4782814.856253361,1911001.7112804276,-0.7121942832161,-0.47601416736093705,37.70586072037768,16.07183918963073,-1.196843239165733,0.13516926625198755,259.4638027197857,114.81617998443348,-1.1877503658220898,0.06099734178987626,12.92119535834087,6.6863841070580285,0.031127318307502483,0.0550989498335272
12000.0,44.96969091825131,21.2056559889734,-1.1525633098989603,-0.2795778481765604,26.895639841437525,13.06374515714598,-0.5849901432275877,-0.9813641248729583,4832296.346665062,1920922.720287627,-0.7330966526095613,-0.4375375804658299,37.66945991751216,16.32694151450599,-1.17009621195679,0.037680575996459686,259.5710063818485,116.98270765164706,-1.1629256881859713,-0.034996058664321095,13.76140769022724,6.970847786143191,-0.1020292241766032,0.02150901310198139
12500.0,45.19791749460059,21.72719872007391,-1.1192618532399552,-0.3886324868586777,27.091799765536493,13.416131222563699,-0.5801430566239538,-1.0335827952268923,4881777.837076764,1930843.7292948265,-0.7539990220030224,-0.3990609935707227,37.63305911464664,16.582043839381246,-1.1433491847478467,-0.05980811425906818,259.6782100439114,119.14923531886065,-1.138101010549853,-0.13098945911851834,14.601620022113615,7.255311465228353,-0.2351857666607089,-0.012080923629564366
13000.0,45.42614407094987,22.24874145117442,-1.08596039658095,-0.4976871255407951,27.287959689635464,13.76851728798142,-0.57529597002032,-1.0858014655808264,4931259.327488465,1940764.738302026,-0.7749013913964836,-0.3605844066756156,37.59665831178113,16.837146164256506,-1.1166021575389036,-0.1572968045145959,259.7854137059743,121.31576298607423,-1.1132763329137347,-0.2269828595727157,15.441832353999988,7.5397751443135155,-0.3683423091448145,-0.0456708603611102
13500.0,45.56497510662349,22.792497899136265,-1.025574002246429,-0.6159938107777267,27.67461419325806,13.95884458121522,-0.5950714325376969,-1.0121858545985827,4919530.844466811,1859919.4648045548,-0.7393497485932561,-0.4018694716883072,37.04073782016023,17.08740428833886,-1.0541400840306008,-0.3078124923906011,257.0654971831319,123.4351428104469,-1.0549382030604073,-0.3652096834895088,16.844235123287696,8.21486317796014,-0.3928470342631909,-0.15706082839371527
14000.0,45.703806142297125,23.336254347098112,-0.9651876079119082,-0.7343004960146583,28.06126869688065,14.149171874449024,-0.6148468950550738,-0.9385702436163389,4907802.361445157,1779074.1913070835,-0.7037981057900285,-0.44315453670099886,36.484817328539336,17.337662412421217,-0.991678010522298,-0.45832818026660627,254.34558066028958,125.55452263481956,-0.9966000732070801,-0.5034365074063019,18.2466378925754,8.889951211606764,-0.4173517593815673,-0.26845079642632036
14500.0,45.84263717797076,23.88001079505996,-0.9048012135773873,-0.85260718125159,28.44792320050324,14.339499167682826,-0.6346223575724508,-0.8649546326340951,4896073.878423503,1698228.9178096124,-0.668246462986801,-0.4844396017136905,35.92889683691844,17.587920536503574,-0.9292159370139952,-0.6088438681426115,251.62566413744725,127.67390245919222,-0.9382619433537527,-0.6416633313230948,19.649040661863104,9.565039245253388,-0.44185648449994375,-0.3798407644589254
15000.0,45.98146821364438,24.423767243021803,-0.8444148192428663,-0.9709138664885215,28.834577704125834,14.529826460916627,-0.6543978200898276,-0.7913390216518514,4884345.395401849,1617383.6443121412,-0.6326948201835736,-0.5257246667263821,35.37297634529754,17.83817866058593,-0.8667538635056924,-0.7593595560186167,248.9057476146049,129.7932822835649,-0.8799238135004254,-0.7798901552398879,21.051443431150812,10.240127278900012,-0.46636120961832017,-0.4912307324915305
15500.0,46.12029924931801,24.967523690983647,-0.7840284249083455,-1.0892205517254532,29.22123220774843,14.72015375415043,-0.6741732826072045,-0.7177234106696077,4872616.912380195,1536538.3708146699,-0.5971431773803461,-0.5670097317390738,34.81705585367664,18.088436784668282,-0.8042917899973896,-0.9098752438946219,246.18583109176254,131.91266210793756,-0.821585683647098,-0.918116979156681,22.45384620043852,10.915215312546636,-0.4908659347366966,-0.6026207005241356
16000.0,46.25913028499164,25.511280138945494,-0.7236420305738246,-1.2075272369623848,29.60788671137102,14.910481047384232,-0.6939487451245815,-0.6441077996873639,4860888.429358541,1455693.0973171988,-0.5615915345771185,-0.6082947967517653,34.26113536205575,18.33869490875064,-0.7418297164890868,-1.060390931770627,243.4659145689202,134.03204193231022,-0.7632475537937707,-1.056343803073474,23.856248969726224,11.59030334619326,-0.515370659855073,-0.7140106685567407
16500.0,45.570257818732905,27.65036264536197,-0.4698421289177718,-1.4522286410502894,29.507945598713068,15.14260698278344,-0.4288115223642029,-1.1737606314491384,3605234.702185619,1749410.8327975292,-0.2984677013550556,-0.9749714523915204,31.285350075092925,17.01029375319699,-0.5969055369098039,-1.2767007725781472,229.1544463272777,127.44685927219618,-0.5925635072699248,-1.3103490158433404,30.26159655728718,16.982234330211494,-0.3631791081463161,-1.216084748808139
17000.0,36.25312703400779,28.515964499341955,0.2590586145354796,-1.3851919852846717,21.901428251024708,14.7646456240425,0.1281040223168623,-1.4658632507586555,2712320.4383747485,1825694.9228659112,0.3120762349902186,-0.944956889523942,20.89007174648992,13.989016132485752,0.0141775383541171,-1.3633827620581511,162.05468458752915,111.11746493020289,0.0817027278543221,-1.3659217050865036,35.71552710864996,28.296581109778373,0.1068975633091253,-1.519720822825415
17500.0,23.48418494801046,20.09895280586329,0.5541734603926075,-0.6987814960737091,13.98226431500744,9.76719942798356,0.4033461401127127,-0.8390850030717818,3105038.3485459685,2173692.0852261884,0.1879652566347913,-1.0979765281171556,17.208896228455874,13.838550064250985,0.5542073365983334,-0.946580844768548,122.87244321894126,93.10710750086254,0.3724840299219785,-1.117235496354008,26.18144329040341,27.181184110735053,0.7262775797542538,-1.087829772363294
18000.0,16.646408973293152,15.812073489382776,0.690544057808027,-0.9544262066899014,15.557211032255305,12.182804436828286,0.6303128281576145,-0.871620164882426,1842831.711018717,1840862.9058265623,1.1989680083379406,0.5032957361199437,16.317015557387226,13.48501708481257,0.6799462013666011,-0.7651083879375773,103.03204890614312,92.76016299875594,0.7776052825584712,-0.6723466528041344,15.208690500418092,13.692359717019576,0.7305501109778102,-0.4218074638513163
