Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
53500.0,22.870940473451647,6.632184615585129,-0.0390314502880112,-1.0900873054909372,15.65448714641758,9.824954416310542,0.6589709325222532,-0.4825484604458361,3183780.589719012,890749.2448470752,0.4259714085105865,-0.6118150903949346,14.6310884864098,12.054586163367468,0.6912745523872146,-0.9603952458098436,128.69355494707483,68.85934012913556,0.3733613019278022,-1.1417124911528271,9.595750817651094,5.577310937446751,0.1247835258248305,-0.7904497505285182
54000.0,23.258616060405792,6.805792009679081,-0.09145495325867894,-0.9851188061703136,15.775400296782445,10.028957585627728,0.6469379261536913,-0.5101310716750875,3161372.306023491,886031.683166174,0.3422498174383839,-0.48143420871044396,14.640389526153596,11.898026963896307,0.681780426494379,-0.9481787778012498,129.31112513994282,68.49113978908927,0.34850712682834556,-1.1155445934362442,9.895897911421978,5.643228432091994,0.07883483870451405,-0.7467461707020406
54500.0,23.64629164735994,6.979399403773033,-0.1438784562293467,-0.8801503068496899,15.896313447147309,10.232960754944914,0.6349049197851293,-0.537713682904339,3138964.0223279702,881314.1214852727,0.2585282263661813,-0.3510533270259533,14.64969056589739,11.741467764425147,0.6722863006015434,-0.935962309792656,129.92869533281078,68.12293944904297,0.32365295172888886,-1.0893766957196616,10.196045005192863,5.709145926737237,0.03288615158419758,-0.7030425908755631
55000.0,24.033967234314087,7.1530067978669845,-0.19630195920001445,-0.7751818075290662,16.017226597512174,10.436963924262102,0.6228719134165673,-0.5652962941335904,3116555.7386324494,876596.5598043714,0.17480663529397866,-0.2206724453414627,14.658991605641187,11.584908564953986,0.6627921747087079,-0.9237458417840623,130.54626552567876,67.75473910899669,0.2987987766294322,-1.0632087980030787,10.496192098963746,5.775063421382479,-0.013062535536118872,-0.6593390110490855
55500.0,24.421642821268232,7.326614191960936,-0.2487254621706822,-0.6702133082084425,16.138139747877037,10.640967093579288,0.6108389070480054,-0.5928789053628418,3094147.4549369286,871878.9981234702,0.09108504422177605,-0.090291563656972,14.668292645384984,11.428349365482825,0.6532980488158723,-0.9115293737754686,131.16383571854675,67.38653876895039,0.2739446015299756,-1.0370409002864958,10.796339192734631,5.840980916027722,-0.05901122265643534,-0.615635431222608
56000.0,24.80931840822238,7.500221586054888,-0.30114896514135,-0.5652448088878189,16.2590528982419,10.844970262896474,0.5988059006794433,-0.6204615165920933,3071739.171241408,867161.4364425689,0.007363453149573429,0.040089318027518694,14.677593685128778,11.271790166011664,0.6438039229230367,-0.8993129057668748,131.78140591141474,67.0183384289041,0.2490904264305189,-1.010873002569913,11.096486286505515,5.906898410672965,-0.1049599097767518,-0.5719318513961305
56500.0,25.196993995176527,7.673828980148841,-0.3535724681120177,-0.46027630956719523,16.379966048606768,11.04897343221366,0.5867728943108813,-0.6480441278213447,3049330.8875458874,862443.8747616677,-0.07635813792262919,0.17047019971200927,14.686894724872575,11.115230966540505,0.6343097970302011,-0.8870964377582811,132.3989761042827,66.65013808885782,0.22423625133106223,-0.9847051048533302,11.396633380276398,5.972815905318208,-0.15090859689706826,-0.5282282715696529
57000.0,25.584669582130672,7.8474363742427915,-0.4059959710826854,-0.35530781024657154,16.50087919897163,11.252976601530847,0.5747398879423193,-0.6756267390505961,3026922.6038503665,857726.3130807665,-0.16007972899483175,0.30085108139649996,14.696195764616371,10.958671767069344,0.6248156711373656,-0.8748799697496873,133.01654629715068,66.28193774881152,0.1993820762316056,-0.9585372071367473,11.696780474047284,6.0387333999634505,-0.19685728401738473,-0.4845246917431753
57500.0,25.972345169084818,8.021043768336744,-0.4584194740533532,-0.25033931092594786,16.621792349336495,11.456979770848033,0.5627068815737574,-0.7032093502798475,3004514.3201548457,853008.7513998653,-0.24380132006703442,0.43123196308099065,14.705496804360166,10.802112567598183,0.61532154524453,-0.8626635017410935,133.63411649001867,65.91373740876523,0.17452790113214892,-0.9323693094201645,11.996927567818167,6.104650894608693,-0.2428059711377012,-0.44082111191669776
58000.0,26.360020756038967,8.194651162430695,-0.510842977024021,-0.14537081160532417,16.74270549970136,11.660982940165221,0.5506738752051954,-0.730791961509099,2982106.036459325,848291.1897189639,-0.3275229111392371,0.5616128447654813,14.714797844103963,10.645553368127022,0.6058274193516944,-0.8504470337324997,134.25168668288663,65.54553706871893,0.14967372603269224,-0.9062014117035817,12.297074661589052,6.170568389253936,-0.28875465825801766,-0.3971175320902202
