Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
4500.0,36.796776932936005,17.764475931127933,-0.2762771002510578,-0.8840742859650121,10.711294556289156,7.897333722263733,0.5051238236955063,-0.931963688376158,766285.6117394152,284173.4171271419,-0.5016987592745897,0.3803293500058822,25.72666035471897,11.503171251841431,-0.3666999967568726,-0.5753988657612044,192.00572565531988,85.2903378950864,-0.4071685745065333,-0.5615779216676438,13.585106388019062,10.606433425124354,1.1303576570895937,1.186321287733012
5000.0,40.9045171559525,29.23855944052345,-0.0361731855380779,-1.5578005036806166,15.125610395521102,14.615380678269702,0.84505035330953,-0.5348399586523356,380042.6210754645,267839.3237911024,0.3627512702465521,-0.8725872738041236,25.14319667671542,18.153900445770223,0.0911261283271476,-1.5100605557457043,191.71570408344564,139.9372233657805,0.1340642520952042,-1.4572119607409542,28.42658306583593,24.38448189589248,0.5827186108597927,-0.9815059356230136
5500.0,30.214163050962835,25.029873306464605,0.4190846503882627,-1.096006346101192,23.79527929798677,18.99868915207322,0.2164162769886556,-1.534439174923847,328828.2803720344,254984.95521129615,0.2913161903837735,-1.3203340998131252,20.485415034759637,14.74748646899962,0.0356197286291715,-1.521679653503066,157.6718291316721,116.96227023682528,0.1105694642916739,-1.4475678141591906,28.611714588309503,26.14684621903712,0.5866901768344104,-1.2990375715671327
6000.0,23.55197450741488,19.819323091551198,0.322273250959007,-1.2846932754586204,22.259218971774853,18.02290382818622,0.3116972633141879,-1.5466826712659398,331695.54689103377,231575.1473786385,0.1114003498732374,-1.1888984135007523,14.558890779389364,11.89562899167493,0.3777487146819384,-1.132013623314401,111.2824717836256,90.0858717807529,0.2582761308137145,-1.419182785145544,24.235365095749952,20.26915013565521,0.5908220900391913,-1.1008645735548108
6500.0,16.464093318284604,14.960545781297624,0.463159506162863,-1.2578043962735186,18.79335371534565,14.768057482926162,0.1489045633385221,-1.6280530490726657,313792.877882003,243822.23086253068,0.3053265500097951,-1.1526472498605895,7.637315979721285,5.974001956019732,0.5373078394222344,-0.6906395512377168,57.7003950301132,46.24046479141761,0.5214449497189502,-0.8351725405178732,14.496375296395318,13.536430033831532,0.7005105212129175,-0.880945533977183
7000.0,16.191058986649416,14.25147392210707,0.4998117310437585,-1.1350492959082144,10.723478206406508,8.63307784445219,0.7830787205746267,-0.3138372467108445,306357.4694734365,255659.17433393747,0.2488089405730812,-1.296210793408683,13.430101948036128,10.669981806347993,0.4741149030158662,-0.980558102824145,91.70021713589838,73.69182977157767,0.4716880488305436,-1.0082534172989837,10.325717584033738,7.694638164243506,0.3057968896756666,-1.0591189952441793
7500.0,21.01914557993014,19.71909028654896,0.56910757249762,-1.214660282694475,15.47415550381414,12.144311381996216,0.6798122519275488,-0.6343485458771045,183155.02352885372,162597.58810406135,0.8264022557482337,-0.181446840283975,18.797562105308987,14.527328371314804,0.3045827751314411,-1.3774826323278424,129.91035878775176,108.2493608212942,0.4429821746688275,-1.3014209761166566,23.25488264274926,21.81492096604863,0.9029084081727512,-0.3551191233397168
8000.0,16.833686770634923,18.20814296387308,1.172667790841214,-0.2050305477091094,24.265512735095378,14.286155330018923,0.1128206140807211,-1.1816536525719443,180162.3452277484,129233.77295659676,0.1970727583358008,-1.3213374433294347,17.656938408967676,10.987843139012728,0.2050382591803603,-1.218523419206753,125.4825063923028,84.59492533469492,0.3214998116184647,-1.1084013178739007,26.98546649171525,28.09595069452696,0.9066043729836416,-0.8256662015934015
8500.0,9.766122173281968,10.908543408974914,1.858357909473613,3.0008442159464925,15.16022579874078,9.671751832949472,0.3652457850775241,-0.6314445397340118,193353.80843746243,151754.86901412244,0.6508339300180627,-0.4068374586630368,8.086298619741997,6.736025372364293,1.011983973960683,0.4583535604087352,57.21109149530324,48.98552263474176,0.8185258120484997,-0.2517233387311939,17.918597062283144,20.1214016642812,1.2076889853028592,0.1261070015289709
9000.0,7.420771882429896,6.621728437954572,1.1246484585327228,0.1949016074944265,7.388763682548044,5.103122204019488,0.8967359921486437,0.7515882345009746,229426.3519524874,156103.59393967435,0.3397385004360894,-0.764806112326057,13.976696834315508,7.989083122369662,0.1079575846666936,-1.065938454205642,81.80871728114289,51.50734227439064,0.153950162519321,-1.2782793701643784,6.5703077658382565,6.657498650544683,1.4404225096631464,1.4141088780419038
