Energy_P5,Energy_P5.1,Energy_P5.2,Energy_P5.3,Energy_P5.4,Energy_P5.5,Energy_P5.6,Energy_P5.7,Energy_P5.8,Energy_P5.9,Energy_P5.10,Energy_P5
66418.0910998824,90763.30558658078,54526.266298905255,38257.117839440674,27118.948968059165,53465.01625724319,19384.15989068526,83438.4363134228,34557.51956778496,9379.595099358365,17653.317750364276,59453.52816288819
35211.90024932962,12171.465144144242,5724.288725421557,50470.57470799764,5529.900423010497,49753.786883459055,24614.50298829497,16029.521270358748,26156.78665700389,6721.590743652693,37457.51504044824,124589.72730533298
107542.26182866076,5629.052085045779,4955.348031234683,58928.781922702365,8229.125940071803,4488.424568669831,31230.36618218247,17872.85877260449,5732.696921243521,5499.96416165117,10405.39356648195,31926.82880814668
82671.31462424294,4488.424568668923,5263.044117881592,24846.018137675244,7235.556326463247,6883.570560523394,7082.212540072297,65021.630188137,6347.392544041783,4488.424568669885,5046.677223681908,125973.53268444203
50987.642807362776,5508.71532872779,5041.561378456027,8866.954587378004,4489.486569251878,4689.6934439140905,5410.922524370657,127988.64777484584,5156.902357992171,9039.41952043066,8933.16793269666,85590.53282788009
107177.61976780524,4488.424568664946,5437.722518015745,23471.074763547847,5452.563512235303,7119.926222742611,4488.3029980313,7174.059014340745,6397.42433023621,15523.639730241268,4488.424568669595,118572.21884175824
93392.47233740332,4488.424568664951,4488.424568669823,12855.5804786311,4488.42456866966,10038.967513605428,16841.87927380505,8906.40304133348,10824.465812272469,4488.424568669949,45963.85148693314,109772.31583807566
91886.98856675494,4488.341954514613,5864.313454851425,15885.0563079225,5126.563175021898,47438.36504912403,4486.207785979175,24374.73033263816,4488.424568669483,4488.424568669882,5770.722590433562,99963.08641168696
93684.7980681079,4488.424568663098,6388.408274058041,13621.262025756036,4487.329906521985,5498.2038656173645,4649.174089827097,11483.18344545781,4579.088875580283,5201.464264412219,60380.16900560059,113375.20292007372
94655.42934476836,4488.424568663068,5759.108465788065,70759.65419144346,6969.329349484703,33432.33199538595,4488.4245686697805,30195.1833940016,8442.014386536377,4488.424568669733,107806.23790904424,116227.55035590928
88683.90447194273,4488.42456866841,4488.424568669842,22749.104548812287,5458.048834087278,57607.75219122597,5268.7100721404495,129753.48936513832,60129.34141984501,5552.637623116455,103155.09429677408,118405.11639252718
75474.58084621867,4488.424568668406,8749.38123712863,8916.569090545538,22634.69862911564,85535.82545098834,5284.099524947599,81358.03586485203,13697.844743007065,4488.424568669838,82216.67383127374,127092.36237326729
76096.88706694609,5273.77842221152,5344.973707321744,5152.124748253432,11075.994924848696,42862.5590015786,15975.73760082768,125051.41925893216,47478.79033013784,4747.098247677202,58578.36074753064,115119.66069888575
78510.47748941105,4488.424568657422,16861.092934705364,92257.43739426447,60713.15624058253,16167.682125042777,4936.284883486711,99018.86889835396,40269.77555268931,5666.908498316641,102023.34947231316,116472.51568796425
103544.78937674638,8043.519364212078,9874.366332427657,5465.27689219737,5123.194122624327,64479.536334274046,5569.58761747753,60458.42891509225,9873.871669045117,4488.424568669939,98889.8846775198,111320.96117041084
101678.45790424432,4488.424568669846,4486.805371318739,5972.370691579157,4488.288503866246,5978.280271853047,4488.424568669897,130970.4447133017,5360.373790010241,4488.424568669898,96816.86825283348,108677.18581290066
93756.6663065117,4488.424568669841,4488.424568668039,30226.41835346345,6249.235709580793,6274.527942881253,4488.424568669882,36956.66328448705,5975.102448432207,4488.4245686698805,98922.59058257562,115878.77558098838
62762.7336871705,4488.424568669831,4488.424568668044,10507.60999280073,4488.424568664961,46753.78181402035,5631.770059043173,102485.60288186712,7815.848788523172,4488.424568669831,84026.87962998105,127648.46823937463
127076.98343164314,4488.424568669829,4488.42456866798,8540.901293690948,5174.0791654272025,4488.424568666099,4488.424568669223,108591.81460248624,7277.9123875142595,4488.424568669825,23441.43998716391,125851.10272645867
94624.6584415285,4614.468906349741,5556.6287588446485,5422.582854092282,13124.479780544349,8950.017159427867,7886.80388821835,88828.01587110273,6070.407449824347,4488.424568669792,14178.740527271952,126607.26581549164
55357.44819141793,4488.424568669408,4535.088753242466,16454.831128506376,31429.852390558342,6571.978984360964,73313.22335274538,120526.8233878362,5482.449780287318,4925.009162104851,21339.165117583896,118126.36560244868
115456.4404507766,4488.424568669388,5807.173841363507,5571.0863212073,5723.592372535617,10543.237585276196,4488.424568666847,113929.56816780152,10056.10876607708,4712.802176026005,7985.929570683388,123136.68868370858
9753.158231507934,4488.424568669415,4488.424568669687,6153.734082075735,4488.424568669249,36594.125204814365,7798.7019671964035,99708.81867708224,5873.326491254104,6533.773469184257,36987.02533636503,124625.29769977668
27816.44069264641,4488.424568669409,5849.476351042492,5409.416363668643,4488.424568669254,55977.903401117925,4488.424568669885,121947.30891259309,15830.56513964461,4488.42456866984,32262.2602322964,124083.2029279661
18332.39025624412,4580.378127788489,4488.424568669903,10410.892868800736,27724.39419301136,5372.101853132949,39515.16969573416,88801.72760078836,33875.24622071657,4488.424568669822,81591.3699655486,125754.66067373568
97569.154562049,5883.0453650317495,4488.424568669893,6701.501128723708,5309.290147897231,6048.473971471799,15427.192010558076,98385.05476345043,8044.914263617153,4488.424568669821,113652.17524412596,120033.1676409003
86993.94755554343,5616.332231231945,4488.424568669885,18807.68326017335,14062.746068213704,5494.771712429197,12864.86051128464,129891.1750832367,16219.37443689833,4488.42456866983,44746.553756271154,126399.34592393009
110020.38125343052,4488.424568656887,4488.424568669913,14612.957778022648,15366.729567248269,4488.424568669859,5394.694312331381,114584.18847895374,7518.680277201853,4488.424568669831,19250.936916105104,120929.89949722216
75505.45496463747,4651.97238935338,4488.424568669887,17793.57861829363,69568.26116312566,6230.255621011174,8747.702114495967,114291.15527774484,13156.218126470048,4488.424568669827,45305.798659640655,119245.17397703916
125906.07989822097,5491.413160876259,4603.012536234485,14869.781596317114,70633.95916854565,4770.930743001105,5874.491835517074,88259.28337800149,5637.169921637081,4488.424568669859,5419.3756863853405,128287.31044899896
132719.82670566882,4488.424568669461,4488.424568669897,5615.521215923417,47753.96225704031,15216.5592830063,4890.534451645318,111882.31986774175,11001.164808902182,4488.42456866985,8119.936095303429,137057.29074092823
105876.40052809918,4488.424568669458,4500.559568059015,15480.085229159044,21250.56016280569,88020.50628467469,20125.731583468627,129005.66981622926,5417.867979889602,4906.782241188952,29324.23962443129,127369.01702648887
111327.14293624555,4488.424568669473,4983.979424940675,29853.789066328784,4616.6048752173865,15934.588698287484,4488.424568668746,103299.29606485972,15769.58440047392,4488.42456866983,16902.027527160095,135223.88940139164
113090.00010180737,4487.654953433018,5190.251569851146,107876.9846600478,7903.969784088564,25176.080860115984,4842.784399032005,126855.3462966406,6389.099937807747,4488.424568669845,15486.348720587132,130850.53699552464
124879.63596160473,4488.340469089937,4488.424568666004,93977.29813708166,24952.77204607854,29047.76731887872,5143.665485360759,110545.88494644366,6165.165381090489,12477.0789045786,14787.134419652164,126649.968805504
124744.47442714694,4488.424568669843,4488.424568667726,126322.73074343316,7394.246871001098,61536.579619961136,5308.533378981807,69342.21460585679,9413.8413950636,4488.424568669802,9676.961953872831,122741.1766797912
122295.57768773756,4488.42456866985,4488.424568667719,60978.95697704208,17043.724363162713,11251.496834881122,6318.821791965355,31660.137531846816,49132.25864486623,5061.305244084586,39968.24764042124,121145.9135932163
119015.2032973766,4488.424568669845,5536.057981874484,49468.35969986478,81247.82130848897,44198.9059469402,4488.424568669864,91070.19196002957,7948.072147565884,5530.221364922442,19989.22112834596,135570.30014048732
128628.72127396104,4488.424568669834,4488.09917237009,79996.96158787046,94249.1757124626,91581.4915578212,5154.734709040837,119508.014345033,26126.91357989008,4488.424568669453,31281.15799826084,127045.98556974623
110588.28773803682,4488.424568669837,4488.424568668841,129551.33740529182,122030.0804758935,52464.73947589602,4967.279022281356,111465.30940926015,5766.068676800982,4488.424568669435,5207.311027874748,122791.36613187076
132688.51446129315,5439.675647369722,4488.424568668827,74185.74668170956,135093.50004362917,124649.47836977374,4488.424568669883,128624.39265882214,22373.01996934333,4488.424568669428,24841.8732152262,126628.4849921422
127713.08747023049,4488.424568669855,4682.650886457163,92456.89826822504,127777.14346226196,100383.9578310623,5541.36700890626,129675.14203103862,41488.9999350057,4488.424568669436,30216.966334704128,123123.641813884
117773.1803696284,4488.424568669865,4488.424568668197,129326.65697609664,124148.61793317294,116110.1506138745,4762.837982454369,127643.1961038064,84902.64825724636,4488.424568669441,54025.10961829259,120021.74069087156
121179.3070322998,4488.424568669862,4488.424568668211,90352.76132987872,126992.82730959634,102580.2498337119,5030.803444658001,98698.89847979418,58934.06713779333,4488.42456866945,21228.49944972452,125953.85503886678
118865.3111855108,4488.424568669856,4488.424568668202,86367.20506425835,130574.1520877172,88887.33179525386,4488.424568664899,129681.2381433936,54438.153925938175,4488.424568669452,34047.42935902779,123753.85547537262
110562.1657777538,5536.652024868959,5209.8414505634855,79948.55941174964,123668.77557309745,81747.5431281443,4860.18313852237,22457.15423836684,5174.233196355934,4873.128088811785,26707.96033373569,122700.332546555
121955.59987871793,4488.424568658964,4488.42456866878,78113.82000187656,123259.806436417,32875.077206967435,6096.508876883254,46949.13677318234,22763.617576815417,4549.8071785936345,81496.39327277282,125640.98389798169
