Amplitude_Kurtosis,Amplitude_Kurtosis.1,Amplitude_Kurtosis.2,Amplitude_Kurtosis.3,Amplitude_Kurtosis.4,Amplitude_Kurtosis.5,Amplitude_Kurtosis.6,Amplitude_Kurtosis.7,Amplitude_Kurtosis.8,Amplitude_Kurtosis.9,Amplitude_Kurtosis.10,Amplitude_Kurtosis
21.765485045100988,55.5520006902347,32.4089108997041,8.00235859873026,93.82019189942456,74.6900589856604,32.922597241833415,18.778939663100434,20.8395631109328,64.26750316234858,60.7091335775818,7.63033702537369
23.86907638818728,55.25324505999305,112.7284924811838,64.29236126968908,105.33094181673474,116.50936649791105,42.19293713489991,23.663382677622927,47.77680394928907,119.73011753643873,54.810578588657286,26.09131924536392
14.0507811161247,108.52742911722424,183.04941650148524,65.11175712477981,80.74182551000729,217.9979040623996,51.40106185666057,59.185586904072416,92.2013946757359,95.36963532065626,90.0895759762425,38.85301019210177
34.95516639437754,217.9979040623995,155.5762786181747,49.26981252558892,141.5380161728241,119.23360193503858,120.51587925684272,22.35604578017396,101.12806475685616,217.9979040623994,137.31093294183358,72.5321830820399
46.8870363668225,95.1372166315588,134.94863666612972,86.85557567488708,217.7548761106553,123.75236137165736,100.63836856770054,17.415313106200063,90.50548299674244,89.0217279757899,89.40334899931547,2.701594708707997
4.223345657131848,217.99790406239936,95.64340257349058,54.31634452172164,95.18436934652792,85.8915955252942,217.99801853218432,88.86759298930149,83.44399380608384,88.39804234589475,217.9979040623996,0.4569690026289437
20.989906346567363,217.99790406239947,217.9979040623997,53.7415578376768,217.9979040623994,109.37559526522152,141.12518223515107,84.92816365533479,67.28269063855151,217.9979040623995,57.075244937749865,6.034565994415216
30.53410484972001,217.9979668622036,126.28363354403304,73.06944612391771,205.26511399644653,67.8519518924985,208.79859236912625,47.19186995756511,217.99790406239947,217.9979040623996,114.153420921671,10.272727781770431
56.97328422839926,217.9979040623996,118.3348361880669,64.7072030937768,217.9983428662296,103.83209644107453,198.59058110966865,81.84154021926263,215.07708647728523,98.16839675955111,58.40650799813442,0.7479061592511491
62.25368035454399,217.9979040623996,87.98348027833018,88.51996227445542,91.19619801392147,36.570361978526456,217.9979040623996,81.55092276795982,120.21613359265456,217.9979040624,11.373529759434604,0.556525468631357
28.4678731954222,217.9979040623996,217.9979040623995,37.6159390305376,97.64159115586334,70.56358372324995,96.04391302296769,69.78125151330273,76.23554940850315,96.20034365301628,2.851748965365004,26.840083654024014
70.85188174296638,217.9979040623996,56.95322182268101,56.814249385911374,57.11857507230278,17.932370733665675,105.33099443926808,82.44533790433752,57.52005666581169,217.99790406239964,2.5035033231475365,2.363944493535307
42.277552753177005,120.27411580600511,74.63371846166424,121.16795046845334,56.790061054856665,95.25556054949683,56.497183645847095,21.993124503937,40.894446726010685,209.01958276661688,8.976608744806104,0.9094170624949078
