Energy_Variance,Energy_Variance.1,Energy_Variance.2,Energy_Variance.3,Energy_Variance.4,Energy_Variance.5,Energy_Variance.6,Energy_Variance.7,Energy_Variance.8,Energy_Variance.9,Energy_Variance.10,Energy_Variance
6144441.234548651,119.24484597769666,2544565636.8476443,23345822.317175373,416876476.2129589,1651528503.664064,659.1923059476651,2982710450.213981,1166715.9961207523,317732789.2902616,70434.28965433067,70841080.38717711
325288.05920438794,119.24484597769664,106450830978.62648,19632041.99549453,279610580.9838114,317777208.87018263,168093.25357973948,1311863510.9849842,568658.6597038165,134153052.9305633,193696130.71885285,82201208.74011172
117679.41739109144,119.24484597769676,98496.88869742837,29911301.26888813,246148313.5995648,1167580950.431266,285901.89895479626,5722609893.471375,656091.3221086207,37865180.68811607,216229.67003756497,85108380.07421657
1908767.8288547755,119.24484597769666,3071.452393740968,2630939.327573432,205300213.4451959,81742538.1285024,348425845.28428096,5092119188.324419,4562949.03239883,1155398954963.361,52943.39577905853,82603255.79784963
848409.0910727466,119.2448459776966,3175.045793607254,16101146.924895868,104596782.54640354,4650534.974931266,117867043.16604649,17083364925.330494,2740986.4044986693,34516313688.54485,121316.00682789818,73620399.78182761
968126.6144992424,119.2448459776967,949552.3932207983,15989782308.9242,77103484.02216566,7906923.227532824,26945996325.61372,19349480535.35643,30776990.40022372,4216685.260746259,27357033.21668858,107963039.37462732
2141545.013351074,119.2448459776967,254447.1376690919,1501285067.3964694,43556572.219798185,1807692.583922027,1402009367.1398206,15251101665.678885,228120.5581665039,14812057.706567138,37077832.06757568,85396561.29454856
39512.73847242592,119.24484597769668,8312.537015267988,4729033871.128077,45755294.70228253,2378159.561851126,478037249.15925616,12710731261.1912,1142506.964979281,18457416.112981115,8404369092.273229,108268025.17407665
99527.66489258684,119.24484597769666,194.01964267199327,86261979.70887162,50523088.67982886,8377013.9696507715,924954007.0904672,5432553.056637748,73178.40580953418,13265474.60546784,3803331.918187376,83082818.77073023
84722.76793124653,119.24484597769668,194.01964267199327,851171.5329905287,69027167.7573978,6884156584.358108,705358111.4579551,1759044.8911061438,408984.0010625683,10949471.226028085,16454448578.49404,86536812.75361781
100616.73964548353,119.24484597769668,335.574373412113,1878424.2909407404,76606562.83714268,116911160.02632992,164713161.7173931,2062327.283853616,61621.93547919436,113259342.7272785,15347.889575278095,74007164.33735605
236987.53369622948,119.24484597769666,274.7500147907921,1128947.416369951,70338983.27501728,23923166.48705164,2225757765.2837334,1149789.9254768237,10855.118803224388,80484099.61946799,120902211514.7952,68752945.8846479
85454.99239201151,119.24484597769674,2755105.2461596886,6697671.378862553,43298448.48835713,101793.72783958924,1436785072.1994352,499023.2486678289,32004.741397792044,105937.99019051854,3460602265.4948373,58000494.96290351
69986.4677559922,119.24484597769674,685075.1699499686,1522872.3878378044,66518236.24072038,175953836.440709,195127208.93643585,999287.8488797294,5443.899992347536,273146.37412186683,101191900.251974,53173728.80784867
119004.01035707648,157.66903095266125,744.4063738839742,1883599.34835292,96213871.55562732,595018736.6474702,195127208.936436,4418829.572673448,13582.4914084888,30555713460.421288,22550.81552730401,75382953.05432665
49434.97480698353,1632.639632718983,744.406373883974,619518.737482772,131827865.47134054,86124496.98619233,1005473795.9779372,6810080.24039182,9318.019030340382,32813812769.29707,51365334.44843562,83861490.07794552
70333.49767132838,1632.639632718983,744.4063738839742,14609557.938819682,140752385.41780126,317673553.1534388,58049453.14661138,1912142.8451643984,6825624.405998816,46733673.05957053,3486.521800019525,54077439.58750506
441423.3328082578,1632.639632718984,348.3677997334616,4235136.464652189,195150114.8569692,27680067.297662333,130301541.63914922,2816645.0655283635,15579.378781848282,3105468.5945112626,130.81811924087987,30295040.489571568
35501.210728275924,1632.6396327189834,348.3678541960742,12683061.825463424,187387638.55598807,2596411.271284285,146714624.24105173,2683819.539622088,21185.69906617025,3105468.59451126,2887.8179085229967,91508188.0175814
38489.52183795074,1632.639632718984,1151.2391498680288,858531.0070027981,127707373.05445284,193428182.2510889,78164368.01406708,2058706.2024208228,5554767.807080089,178525.199284855,11232.529062736245,66577998.81623839
2253.9414316041675,1632.6396327189836,1150.612942289089,323456.0071713583,97260721.5316692,231361484.40868905,71326230.26126596,1202436.2819643577,2707273.829622356,76248.53222134724,140.03477960115254,37574634.441237
9840.83320620704,1632.639632718983,1150.612942289089,20005809732.1888,60520194.22228,41861849.29071322,21.988895308662315,3949263.5449028993,135603.81540927253,2622971.92227041,5840.0530502839365,34446213.890597805
13959.77919197752,1632.6396327189836,329.57669261750425,247705354.1299668,18989713.46538753,63939910.91406428,98004881.23140337,4922544.762498464,124094.37495475728,65320.78695578977,119214.12387016614,29439097.260603357
11000.060030166607,1632.6396327189832,5.472148586934775,7767844.099233046,33365774.37218692,100436569.1337157,10102205754.779428,3497095.545517971,158478.7786712939,1689291.1444833248,325.8068921771855,38602550.06922166
304323.05979597446,1632.6396327189832,5.472148586934773,,23744748.980400626,229933108.30229616,5701557617.363358,2916494.9355967725,168218.73700664705,4113227.256221812,228.5234469167934,38533394.66217212
28243.979239345503,1632.6396327189834,3.895672656854804,,22834938.40241313,91501542.53925814,3819087818.751946,2676225.1588066244,68444.83526888785,4166632.028122883,644.4227985547438,25092765.32366556
59736.92366817569,1632.6396327189827,7.0105856822773776,,17898807.67044034,75106437.04305302,499778.9069450553,22862775.56913532,4572820.089585891,209233.74985257583,97385536.65335695,34089464.98436366
133642.87845733186,1632.639632718984,7.010585682277375,,12962190.3192004,35952064.733289026,565542.802312822,19052159.39705263,22786176.729999386,209233.74985257577,189651.6134313155,25204186.955920648
1121901.0420464545,1632.6396327189827,801588.0276406907,,37409816.451314285,27949145.35455324,421036.2491913912,17768811.071644034,9900030.734073838,209233.74985257583,4961016.891981606,37694998.31327564
1028380.4711246853,1632.639632718983,386489.8628420754,,11040992.938892312,37461287.50990422,161180460.6411194,6929660.251724679,81754844.22061813,209233.74985257583,420167.6185564321,28430270.30073117
989875.4957521104,1632.6396327189836,166637.18029913056,,4071364.845106243,36123090.48330013,100122604.24531277,25175998.987361725,130443679.84641293,1735889.4493835045,867285.4961059976,30651590.346534416
657594.8802772617,1632.6396327189832,1418493.585657281,,4722542.9457087,3790985.077605503,2148071155.45835,16467788.66069019,61586709.56524037,12130257.050217183,17154.788307469138,27869987.331579924
445791.2407480925,1632.639632718983,39686907.67288463,,7719575.856781045,28330987.0740944,55000493.52370522,27044880.230677497,41897748.57060185,12130337.74442774,59836038.43374795,16673165.514210552
10192.47354522146,1632.6396327189836,1742.3534824555898,,6462174.588033616,4833486.264421391,992011.000875676,12950663.78681529,86366142.98137611,203702525.73582715,841655.2735794603,29626963.75323642
495925.8200425693,1632.6396327189827,3342.6269718299227,,3877012.525083921,49529979.088887125,6725477.423220195,9267834.187774088,130730574.44841148,42043.80014627596,68166175.97689693,35534156.91397335
779199.2704653707,1632.6396327189836,4142.307842804504,,6089744.350170747,141213264.2171536,1585725.4484686628,12910577.945350643,15673000.050019344,42013.102633187205,849724.0183151904,34513333.05493604
4137097.80028956,1632.6396327189834,4142.307842804504,,17422214.168714102,5438944.055724945,158319.60752362426,22977172.721207924,80660.79838785002,42013.102633187205,4668748.956131175,12574705.692865342
127624.58685362292,1632.6396327189816,122909.80370026166,,6131292.042798057,1931226.7074558933,158319.60752362426,19771678.14817831,28553081.54767644,944278447.677608,135259.58780839256,38927191.49120703
21001.13188791852,1632.639632718982,8333257.400107295,,5741583.957905032,385370.1294002165,158319.6075236243,13995151.32174986,9741343.932529684,687577.8544839199,55642850621.446,50361266.82685121
5335.822927319441,1632.639632718983,9538252.16635197,,6411641.188934171,12031180.01473756,158319.6075236243,5758012.437893369,1114381.82716421,35613.3761416284,139921251413.5424,35133265.07704562
20298.0223391895,1632.6396327189816,95601345227.61172,,9718015.046116687,3118028.683199697,158319.6075236243,2138988.236569794,2116656.870578757,35613.37614162838,15626961.67689907,24634024.430912755
4653.426828044692,1632.6396327189816,354193084.16926014,,3615864.349468675,417280.106872912,1208.793025442224,3944878.245161546,3621893.458662796,18801.06945838654,1581296.2448461328,25578441.734736376
16318.134677796144,1632.6396327189825,103560.8634484754,,27025950.160306577,792746.6992565601,325.8237935054536,2727807.3878161106,1225451.732213213,1658.946607067556,6266455.51415889,14883894.70227641
9441.440360694389,1632.6396327189811,567239746073.4855,,57864013.33672541,450458.7515425246,325.8237935054534,1033728.544187402,1143556.4688087904,1658.9466070675562,17084108.86238966,10072204.483208966
359.2713270348104,1632.6396327189814,4572635133.704064,,16489404.432191212,24566555.1215946,325.8237935054536,1846270.615403952,152819.3618306936,1658.9466070675555,1848315.989879651,15838347.942177888
4180.252890180672,1632.6396327189816,13962535879.9666,,19485772.792746138,45429332.51348949,325.8237935054533,11328888.969829934,92119.12072557338,1658.9466070675562,353880.9193678647,10450458.691192126
8994.912353508691,1632.6396327189825,56810132349.58437,,24233259.09695889,96043.07078650229,325.8237935054536,4531918.045167999,607.2762241801021,21563333.026674114,318946.9601747532,11469243.94272241
5842.602514554752,1632.6396327189825,20851427469.6528,,20914326.43718379,24482663.93847872,325.82379350545347,3434505.3933242345,2665.100558688231,1227156086.2142243,969622.9474492896,15407055.602380712
1664.9728775994292,1632.6396327189825,35509245.8641098,,12753332.137473168,127881.051862413,57252443.8695074,3270843.1394284414,1068.689951848181,311003810896.99835,385935.87875608105,13455875.794383615
38204.37875172774,1632.6396327189832,29827135.810356777,,23304781.064150125,737707.5903709107,51738129.97324536,3755298.2488402254,641.4379633206853,1910979671.176696,3785620.811542441,19156297.97642546
611060.8532223187,1632.6396327189825,420175.26303940255,,24974687.777477343,1022805.408618059,1184281.8313781898,3662429.235102297,38495.59266219599,4327592666.523142,9214308.934808455,18983457.06667024
406571.8111255075,1632.6396327189825,43636.32520943738,,17327230.659634378,639890.1476455214,1184281.83137819,3181719.006072605,8713486.737919804,88970869546.48792,1213293.4259357962,17247320.477221884
15910.513466764518,1632.6396327189832,1068.6382945797452,,29032079.723441087,2641421.072919653,1184281.83137819,2763713.481712512,6988728.59774172,2071656724082.9185,2169396.158753943,24195983.24119271
44691.88318519796,1632.6396327189825,441.4054638371478,,17524490.027239315,51597183.04797683,1184281.83137819,3138055.4818143547,633639.4415436329,39666059.36783191,17248445.12726224,19339811.539010376
223272.7237920469,1632.6396327189832,223.7099366443996,,19004053.72373684,1743375.3605961944,1184281.8313781903,3510372.204073352,1039073.1740441562,65636.5031318652,9828291.469130203,19015766.2319662
1703.9895079081411,80084.15291991443,223.7099366443996,,51107342.0110044,2055992.1683919465,1184281.8313781903,2044076.628748484,1516166.1662102428,110081.62723347424,1030679.326938529,19528642.500352263
1082.9088893739404,129331.83415382035,483504.6378203072,,34539124.938228086,3062195.680419205,1184281.8313781903,3626879.923453804,3762374.6845234088,43762053.291025884,215043952.34334296,17496739.203438982
304.4755142622424,129331.83415382035,62845.84179900587,,73683109.56267403,20889676.377073,2299347.3137472016,3697013.767818201,76812425.51348805,51507.73934671728,1817646.5151800965,17122681.99179637
82248.91236066351,129331.83415382032,0.0345680359087525,,,956122.9283999222,12974772.023462933,5766475.651558556,360183.5800256763,3950453.152788566,12231719.508727968,14581837.298018904
37166.00347960084,235643.7957285504,0.0345680359087527,,,2308146.4149144827,49233140.05209752,54959662.20701672,29585808.37633556,499132.4418963431,11545161.866801089,14744943.963473884
5053.972202108972,615865.7643774389,0.0345680359087525,,,1041080.1893087229,1902753.5630170188,25646341.71373408,8059046.47971629,57024.63906897941,7300127.979579676,17522010.869102564
53564.0461960051,47331.29151127056,0.0345680359087526,,,976635.7191433592,6792532.691665394,9942955.984563535,1265797.438668632,136411.20361129026,4201446.918663589,24748268.404297877
1035.4886354037794,29144760.206646115,19279813348.951767,,,1450498.0759354532,40114284.95437703,9200244.70094728,9154.281049458912,58341.09757531587,39281169.98311833,10550458.142682277
15462.833578255211,2.4678844744562456,1530836895.3337436,,,2352068.562945568,352426.1925171782,17546925.675571617,65568.87588874236,200574.9396197814,58864410.02758903,7737344.846759029
319627.9444593469,9099.910821320114,32194839.10823913,,,2223466.2030705567,20893535799.49049,12245885.962697074,4989918.714938171,43634.05050505179,11822538.603814274,5884456.30337574
1516206.208912184,6784.49031584873,10905971.757435404,,,1032375.1812851232,7295762805.134924,15330835.536540717,3070696.7117997,69874.2844583926,5777960.102116124,13325446.82734662
626779.5165048344,6784.49031584873,40922.72645840276,,,660109.8438159795,189072.4166177928,17572922.83048886,4803068.994649312,14666.680945041471,3694019.3625822207,33764623.20141755
2652897.02583697,6784.49031584873,393596.2316591739,,,1891410.2219863788,189072.41661779283,77972425.13709807,17880868.743205603,16929.47019207043,40269127.30571097,360102113.59889084
2603878290.3080974,6784.375693759259,25386.24566410715,,,998236.4117680312,189072.4166177928,85450824.98384239,3262781.071322977,41186.10990522675,15852121.962151175,16985824.903079573
27839587071.44041,28307.301870924995,600469588.8336276,,,484868.87716100726,189072.4166177928,24399182.789293647,3671492.965716173,15423.560071784948,1079670870.2126532,68494034.27388246
