Energy_Variance,Energy_Variance.1,Energy_Variance.2,Energy_Variance.3,Energy_Variance.4,Energy_Variance.5,Energy_Variance.6,Energy_Variance.7,Energy_Variance.8,Energy_Variance.9,Energy_Variance.10,Energy_Variance
1135372882.8769178,9082.987113391096,65209.3416084282,,,1918683.98898526,189072.4166177929,21028468.58748016,4788868.729292046,2192.949466797915,59915374.54383723,128196391.04400578
2197661759.273213,11371.417113826355,1013.5436677416416,,,130847.73735314287,189072.4166177928,25083941.07974953,12075171.495622208,7792.16150622686,54231519.99182585,42818692.50656813
62933713.20556951,7232.576668341351,1120514.1048362907,,,52486.46634093192,189072.4166177929,30035812.07509086,6143364.203403376,4284178.440309151,7870248.876276103,272370235.87224704
578643.4597128268,7232.576668341348,87.10340698477758,,,597415.1687603325,189072.4166177928,29133042.9319672,5591528.059149876,14774.002928570146,25556487.18140509,157678415.42601925
63693523727.908455,7232.576668341348,169393529.09693414,,,393659.66668785264,189072.4166177929,28789675.32599087,15100714.406868532,108352.50256021354,10012971.604953226,327966923.8001902
937451.3846399736,1016.2501381191712,143512120.24918932,,,60383.799008296286,194325.2333607851,47248860.700443074,30587283.993414275,13653.073688146364,10214089.19857046,88213466.40417898
4820843.347474411,872.4274959828914,16881.20944048911,,,578655.0026704145,24349.417217826005,63234984.76684481,22045660.43909461,118404.46611206708,12157682.502826644,455215618.5007168
1524353.282839001,872.4274959828914,3321585920.235532,,,1371659.016371844,24349.417217826,53111695.10847335,35390959.46119332,28611.182181216194,27870966.318387818,215810401.9474361
23936.273054104546,618164.8737948835,452440090.783415,,,1566613.2691122987,24349.41721782596,77447362.32691026,10074724.253133075,404143.1992192427,8447459.616680969,501606314.2107509
168995.85301905806,2460312.2600817885,79.8695253408415,,,20617779.601271804,24349.417217826005,102443999.62541471,154728.04893535026,36578138.91498336,23951158.092746936,110081305.60608576
433853.5534561558,2460312.260081788,4292081143.3911457,,,7312498.911457347,24349.417217826,117631485.12270616,5230450.92761497,95551.60139646182,21510908.686029315,60448628.177212566
39739.13996568869,1079927.904336213,36875.74634614532,,,1359483.320772837,24349.417217825987,120302810.61199534,996.1174908779718,1201.6954357691711,2310189.187367071,141010552.8112554
289790.37786833075,48077.39962352766,785251.1785356948,,,5410975.795517126,24349.417217826005,140889499.60300002,1516753.140926432,66134.4314534566,1578366085.8415868,47156658.84620713
29919.607293828813,48077.39962352777,1484313192.2184403,,,11730274.573256353,24349.417217826,140118521.52477044,1531588.994434056,2969241.2713362128,14526347.324358055,21505939.388727877
268898.9752821528,48077.3996235278,21269658.821353927,,,10638923.07000425,24349.417217826,157723425.13640434,180143.69160905204,609970.5264139705,272889045350.2573,37755283.10773207
45991.50370383057,48077.39962352775,21269323.834453862,,,2474330.388595308,24349.417217826005,200303727.2454441,280.2769437277224,946248.1263238934,13426433.41068476,24295048.853016414
1194781.7549093603,48077.39962352772,17657046.826392442,,,2885181.790721411,652783151.6346345,209627840.722318,877432349.1450742,166063.30499605447,28247337.28269576,20572164.365231484
220937439.8574117,48077.39962352776,18771751.54097617,,,1333973.0751092928,28944.908582512,237867370.3191712,2965010.4139992925,6003.379051558165,144311018.77136937,30477206.02918061
1351719.1602875283,48077.39962352783,507919.4974318177,,,3587736.877012172,28143.2043941312,192514565.13624525,1993.0677927607644,86906.39103706021,91862237.97890034,42030920.69788407
208488.54847754032,48077.39962352775,69.74861023177962,,,3063930.83127934,28143.2043941312,645093523.6121657,385.2603827733783,133600.3146278408,1672726.4814136615,27340093.236980084
105077.09719843362,48077.39962352772,2500.699052260879,,,1206295.9516306913,28143.2043941312,490968954.4592657,355.63749081370764,117942.13962743049,3398927.0116813667,24851456.781748384
107175.04072091063,48077.39962352777,498.1198417397436,,,2212770.367710281,28143.2043941312,483363270.1693064,37414.70465792911,37200.336393367936,8253702.202095738,53135104.03637204
271986.0401401984,48077.39962352776,3610.59088563038,,,188018.569841976,28143.2043941312,417583846.1918137,248.9885294764096,725.7763916532555,5041883.818335744,54285163.25182796
149268.61375606037,48077.39962352777,454.284073653749,,,279419.6231715496,110985.95255239466,537177481.2656037,225.29138600167192,1336.7775033434796,9162203.440966316,35709682.484840095
75923.15861760144,48077.39962352777,4742.5194356469965,,,339806.4719072148,1640.419490658801,595812995.0890025,40.32577220276002,72797.2878620152,10954349.65769812,19714835.52231347
48227.46482140541,48077.39962352776,10001.464017816124,,,339259.2386031571,1640.419490658801,573720247.8492953,524.3834895615988,59819.08566996932,12032450.555401416,33796216.79280402
1590663.175181969,48077.39962352777,10764.687803315208,,,5746840.808787618,1640.419490658801,362899138.4280699,1319757.4716680192,59.25718238471441,14258038.520568728,49818317.24368028
623545.9101916972,48077.39962352777,10120.693115084026,,,434561.2349775841,1640.419490658801,235357440.292393,137400.81814357408,54045.45051181036,18909678.86820256,49915010.373505816
3301453.471620717,48077.39962352776,16534.8362942405,,,19617340.304544955,12497.16863987798,213503942.5003984,7612.754105593094,86467.99373978144,11183881.14654811,35953871.89432737
461100.1615665527,48077.3996235278,21817.48556579778,,,5342731.066914861,10410272.227490963,244403968.29636592,113190.67432653796,32608202681.77293,13003245.884137455,33762470.73704928
1849573.153673588,48025.278143069285,49611437.15185653,,,5725902.030939858,1047.96547860622,229097740.3669817,47615.41129022015,8228.872445017023,20089256.759733874,32096944.68817633
1010473.8551994088,1800.2983799896865,143060914.21772754,,,19577617.36969737,1047.96547860622,380906556.7433772,8557.613480674758,122302.20907468746,15242604.84099907,23729649.873881903
319622.86699974514,2487.387813739645,679.6468550126971,,,11922433.083342304,1047.9654786062197,414764492.3612576,3067.0055856486188,169806.61483448575,12932940.259282889,24187380.826975003
427459.0548502976,2.838273181255436,2144.2784145373853,,,20767984.428776987,1047.96547860622,503098951.24910617,167472.24459692632,21700.20220268142,15714594.868489876,19645044.91922717
1113474.3612904467,20.01598488849487,9.433795217813916,,,15223016.399176724,1047.9654786062206,330158935.1182222,2424993.4897843376,19760.588217817007,17996280.77177148,13080552.897419464
61072.17451599033,20.01633452110572,9.448897528052074,,,18791975.812664457,1047.9654786062197,308551844.41567475,21194.939737725774,183427.64848399907,12593310.462149868,11669101.073938197
99134.33121774014,2155.870900388377,224.69875358792208,,,12414534.859249238,1047.965478606219,229240837.33707315,11502.320486467435,199109.7570085752,11955964.46282187,9870305.595388869
263091.4804892128,55.71183504691425,686111.3719613899,,,8760201.3534429,1047.96547860622,343128499.3233212,69554.2858715695,252227.23262797965,12549992.997419707,7401689.171977449
44360.86729213119,2251.974759846373,14.312816375837956,,,7389811.716236602,1047.9654786062197,278582889.26318884,900893.829511466,12328.290392935254,7843410.321027287,8470361.176892867
19870940.703678057,11099.78978532332,0.0204914286025666,,,4547423.796448188,1047.9654786062204,183449376.46821588,1151308.488272275,1053136.905710064,11573927.212022832,6573951.016994162
26684.93270511638,330.94171648156885,5433.091850350364,,,10082743.153928278,1047.965478606219,135141999.5907086,1798510.8814405024,66302.28372702496,16209451.035977509,8904171.893473595
16232858.650651986,327.6739783762722,0.6855896188037401,,,871719.3196880423,1047.96547860622,180761471.9612608,1272608.4960297046,281408.4236217798,16675804.444569807,5510828.961360998
35143856.255575754,327.67397837627203,0.6855896188037407,,,7517787.703114929,1047.9654786062204,196453735.7463848,634213.3109329934,502552.3737946712,13828468.04893442,3667644.833637065
423970360.8907269,327.67397837627203,0.6855896188037407,,,2222285.560151833,46172.79614134636,202845624.72869623,240277.20648274035,700986.6719324635,13059171.712703072,4271866.47427992
293875.546457163,327.67397837627215,553721737.9122652,,,8683113.586063202,45918.064893013645,182540803.44601792,912615.323943752,0.1878374816877143,21585134.64823242,6723961.084561382
78060.2899002631,327.6739783762721,6537.038691404663,,,,45918.06489301364,136625369.8395356,395503.5923335719,500263.5579016048,14276043.649630038,5808444.10067272
276498.1679094356,327.67397837627215,10178058.587525615,,,,45918.06489301364,159107742.37936682,734254.9439903082,835025.8618724176,67420644.62600736,13549453.310589155
151797.7572922433,327.67397837627215,84885602.84459144,,,,45918.06489301364,107037331.89037833,1592788.7949280425,32647920598.76244,13590824.439343257,4370738.701961403
309539.9385550645,327.6739783762722,14469300.46083835,,,,54885.93013240768,144720088.49165648,2627905.333315077,3129313.5114467456,9601250.657693185,7449288.526855327
742085.8168472631,327.67397837627215,71408692.61491454,,,,92172.2998246319,160233831.2581955,314967.90559756814,163957.76228352633,22562980.791207537,11481871.737330476
1066910.9542022622,327.67397837627215,64447.04086875997,,,,92537.18360622096,174904081.71459317,719903.0694688539,224445.5565213356,36769032.87704882,14444204.48794216
596795.708813434,327.6739783762722,4369067940.890351,,,,307.2814592364577,158120648.67649317,3136199.0108111105,172476.05600171478,166739057.44009838,13630573.558862794
2099946.0313796354,327.67397837627226,3141.187148423439,,,,307.2814592364576,160453096.1830758,46796.4735581589,286571.0320539347,27178782.861881644,16257905.143071394
1307248.3944419755,1732.4973989356654,1136.15117775504,,,,307.2814592364576,202184105.35639828,960258.0681899732,30835.867117296653,16862419.970786396,11342313.2833184
701871.20464544,6292.42726786898,8027.834658121964,,,,304.81379439963314,183312575.0363004,1811149.4160865108,1563967.5459923262,18228745.712809183,15086809.070558367
14145379.540418264,6292.42726786898,11825.11091039188,,,,1016.353014905446,158469749.31724697,33710.75798083359,202678.6333455883,16186815.432866974,30217967.78020405
109039.57912833909,6365.46552270554,3056.7913249738567,,,,1020.8666329622406,154797455.95049083,61229.6553711872,188488.06862388665,10925759.264402416,16871161.16001241
59930.54773784213,3947.1671994439857,293.6526545161385,,,,1020.86663296224,208412669.07357544,558785.08638027,167438.81941853155,13677238.750326408,21170251.997951947
16673.989212361077,26.959750936265344,338.1528054628492,,,,586808.0327977723,186669372.32716995,7689.431755946741,303497.5514907993,24400032.212892115,25282412.490836263
124716.45679762,26.95975093626536,493.9024690008161,,,,30625604.986565124,174089317.7166925,24204.999538001004,218684.6275273048,14960156.97702518,20465575.78560659
326952.07391506515,26.95975093626534,11296.40668870788,,,,12474.493993942946,210557733.06678265,172951.00815255722,75142.52964231421,13917928.136846904,31986484.962497734
244282.6418641664,1035433.187518367,992.5421997447668,,,,1834.9343466960256,170911233.5274421,3846720.073400736,74154.26141267456,22686865.83018064,48426953.97237508
1045496.3437631504,2754437.1797798453,29894.75651563469,,,,43796.278072819805,199785786.00532743,2113469.1644946327,152839.70462573395,28273129.50211773,35696553.66670652
5393122.128756211,2754437.1797798453,4.090335799971183,,,,8805371.187104162,152902776.01060528,650676.2114387593,120616.37776621792,21741156.458935715,34208391.71238542
276116.5028450254,3406380.02691744,0.0002347340679788,,,,13145082.577599311,190536406.75428885,401582.7926963047,73594.99950941563,13281214.070199383,58383119.9665708
162671.0770707436,1895310.6498754653,0.0002347340679788,,,,4264004.090617527,138023137.88328487,66805.17044675555,28545.40434292767,51270981.11433851,38184217.8209606
63939.3676467507,1895310.6498754653,0.0002347340679788,,,,11356430.532257205,260163574.77156967,4228215.825842393,76861.27692697386,48024377.27021414,60537483.262972295
3731.439418270172,1895310.6498754665,0.0002347340679788,,,,10634444.758377094,294158284.40009385,4400.430060019902,46149.04865343534,14945042.223004144,28602321.4541206
3701.6810200855184,2683595.083644488,18.194565064286603,,,,100947123.41484094,349914276.6419449,33033.99246812953,83875.18254609637,72190841.88149542,41525755.84712946
48851.25267585951,2558505.102625449,18.055972686037737,,,,78282943.59701172,165954339.68882334,55572.39314703272,99272.53592596816,15306914.850595497,20097211.471328497
3700.778436333931,62909304.83635552,55373.16453641916,,,,58256277.20925825,195033261.890881,408903.19782292587,88420.79503473864,38659082.3338179,13347661.387035895
8932.413392889532,13332370053.699532,261.28356758434137,,,,25584434.83181104,231922896.0255665,138588.5566615054,171866.49228649327,61266086.42840059,14251351.947793046
7806.300902391525,32471196288.6964,79579.68011776841,,,,14976375.44075801,188801143.4825976,101530.17147700844,255953.6789654012,38472008.090096086,55957077.40964428
46866.072940074446,1926347.78183918,11325.171650723723,,,,623805.6605337189,218042455.1224521,112316.00185792794,415199.62990042847,143087380.89714432,22813566.089489244
9771726.843456848,44314.42988560844,1222292599.249791,,,,3859866.116672896,239056618.3184951,251250.52178136943,367551.0142313986,481454080.0113748,30068717.091150664
12044.221728303066,891031167.07474,527128676.8455413,,,,6958343.434900685,305902343.136345,30497.331856721583,440213.7884416748,1178685999.7246814,31975442.215797484
25669.68633851714,3654279401.634439,307453197.82733244,,,,7711047.002427117,363683804.5394957,96889.13899371465,584884.7617255198,26616694.6221643,26791135.155197635
20690935.73137442,32698269056.07435,68103.97314660806,,,,4900759.066058499,339125292.62627035,59355.62823022816,421456.2613511924,,10995952.19943636
56164.83553449476,66730.4752960441,11918.578133543697,,,,2952799.7453587614,286444692.2244991,82362.72805966546,294373.35009624425,,38852878.86229971
96241.11166538922,2237.9779006153235,85270.33355968754,,,,6225062.177497238,242171700.0246225,154689.15301198282,336177.6051037084,,5849763.210366651
1326005.0298141856,189435.10311092468,10563.932392413331,,,,551705729.9644163,249844398.4620862,66952.6379925333,204621.12032281305,,10689986.658839636
1477143.2989423072,138080.89086788974,108980.12737325666,,,,19140479.249780346,366772656.2541039,60206.64915145417,259074.5578784442,,21388809.56622152
168917.19775419484,902154595.3177532,327513.9975652567,,,,21315811.255545244,290801428.88489,84947.24459835452,62627.8130734302,,6308854.996038685
2521903.7203130946,288090034.75404465,75332.54572403316,,,,22472462.689374235,341698848.7486324,123901.9681112154,639275.8837865965,,9794661.69493913
114209.19323135642,20725.05871161342,281050.50039649825,,,,38939399.16994298,686342697.9129133,413754.9964055306,614633616.2149379,,4633606.944333391
227159.0512226501,121146.67275884056,195222.65226382035,,,,74217527.555121,530575022.6652803,46119.34336883317,1306451.0938826937,,12642092.143795935
18486.667375765952,2597.534610042681,3168238863.6254883,,,,2071400.1769461944,514375911.9598567,82970.7167837116,12054537.062190536,,4167436.8772145817
194723.791766464,61583.01265943582,3167692252.233492,,,,6520369.155624521,548905899.668825,76808.68852933504,661974012.4352151,,7679463.189824335
933208.6701387208,25392.455353156136,4736321979.739826,,,,2330101.312471341,471258382.9809883,51332.73097169962,2130210.68241026,,5293744.899308806
55213.1983894336,61659.10178477008,4607398496.169882,,,,18669.47586806598,527966329.1334094,29411.89456576708,3189389.3634046703,,6887324.4537368845
3084.9282918882327,373210.5519189822,830682.8041935717,,,,18669.34773761891,588645328.9406148,28837.11176930288,8472011.143378753,,13550835.521346437
22333.087175852783,548275.5316850082,27245305.83271846,,,,18669.347737618904,482177901.1238507,67813.1375560632,27729912.47582705,,6887439.060561316
1231370.9941548037,1501543.2857442943,2763008.240010621,,,,18669.347737618904,633247613.2001848,135213.19211901794,5954565.821557797,,8704657.685216604
2119505.5348566435,9093288.03696326,23413.54812478277,,,,18669.347737618908,657410582.7687719,25814.79685237772,96902436.7296918,,13218567.081746148
20379.019939005502,2898952789.898025,2388847.0922856624,,,,18669.347737618904,578418945.6535897,50167.78464714293,1555624.0259314503,,6098312.197740046
634349.0648672939,58613448.06896936,106304569.73940767,,,,18669.347737618904,673793908.2667686,69304.59469309506,7752376.282282825,,4055695.40401605
95140.37651656404,1041245.5500291538,4216110.613503588,,,,18669.3477376189,711335165.1265291,97593.97440632813,41047.58550733944,,3248298.2327735983
5085.781663572121,441539.22879178985,118373151.20344187,,,,18669.3477376189,654791866.5502815,52167.9982229341,73787.23539444283,,3834663.978848367
63123.09727659932,199380.92605888817,384375639.6722373,,,,22309612.177653387,1065284484.0127424,174885.36562477532,47281.13834262838,,2158693.660451657
77411.92496187515,49091.96454808436,981494.5579168485,,,,188593243.1267827,851118288.4210696,63132.76145109463,47377.20430745775,,2610587.4034899035
999260.8697979868,190094.3173640174,80794.57396123097,,,,295838673.276047,723431946.2946873,62598.66156492122,79514.34838975339,,2281000.5607812875
15694.137543700526,3128752.768958413,1312245.075820354,,,,267459087.11073127,907372315.1247456,42094.02325470059,20195.07675927598,,7093513.801379472
24938.15878623644,43333.048395472215,33863382.163764395,,,,7936261.661642717,599110077.1143079,43145.71493142183,52938.484082888426,,1560270.7180576564
681731.1025928688,18910437.108568225,38685228.35828451,,,,660140.9457317903,821961740.9851685,11023207.88045157,32070.39534596042,,1863294.1049358333
7006.355932954983,2640452627.84418,18311523728.17666,,,,405312.77599694656,539453376.6184955,24978302.75046543,55484.33295977639,,2809990.5906931767
315317.85598280263,321.0642495084385,132210.61616561664,,,,1085918.057834497,523192477.0574688,4901996.663114948,37804.79355654752,,8829597.573700363
12941.625645589218,898270474340.0587,134069.44294458,,,,77054.29368493753,528828961.467877,13317989.146479126,89031294.59533498,,87081941.07913984
169097.0450630687,1791519.0167487815,79875.60402065968,,,,801784.9950023025,556069208.0925446,65152006.47866662,76634.98446435956,,35292316.35808365
420745.2200296942,799391915.7212648,84650.21616631138,,,,10847535.08339493,446839145.60713184,95274933.41934936,64134.28478823183,,128847771.60973632
11602.430500269082,60320140796.954025,793347.5182006436,,,,3216306.551576432,637960433.7790778,209018686.05124104,505350.849653434,,45891048.79676606
318537.1279309448,1619.2949104434952,95354625.5696368,,,,86148.81192192307,442496422.5304206,6425409.2510095285,38072.876560597375,,12324322.13419784
28143.395280289988,22553.50742240645,340682478.5397275,,,,102009.74754026922,440353996.4084566,8328260.992141223,76628.43515434378,,61943078.20010224
289279.9758011137,83203952847.07294,20036139.537432995,,,,389228.52427492,428166445.51619065,111527136.23793682,72767.23384468001,,4773592.136441159
11612.322417309537,397895302.68101895,3330545.353036707,,,,71711.61147706056,423373105.5909408,7045400.339418624,91393.85396395186,,2487276.397890956
927005.402386196,2627643.293179136,6186760.528087994,,,,71711.61147706056,373641339.5559965,107889680.09130996,1413517.1854801436,,4605201.489581173
668886.0786557538,13260.46898658804,377476.5232760438,,,,104741.34921871049,550418739.219704,86883276.47216186,54471.370101237895,,21399596.4858156
225536.67656361352,22886.66952168221,2104718303.888657,,,,256684163.23912948,311007020.4893116,9117109.880593777,2818069.4830683195,,58331101.24337838
46286.32353083472,55659.83958161475,1299746.9934237096,,,,20362968.90746381,683113825.1471184,31615385.480136395,50484.98345572352,,4110557.624341921
48302.32476589745,1713143.140699633,19845169.712430645,,,,3938745085.016047,688641384.2695193,60411425.13082042,446587.5942961826,,69065188.57467657
9503.300121837172,331749.40558608813,1630013.7208059405,,,,4162583031.16126,808259990.0213971,59028767.42092087,254008.02828519847,,51987635.46465131
40798.759782567686,11564.92426049581,33498006.600370456,,,,374874295.91109794,610537852.5402505,147984852.05576238,186448.89969313148,,3585752.0888184
57630.66010472066,1722.6578458176548,131630359.34306233,,,,374874295.9110978,418421496.7602564,84755584.85852891,142737.73276072316,,11464194.218514469
42737.8710652528,872606.7057428552,31935817.006174933,,,,450639114.38002527,547879126.4788568,128608959.10033455,90993.25396241707,,30153577.172603995
45488.48562385109,284091.63172068883,,,,,3169518155.0041404,490931814.90860176,53015795.41186513,159764.60280719437,,5172165.730467726
42026.247498050434,435278510.3883397,,,,,363013019.5099898,429501233.6376968,110807510.99834365,445954.0110380576,,21091251.422796607
57548.783948978686,107277.5981139074,,,,,363013019.50998974,367252519.5181141,35534203.67162689,4658688.417214865,,6671551.05132794
277616.1447939486,103239538.6457421,,,,,363013019.50998974,402849069.8368192,7670330.897847122,576698.5973512379,,24807084.70806083
654650.4342255993,153814400.2602446,,,,,381406891.41003793,376990193.2807947,98350185.5395344,32238.76394309748,,58404933.30010353
352860.21268017404,1315046562.4745374,,,,,1581187651.6699772,472616328.4270268,75502758.6626933,1838518.501132955,,10878746.883164242
88040.51255287883,2720637584836.9346,,,,,32258.905688190807,337000508.80405474,8761292.600771988,127746.61545193316,,23931172.69270445
16182.81881677723,75422.7469811529,,,,,32258.90568819084,488735242.781592,97933984.30471636,1181505.6106213373,,34634772.35114378
4351256.320120681,22202057232.12905,,,,,32258.905688190807,340699395.796309,20029789.340765845,150012.56170242425,,21649287.38889893
89191.16431203304,329665.9991668938,,,,,32258.9056881908,355864692.81096697,6548920.16291127,1485155.214620934,,85294967.55263564
195570362.52691072,146650247182.30234,,,,,32258.905688190807,347517697.3637218,1555805.660652387,2045373.4842703263,,42978321.775766194
6098.4939881816335,128944534.61745895,,,,,32422.156129227915,445602284.1185856,300834.9665203672,811975.0929768428,,90851699.46575916
19750.79785248489,252704425587.0448,,,,,0.1965490436220231,404223853.9422506,6769143.213826176,127165.59950571648,,58147239.576309904
4150.039602050145,380677.4423404695,,,,,101641.71347545128,455375626.8263117,77263138.5582973,137390.82032191672,,39675971.24744529
293130.62396876095,38861128.44768883,,,,,122918566.7337576,490092807.08759785,121999941.075507,2508896.9833199647,,22926711.56777361
64735.20495644523,233649.690406754,,,,,1231.2582174783067,477444689.7062577,59487395.4259062,7848903.137620963,,26733116.575617805
327043.74332895223,81491933.82186428,,,,,681108.5011439289,339072464.7425456,153559.36769682128,47915870.652404025,,45413440.26267398
922196.5823512424,850504192.7550915,,,,,3154091.6699428656,496827532.2792764,2185004.6208025883,27994800.49263995,,17873043.632869132
3050241.120306483,86559046.5593341,,,,,17714799.369450316,610596275.215255,20355253.63689492,15435946.390059158,,25629079.85253583
3628260.850719989,59196.91823921345,,,,,1175501.2098775683,457872123.8860546,108337025.73375992,27205912.2441492,,89882192.88251168
594321.595719293,415326.3778994693,,,,,92360.74905372104,356156078.25997484,83540208.42459904,4177232.229412947,,39510855.814692006
146780.69519659918,16387662.16244198,,,,,1846.3779842526103,240823921.36288625,98791956.53697585,451587.78189485206,,30850153.925166264
343310.195591358,2610817071.075968,,,,,1177894.210244862,340411612.2427524,96434602.73370236,16538031.924791375,,45441795.91653585
545669.6752437144,,,,,,37.16160454527986,483293238.4829332,38834551.35635361,6010759.149602563,,37354437.686494455
390194.2533121285,,,,,,0.5422078339670593,394856808.0425065,80243170.31485717,80707.30000023659,,24683090.097290996
442911.8467031887,,,,,,207370.47644842867,2101898093.7458625,3571503.13026698,589618.8483476455,,24372819.18947559
6819038.400713252,,,,,,131902055.501135,1354715846.2404218,25384046.36024597,368540.6330848018,,9625202.5320693
240706818.5490285,,,,,,592281.9156675314,542717216.3047395,95323567.764181,10800127.42568687,,45402653.53508706
209399.21178514927,,,,,,904161.2490720572,511715538.3991297,14893256.366797129,3405127.722462938,,33616521.92861103
1255565.594416591,,,,,,43041777.462501176,322588843.2015761,8222006.517355303,93031416.08711489,,13825011.126224097
488622.8389743207,,,,,,13277003.041650046,343659594.442007,10503404.078457491,166756488.01063848,,38107252.70216995
2194036.382618136,,,,,,12466.829146157486,542290927.981879,93174282.67458393,105628735.37051362,,40629001.348613165
15691335.939873194,,,,,,46613.1671268462,684746532.1415585,63066525.18273291,89984150.71464294,,93763041.57834946
1041894.5324001926,,,,,,1095680.5598116056,1962851935.343071,39466098.54003576,83203962.82621644,,46587741.29049198
10013606.634671587,,,,,,37147125.12973546,2060445175.36432,68536789.96663056,12490805.658485137,,28891054.926469997
758001.4699773947,,,,,,2038673.748962249,1004033856.9874952,119885707.54807284,33847743.445717186,,89106679.56724858
15500200.389386917,,,,,,871915.4282997104,1998107555.3521888,10580999.00583394,2483911.1356512965,,58566929.7180039
36153709.75656243,,,,,,8375153.2278761715,2189531930.176936,22085664.690371573,2717895.4884844534,,58230864.79946253
,,,,,,42078.1027168436,3307404375.075073,20273643.41009256,98227213.1440965,,38046430.85918419
,,,,,,159439.63992819915,1005760337.1679136,4795958.452382965,2795198421.7341394,,21006883.7126948
,,,,,,16534285.652811714,846994321.7229531,4409440.379657028,3132504142.661791,,29633004.01718288
,,,,,,45075141188.71311,2005252868.1199768,1366889.8877894762,3843012077.793037,,20911463.2705632
,,,,,,1652293.7122737565,420236964.22437984,1087331.2485175775,1967490375.260609,,50906447.29222333
,,,,,,1668348.1144073186,865271164.2146943,3354238.639707963,91863608.47653146,,109877863.25861624
,,,,,,6052993.395126868,1151313110.963292,2718848.843347264,1257505969.205162,,74290565.34328392
,,,,,,29785156.62826428,1047645218.4877144,8746249.02426418,85280969.02905087,,119493011.9208304
,,,,,,11936805.82869814,760519264.1759312,13219656.172568873,1218690.9733398568,,98461274.01485924
,,,,,,26002457.084045045,1015725285.09594,4753707.657472539,685456.2214915445,,36483492.136791565
,,,,,,21773440.993940923,937384655.9544296,2009437.6611750864,1648320.9871793743,,46202235.20007087
,,,,,,14276377.264216963,537600163.5452955,40903478.82751991,3699026.556131386,,109663956.96977463
,,,,,,9180.580840372408,587037220.9562951,14705126.83567267,9440980.141528344,,118751137.95596872
,,,,,,34486.467772170094,536383851.7902264,95258133.09256372,11070969.076026935,,97482624.3039174
,,,,,,7205940.115980634,652208499.3003664,124779387.26237994,11496845.889176244,,48446682.77944759
,,,,,,19847112.35780516,510708243.45618045,94801317.67888556,17857481.12273881,,36704693.6236724
,,,,,,19281.46152551859,398398747.37392753,25525365.40694078,21052196.310162365,,65868860.26264169
,,,,,,172119.55064383746,523559391.1222956,41644459.09129584,7637269.581827313,,25229160.01129309
,,,,,,67365.39140845113,736737717.2095937,63842167.31622216,15078762.18855526,,52678117.07664483
,,,,,,204714335.4420197,456937342.6872239,44699572.41526307,8545273.299723879,,19201248.60190277
,,,,,,19952713178.626,720400707.9452193,162900351.03045002,9801274.009510044,,120553143.87800606
,,,,,,3733404667.71706,627265404.5136042,106870948.36860818,6607202.633623544,,88739754.22842905
,,,,,,2109407224.410719,477818841.8337991,47956485.58184405,2424730.4148662137,,92337904.97617488
,,,,,,17050944.057236552,330499048.24596804,150093526.94762692,2279212.276113821,,61290305.80566637
,,,,,,66628683.57074928,384657540.2489687,146442928.68515933,29690302.12885016,,67441940.11387789
,,,,,,8003122528.703063,330842139.82079583,186000820.2611824,29645446.350755416,,50494322.15089823
,,,,,,402687.8923134651,591845264.9326653,215656144.0950648,1432792.6963820448,,22342129.082692526
,,,,,,33654.413324955654,366134508.6153623,156683001.75160068,50023129.13806406,,42812160.52978116
,,,,,,7130.835204102731,488726200.1981221,220613111.41085663,791687.791081514,,30072255.633825798
,,,,,,10250.146525994309,491819646.6626545,296350246.112724,67173005.98238736,,38086204.513189584
,,,,,,1611824285.4744487,446298165.82969433,116723906.78693873,17500900.100017857,,59494343.90328573
,,,,,,945689400.609072,694631944.5349594,181627334.93906307,19779487.56000213,,29862547.576725736
,,,,,,15190105629.835484,613213904.9979863,164311600.7097846,23108077.06595113,,33156525.968914527
,,,,,,3723099.945520676,483531050.75233406,142101657.9303676,55724868.79439275,,21372482.417741604
,,,,,,18362087.190118182,265931773.4456022,42213049.88991573,105207932.97929151,,24923853.22661409
,,,,,,734091.7838397999,340884906.3241106,196340956.0738485,18425857.613906465,,26687944.7274056
,,,,,,227342802.66778985,349529038.5255833,155228431.4735499,169620287.19554913,,59740651.04181011
,,,,,,9339377004.1805,285263656.82918096,223495536.71116805,18588044.88122863,,
,,,,,,88467372021.2423,321626348.8827754,189903753.4806024,6337976.018650704,,
,,,,,,4616592.182110175,362500953.4483925,26982629.80114084,3052634.453540512,,
,,,,,,26696.12473160653,317307614.13070285,196515376.7483025,2370028.058132794,,
,,,,,,12088447260.920494,687521887.8456905,91352780.7047437,2504456.0984236896,,
,,,,,,1473649365.199524,668598046.9209285,106627235.17316316,1602357.4644119297,,
,,,,,,417182.68751389737,579747054.4195565,41925362.94109963,652276.667914379,,
,,,,,,4440494392.603039,467797633.557245,6267498.464917225,5766909.620697797,,
,,,,,,23367073.11908553,565882950.0645282,280867.3549318723,6058900.58672164,,
,,,,,,99049095.3493127,436928775.8626865,86081.5087043912,1980619.9076413128,,
,,,,,,1059635.5185046685,511594839.2198545,591621.6319187811,2674229.671284901,,
,,,,,,89470.13552435928,584505026.621284,148918025.81691045,7482105.481510738,,
,,,,,,2020201909.805167,547838357.2544527,62092835.0596818,368119.9245232275,,
,,,,,,422889.49781004176,599663908.3640794,131185320.54799,1221658.9490575588,,
,,,,,,405058.9599707349,875561727.6573482,29975800.352283064,5952619.603745482,,
