RMS_P14,RMS_P14.1,RMS_P14.2,RMS_P14.3,RMS_P14.4,RMS_P14.5,RMS_P14.6,RMS_P14.7,RMS_P14.8,RMS_P14.9,RMS_P14.10,RMS_P14
60321.18411540309,56997.526071551154,58015.16279852341,63484.032140968746,43880.71301693908,64684.70446039902,46541.80036701673,48392.48260797552,60362.77368562925,29711.656148049653,40747.38883755817,79416.12055235346
58499.35266370152,14777.793515467194,3718.347918888332,66151.04526468487,13152.913361482377,29892.62730642849,41173.20930170147,59288.8287327444,43682.62030860586,12969.343918461942,47471.412533652765,72766.30499123437
57566.83526478201,10133.18080651362,15286.06773326564,57532.37287927431,9177.440254314792,1615.5608298851942,40232.94188863268,65383.63107560996,11185.97644008191,10502.042435567322,15606.688445320187,53690.00796173374
78620.58012541813,1615.5585456963988,6966.909021366248,33308.54192636716,15665.493625781866,9662.68802839575,18278.73512824801,82365.48353827948,12252.417710056125,1615.5586783258232,9299.0588259025,79297.80849671672
67212.42225500953,8454.854656070807,11117.940184689069,12506.12016652291,3748.486273076038,11300.044464815914,10142.03399610956,83142.65304117926,14186.09300490501,18226.74048734257,16521.95889907417,72728.05891411875
80243.08961822174,1615.5582034050644,6559.759122361681,17890.008285165746,9998.22756933597,17353.01034082342,1615.5543804119782,75206.45980126943,11473.710291592926,16365.573460110902,1615.55937131641,82729.93647550864
78452.59306632735,1615.5582034052222,1615.55933183787,35268.7011568601,1615.5592507289336,16698.28284967021,30124.13292395896,78234.66377676479,26010.01163954661,1615.56079854131,43210.95644673185,84502.96124132813
79060.39784819874,1615.5535614934647,10508.459272212323,28990.99541688452,14979.129754294603,67615.768507817,12581.09912664344,43992.05541343706,1615.5595147478534,1615.5607985445884,11776.324779490598,82125.26188738897
72595.70257293954,1615.5581249593058,9323.076901952898,26188.5310307008,1797.5306599121425,11559.710597432266,7341.901350652231,25787.92703477844,5280.493591822603,8941.65678221804,76618.67773588904,80389.71760069583
82479.19163394168,1615.5581249590086,9368.193837379938,16453.1376100376,11046.35692381675,34541.162935238346,1615.5702452313462,57609.56866762154,11492.714004628804,1615.567406183838,76567.45125638755,83262.81181145826
60199.64188641469,1615.5589009368175,1615.558522187377,38037.1082016375,15226.15626362492,70333.22391903572,8384.960495690564,77607.58107310781,26748.81679107649,9850.093731850277,70685.15029914591,79641.9187185682
