Duration_P8,Duration_P8.1,Duration_P8.2,Duration_P8.3,Duration_P8.4,Duration_P8.5,Duration_P8.6,Duration_P8.7,Duration_P8.8,Duration_P8.9,Duration_P8.10,Duration_P8
187460.2543887241,185012.266930894,169783.39426964024,178614.26563755245,174999.16802027493,168839.9710710827,182085.47608593843,181181.90127537143,163818.72858012535,161670.51730237514,164282.722274545,182822.055956527
184151.04527990628,154100.98583595722,142941.3959951096,161351.54833369626,141077.79645456735,186478.47977327323,164899.5204209099,177937.72099822928,151984.59338941396,143159.12488405558,186528.7195440585,189633.75970687243
181276.95119662824,139273.90144425756,134173.06808391114,191148.20356652632,150905.69473874502,21670.44933209847,160668.7466517944,189243.83358312628,143183.38382068224,143053.4835248989,153453.4260193778,180117.07687380575
198338.666940126,21670.449331320604,120276.708757073,160993.81300870993,143003.87546321485,147791.9631008168,152345.5116676919,187183.20193668667,142084.9674765794,21670.449331799537,151829.4709738597,194592.6218885019
193897.5816685233,141364.5502908647,138906.77707497994,152949.15094643633,61285.10120136431,133925.7351634697,143893.74095231274,198710.2531823544,147162.6919422991,154658.22699656716,150477.36655029567,185352.69698358516
203534.9807272,21670.44933144139,142542.96945003423,159001.77915455337,142372.34090802804,149813.89253721564,21670.33089223284,183782.98496106983,145689.96091126616,158638.0968460869,21670.449331575768,196997.0545556788
198988.8061777893,21670.44933193877,21670.449331978765,157773.69919457717,21670.44933207332,148370.4868500345,146538.37116666604,169850.76825839296,159384.79244647018,21670.44933145081,159198.64475065368,198217.5332789156
194781.97715625784,21670.13051164544,147321.50902741414,156350.9000915199,124440.94969150652,175156.5063728749,131123.92126966547,162525.77861407027,21670.449332159307,21670.44933156735,143120.13105534523,197479.0021691229
199954.3474519192,21670.449332302946,149891.62455016887,162596.7855428125,23481.7724159941,142275.9739773993,122489.20569737756,155272.35496061537,96681.22775030285,138555.46312319755,195342.42926910668,199411.21176328984
199609.43829008425,21670.449332282853,140934.85501488537,186191.7561504923,149670.04139537737,160203.03729076596,21670.449332091383,186677.2496256425,149701.56591459567,21670.44933175885,191939.432507544,198965.66088616577
188527.15132929725,21670.4493322085,21670.44933172232,183818.4678463153,145922.4468997125,193904.2982507409,142760.34524090585,197592.8240874892,159600.64561318496,143445.4701757116,189850.72291677343,200255.19433484503
190889.7621046591,21670.449332125296,151875.83068247372,150469.49458195397,160614.12908153326,192269.0878245392,140712.67990956406,198200.48133981,156443.6990244302,21670.449332060383,184716.6229131728,198692.31707410785
188814.7814795855,137246.88351365298,146627.51296854267,149344.0346806111,153358.644062767,170826.71187496863,169807.1126183177,194857.3128774698,152451.54157052463,85079.60337308132,180067.5587406226,198331.12498093105
192686.8936991696,21670.449330917847,159303.63680902438,186168.2011587973,187292.17665664747,188502.4294307129,117456.47793620949,199844.4995472332,182182.48574070257,144965.8387794932,194717.6881669903,196759.66726500652
179555.30094412414,152268.46211149485,155299.11878826437,143188.282310974,139798.62953252753,188801.2034426561,143636.63713036888,197840.3022455867,153173.37786563835,21670.449332103435,192299.30779840573,198041.41741526665
185201.35481456248,21670.44933356913,24929.824632919164,141797.36750255307,21669.986680081875,147288.51810985216,21670.449332014603,198432.79833492995,121226.93882024122,21670.44933186314,193705.82407329747,198712.1134668493
191523.9512272531,21670.44933017344,21670.449331839463,156280.51346533655,145048.15553660342,151735.64781416845,21670.449332045344,184543.83230109737,149341.84513461147,21670.44933189765,194783.75244335405,201105.11435061065
188984.88924110765,21670.44933248167,21670.449332073124,161149.67637827087,21670.449331853342,186218.77603938527,150587.8396068176,198829.2654764839,158841.45558053046,21670.449331951742,194084.21496443043,203593.0180002599
195457.3959550788,21670.449331405467,21670.449332069227,152964.87787627592,139786.51290582863,21670.449331721025,21670.44933192143,199061.31128352537,148549.90964876718,21670.44933200676,191448.45903492664,201679.0976938641
191981.3022682634,74846.5127534757,144647.86678792138,153378.75951080857,148835.98499053982,183478.04882629085,149085.72582399237,193989.33379542205,148503.5779672359,21670.44933212365,180229.0299791688,194927.0300237041
161011.03865550036,21670.449331310687,116416.67785857656,154942.6859780631,179052.1775152271,144097.45681912045,186746.95828086327,196133.1620720524,145499.7356772431,124660.95387610116,158896.20707597976,200867.5842249844
190892.21548599025,21670.44933114006,148273.18023424278,145440.31770934112,31854.362555079813,151984.93146056603,21670.449332044576,189131.0033940877,156872.23659459112,117342.44682261642,153407.55633821536,197568.87107452963
158968.70040978683,21670.449331357217,21670.449330225667,155595.56404668497,21670.449332371783,183586.5453048165,150064.65591646545,193275.21836512504,147496.60292307343,149589.28960739038,165219.2619607046,196161.8297635863
186175.8414352736,21670.449330889573,146478.76175758027,145829.12691288002,21670.449332398744,154628.8797909534,21670.44932598952,191336.8916759672,158399.58639617605,21670.449332372285,165094.0846289272,200896.45494779944
159676.8613385058,91372.60205582726,21670.4493321058,168530.5909727968,158132.4012128748,147071.33048890883,178560.91954137158,187616.9232493132,155882.09714248157,21670.449332339333,191887.5425633083,198514.8000412027
190981.38086661548,138688.9019505029,21670.449332035976,150648.31950388072,139676.8638631903,136671.9886560729,173342.49222781253,194915.5516049403,182192.8631953268,21670.449332260265,196931.8772826208,201088.47817662547
185735.9918960849,143171.10748321985,21670.449332083284,183326.02675690863,158162.66959856887,142526.86620152762,155160.40702462048,197425.17007429048,158461.7999969211,21670.449332391803,171904.73981970552,197796.6104453748
193715.2852028846,21670.449332172542,21670.44933201423,156991.7138302499,160343.03795048513,21670.44933178861,134604.52519921467,196618.9088838042,149717.09664204303,21670.44933234327,166147.9334026901,198862.20864402645
195911.55762360911,142108.38021746333,21670.4493320504,184711.4287151991,184274.222334449,152438.21735336282,151439.19596470814,197555.7014298589,158001.58382892355,21670.44933250136,186581.84421088343,196559.1195094636
186279.1328305099,132666.7007459827,92991.92865988374,154213.54719753648,195837.9267332953,146309.26081970212,148690.6857453356,194541.43938506464,185222.96158225968,21670.44933239098,142069.46276617772,197989.4089735297
200186.1432319345,21670.449332075445,21670.44933207612,137030.51706060814,186361.64669082337,184622.26927422915,137912.5106217815,198297.0422901861,145597.57348150335,21670.449332541288,172308.54621705532,201184.39576525145
196091.37624638216,21670.44933153581,83533.4804701843,162809.62262673225,159671.66397666317,180529.5632248073,160602.95804511444,199205.3921269109,143344.45119497422,126533.51257812131,165628.72253698547,195450.93957419504
200054.62030159845,21670.44933200132,136507.06038351834,177311.81517094377,131584.41306207026,171000.08489005308,21670.449331502303,190056.72301473192,159630.76929231567,21670.449331845623,173770.69896653225,199879.29527302965
195908.8918714197,22249.631401540544,135318.6931658346,190550.2773045332,178747.91916782348,190050.9176802637,123330.61551075552,198061.94186881464,146117.88752381338,21670.449332201533,180428.4925600712,199447.6653868568
195824.1318784929,21764.59477081672,21670.449331160537,185264.1151225997,160058.33500032328,168355.1020125686,142363.1239333364,193550.5605050587,147450.75757028296,156748.09898450645,164245.594019411,199420.6429145208
199005.9202939395,21670.44933215236,21670.44933223357,190164.6032080948,148633.14495390523,186608.41038687187,139590.86343561954,201967.8880243025,153222.51910045493,21670.449331820982,152902.96849921794,193300.45757586832
196824.1039885243,21670.44933199666,21670.44933222732,187116.6257439892,156282.14145029202,193775.92877495804,185410.59552680296,163071.30549318998,186467.3089220572,152853.04830011402,186689.8245606018,197852.84118503472
201555.6238603285,21670.44933194094,143392.40487181052,173773.70891092878,188281.9326419533,181785.08938685936,21670.44933238595,199257.53356294104,156080.11509169632,143513.5755637316,183733.0835116029,204682.40499390164
198137.63145188952,21670.44933185936,21491.434017588414,188608.38057227488,188577.12006018028,198412.01575106915,136579.64632721432,199198.15037980865,181009.9010079266,21670.44933177548,179346.7650816231,201255.69010743705
197356.70351564023,21670.44933192601,21670.44933213297,190882.1493584377,199540.1299170228,186005.35373828423,134832.66292384954,198131.0110807467,151998.8535590371,21670.44933196962,147664.41632427767,195342.81282910565
198271.7593842996,140660.59589704446,21670.449332057684,181719.8397219529,199488.45243386243,198449.78802250308,21670.449331923646,196736.6033127991,157484.1798642485,21670.44933182904,153957.77681816497,200111.63403418515
196993.16190437137,21670.449332146105,103141.92213759504,193437.50080927723,194306.6601775629,198773.0803065597,140592.14151028142,193457.27382730923,184968.24794392724,21670.449332012955,187940.01587860548,197988.1588522073
197526.9337219853,21670.44933215158,21670.449332194537,186907.84691216625,202079.6237016252,200728.40413122647,134298.72366246,201008.2264177292,181947.1600802125,21670.44933196973,181133.8902511824,192445.67365760036
