Rise-Time_Kurtosis,Rise-Time_Kurtosis.1,Rise-Time_Kurtosis.2,Rise-Time_Kurtosis.3,Rise-Time_Kurtosis.4,Rise-Time_Kurtosis.5,Rise-Time_Kurtosis.6,Rise-Time_Kurtosis.7,Rise-Time_Kurtosis.8,Rise-Time_Kurtosis.9,Rise-Time_Kurtosis.10,Rise-Time_Kurtosis
42.25414776235554,80.76965924295155,25.719640468557536,37.83103494689629,94.18518124154672,23.24461752167189,30.715269468395647,9.656229249201628,50.70871212146046,112.8863408343841,61.841206124724735,6.066940209327694
14.179084877684936,45.906621115067225,108.7763903939335,38.27848766270788,134.9754435948391,91.42559207141336,48.23446968764246,4.689679520921005,54.59610624781723,144.09415458434398,87.29108070777758,13.93167684667194
11.65102565661582,131.1821413309665,187.58914471704043,54.587926941427575,91.0621103279715,217.9979040620948,41.09047120791013,55.68052779091003,101.63462370387066,147.12059986193984,103.0031376277891,51.33440542300357
27.96333736562788,217.9979040623452,212.72104125775493,48.58654701905769,163.5816079676392,103.19853954489102,117.42584049327984,27.16761585014502,88.0753095269355,217.99790406371065,120.56621496880987,39.11431545126569
6.475619534976969,115.84732001357844,101.333098090416,76.78361108841386,217.86657190103824,208.2413163503077,121.14870635503516,32.9449440594192,88.8920361307842,49.47084428501287,94.18449812274356,10.049772343196752
1.136161880389298,217.9979040618105,111.36826692041652,93.093156005293,216.917073412446,79.789904070347,217.99796053985744,172.7847065242454,93.87968116717452,124.08961073827452,217.9979040618724,27.54032055981572
4.203964998926691,217.99790406181057,217.99790406200847,52.15461766244756,217.99790406197977,110.63092165140868,58.62563806811498,97.73661155092172,11.025199331145233,217.99790406220328,0.7783057504629451,79.86654369800635
26.927111709783865,217.99790602063985,128.9480304107103,67.43187025063717,202.6024193576405,65.09172509547922,134.1757818202529,69.41254702225639,217.9979040619153,217.99790406220328,120.4564557422024,30.191770807321056
45.29481654649991,217.99790406179605,98.01421165204692,66.46107241490782,217.99827302320057,103.19333439415968,185.5129748196684,83.00047569395842,209.62682583816243,166.8166841286165,5.751932092472947,27.88210491823709
20.952200775281224,217.997904061796,155.94809713138284,70.78033570070095,63.61233200283812,40.22503874249378,217.9979040618558,149.13859020960098,128.26881292244246,217.9979040616275,1.933890807307498,28.34311514806518
