Energy_P8,Energy_P8.1,Energy_P8.2,Energy_P8.3,Energy_P8.4,Energy_P8.5,Energy_P8.6,Energy_P8.7,Energy_P8.8,Energy_P8.9,Energy_P8.10,Energy_P8
187658.2138949018,187938.4279633931,168803.23607317486,162378.8066777694,164139.02438341433,193320.4683782442,165081.30322925592,193488.5269121211,161819.17790738278,160954.37004932464,164665.13894997162,169194.93522846
178355.6554801363,159472.52547630476,155460.65092593167,187122.78528663729,153592.03016262766,187263.09653344107,168804.49084427004,162105.89887817297,151988.79647566887,155984.84988719987,187087.6611812721,198645.14607567457
196407.23631441445,157999.72507555492,147666.10737265548,193664.9097701169,157885.97252071078,28331.55129569917,161711.60187535005,162481.15463718935,154589.60727379282,153804.4288467336,158626.2715151227,174508.197754132
201389.6027811287,28331.55129566788,152185.10521555782,164285.07281160206,157789.4123092138,156618.72569401807,159066.57315138428,187223.5270433508,156820.5866812433,28331.551295570127,148718.7572780992,204036.9527204432
191905.7964937421,153871.83985223406,146689.7191546216,157751.68123650784,67340.92587982825,135227.59215983094,153105.26242354466,198963.5215995444,152576.62110954514,158040.066117513,157885.64380849322,187026.77097307192
199227.4273850682,28331.55129570763,153317.38095172882,160472.36445161578,153448.30387155767,156487.32240729526,28331.0988220436,192676.1137400064,155783.30302042232,161712.9841774491,28331.55129563118,196901.64189041744
200834.175006046,28331.551295690457,28331.551295695022,161480.0397625775,28331.55129561105,158403.24442202144,163878.25293563088,164084.78157024004,161414.99288279907,28331.55129662378,159006.46839376894,197379.40245977716
198990.26620716203,28331.24381624153,156447.32740114754,161595.84538407344,144392.21999564968,187059.27748435448,46832.00412368325,160482.50990727282,28331.551295654128,28331.55129567404,155885.87924014952,195159.0051525221
199622.1838413317,28331.551295841185,161508.1679653442,162525.79340297446,30842.67561573709,153780.76273216048,130448.15073179489,159463.55413938983,115288.12425826104,150904.82572762002,194635.95194716545,195470.28251549797
199396.6214886389,28331.55129559167,155661.18854508433,187005.6649817025,157845.64657522,179405.39562832928,28331.551295604822,163230.2256277171,160129.02299968098,28331.551295601363,195351.4570984026,194717.87755095496
192906.798535726,28331.551295586178,28331.551295545225,179936.99083132317,153582.89656879404,188944.58476503883,151722.8213582731,198652.1051977888,171436.6352461837,154160.81416299936,189762.42723737928,196744.686131386
187441.1356642002,28331.551295639834,157755.2143890662,161032.11843603404,164171.27530804824,189157.49846751703,151683.42170731802,199624.57141769308,160765.72360630028,28331.551295683083,183957.13612733665,199490.76928107493
192826.9961047586,151839.97341098718,152137.4927092263,147194.93186819908,159102.5407394409,169603.27268017104,161071.55552006038,198328.0765901682,152516.85844045287,136844.42961420023,175307.040935922,201099.38295366004
187248.0820888781,28331.55129568755,162457.71859024803,187485.86057406067,187342.2051224952,186829.941574636,145327.4765090013,197473.366345882,151403.74602767464,154923.04140604357,194724.22604388423,196796.83927084669
187105.0497571652,158741.91019053495,160288.04667683278,153500.20734880414,149961.52314552804,195559.9333477716,154267.20313288804,197622.7346392996,159327.0641552999,28331.551296295056,193565.40493011152,193381.9522565253
195408.5706289009,28331.55129583331,34403.83090010105,156696.01897154906,28331.04487482889,156329.1796850455,28331.551295621623,198759.5466880696,152580.7880939029,28331.551295986374,188367.91997520928,195434.5308779523
190886.5677091794,28331.55129581693,28331.551295690355,151329.57784142438,154551.80000934616,157584.5935587998,28331.551295504312,183211.03299781148,157700.5090040938,28331.551295787744,192500.0576461193,199319.55020881456
186534.2202490781,28331.551295655216,28331.55129584292,162926.49692933232,28331.551295598714,174428.2926564085,153424.17159769303,197058.95018495995,159829.031130824,28331.55129553321,193950.6406530436,199573.5355903522
197171.9929335392,28331.5512957488,28331.55129483876,160451.50048772804,150420.09788779184,28331.55129552489,28331.55129566205,197755.7984084053,159873.90897614992,28331.551295565863,163831.2103966959,200807.66778881583
185459.7607804777,126603.9579641234,154496.9630027627,154704.63240364904,167862.53179192357,157365.3777802648,157179.7043432343,195144.3647750241,154042.42038377744,28331.551295133577,168338.64898317974,199367.07261131276
155047.8686046727,28331.551295742105,106562.03184364329,161887.17598635898,166716.12365713218,155546.78120113714,187196.2497841489,197767.54140610687,154052.17481931116,148143.69354125444,181175.3450551014,201836.96505647505
191390.52834838096,28331.551295400302,154110.96299971108,157724.08340228518,178723.39750632312,158426.1870506149,28331.551295620404,196782.3307882964,161002.54248299875,134508.8186842321,158855.47831293437,197405.9396630129
164412.0358199051,28331.55129578577,28331.55129570758,157697.66374065526,28331.55129575172,187042.6451943814,157308.8965420481,189401.0832694876,154816.4164805093,155511.7761384117,187107.49966986213,197345.3522060025
186941.10465542885,28331.55129577226,156374.5637458861,153627.15484697436,28331.55129572084,152765.20401741867,28331.551295590303,198707.9047788157,181213.077421982,28331.55129570272,151287.36960849032,200837.4205858825
164681.09833775042,119500.5808240115,28331.55129565448,158558.72114046736,159914.03031153284,153704.59747736316,169036.90193916857,188081.7349234385,151142.05608553873,28331.55129558577,186692.87148891413,196266.39629695
182150.74334488384,157202.9789264004,28331.551295608875,156226.4818134629,151758.44433937405,156896.7037972973,160643.9034691689,194412.9471450743,180952.26358743064,28331.55129563784,197432.90017150927,198689.8988807048
185112.42979092887,154238.18903225672,28331.551295636247,163672.06351136015,159730.76026270163,153757.2538452879,161477.71365762656,198672.08664706067,162454.65182331632,28331.55129563637,186501.3586707016,198930.06744361616
186856.39974892,28331.55129561231,28331.551295669084,160896.4891506596,161838.55616788717,28331.5512956534,153058.70716283505,198547.50815300847,157525.45338508574,28331.55129557894,168228.57743897047,197429.41114831844
187402.82957565496,130773.79459922091,28331.551295702626,172885.2578062266,186730.55011502904,157231.57196876188,157574.61863975733,191693.3953403723,160581.4994369257,28331.551295679987,187267.33299283707,199417.2250894277
196022.12399597312,153786.0658972373,121524.06206587846,165447.63351524004,187062.7182310488,138520.46452551425,155370.79888492127,190447.4282755713,159941.6727849967,28331.55129569187,153676.07440988495,196444.2144493422
201924.68747640605,28331.55129567164,28331.55129558674,155148.89063840907,187250.09240230784,164963.17586308974,137317.16749581366,197446.6392707025,161090.92584305312,28331.55129564544,175841.84409761275,202049.3012106944
194424.3861586472,28331.55129559408,83915.58909858877,162493.7957993554,160359.07678998343,186482.6212262724,164123.65633250604,198213.67432791105,155078.9614945998,145049.5088631816,161756.07947993765,197728.4141398469
197807.2367709141,28331.551295688576,146570.18981636642,164039.5364578456,123454.848934188,153826.87509040366,28331.55129561184,194008.87014595515,161413.4355569795,28331.55129568507,162213.74620885815,200602.92536203115
196080.39769522188,29774.82326451707,151027.6098075498,183912.3676960603,145496.92020048946,184388.7236645354,142946.67116380215,198820.4388059783,155543.55604227967,28331.55129567637,162533.36984051892,200387.4376978377
195463.74917656963,28404.74553180248,28331.551295562665,185173.196486822,162305.9109002411,173230.60948192744,154012.92355615585,195371.50187972985,154417.09050482864,160423.36747829898,162361.45757832448,199186.2830010437
199028.3056446812,28331.551295641235,28331.551295814425,198829.9499252706,157053.70602797435,187331.2913856657,152115.49925032287,194095.67953442945,159742.81480968793,28331.55129557539,154741.46703910068,196626.8885373212
196525.055559326,28331.551295695182,28331.551295673744,180731.9756053946,166678.0381041056,187704.7177287296,155889.44705362135,159691.971623539,187119.1663482937,150353.74238903544,178086.08594566362,195942.58363992075
198825.4277698841,28331.55129565289,154085.4903628757,166532.2734123134,190321.77519616563,169858.64940668267,28331.551295568184,187088.55106765305,154736.16269640325,154021.46669043886,175873.68242207431,205877.618271576
200601.8752078539,28331.55129559341,28099.58386697767,196458.4523897611,186026.92305672893,198920.497428534,149999.805024731,198784.02653523823,166586.06940734095,28331.55129566944,167775.76906251587,199098.92364089307
