Energy_Mean,Energy_Mean.1,Energy_Mean.2,Energy_Mean.3,Energy_Mean.4,Energy_Mean.5,Energy_Mean.6,Energy_Mean.7,Energy_Mean.8,Energy_Mean.9,Energy_Mean.10,Energy_Mean
66842.16778297734,98465.98392473187,153773.62184282986,73555.42068903687,1399.2254826184133,13834.214617658148,123190.18040534788,11404.551444818202,54287.2319731532,5903.089983668131,65004.2709959361,106435.62835295904
26203.417419249286,32830.9181966381,88.27198221054236,6247.501853596932,238.97115947993828,188878.5213767129,3470.182355732434,23430.77880334088,554.7212164647698,1049.193204276466,23710.735970020945,22472.092819423364
59228.758026723415,460.7717210623457,461.0540348530628,9122.787535102983,1168.5499920311497,217.88981601172537,5608.0827031030685,3362.7234482898825,678.2715738202992,748.9818662539451,11933.21753412954,7828.745986297614
68533.54442415938,2.579282240761396,310.11408164649805,6007.252097582285,3967.565938016569,106885.76779470388,49357.01370056914,72369.83617883657,312.1279503716415,232.4336296126772,282.890338488002,52579.50529632805
91269.30836351831,4.174739910212045,1042.236334833768,2816.926860686449,771.0641147215855,259.9051779370312,197.62420319506427,2717.8883655148256,313.0360799712061,239.4048316889996,2059.5221186291287,50735.59602430292
46295.12789787653,2.1460340009636907,108.4091751929121,1123.5040566418631,153.44452972971973,1811.14105075207,48.03651284962329,548.5312530701084,1090.8477245090223,1083.1021171491968,25.48911243995304,58981.312337529234
43112.25917053473,2.1460340009636925,23.86587114110008,18571.18634255951,40.06621922750702,39.15418699722682,1902.746942702276,2399.462583834116,2023.4904279827829,80.73543068583226,32508.10808698484,34628.919668983865
29992.2621100773,1.6592177405714317,695.2104235199628,4072.934129098061,5064.733741801306,40270.2911960624,43.424894363733046,28127.0091473127,71.32645713012144,80.73543068583231,673.4641069690275,22104.964009312986
37068.1618700808,1.6591256459263752,164.74978231534013,68355.00009287833,2174.7280925506416,405.79143746615006,177.7936374432899,358.60465391478533,100.39618186275388,154.52979977505274,2524.3533882287625,20817.377887175837
46445.25401760453,1.6591256459263766,51.04574285132716,51801.57014450194,526.4910815713117,1454.5117722541513,159.81629818385116,126.5421165561937,30.95751422775467,102.98134634196904,2248.565863205078,18042.38209213307
26430.70892087757,1.9171298245442168,118.1025835560874,159856.81336373332,78.16852913521346,7385.890278064026,324.6209589503141,3535.7919275272416,14061.673548568344,251.63970732198405,1247.10433071746,17151.666124121042
42330.00961510813,1.9171298245442192,929.4977634059704,463.515087322542,1896.0605047971185,347.37459168970656,534.6907802436635,202.99946865953245,429.8663881317975,186.275602686368,783.8061169072466,16411.413675603108
983.3676247428932,5.271217517273604,35.30555757048428,46.53590647025613,43.119000524871545,3412.664861659935,157905.76503127997,819.4214430013324,21486.062679642186,113.09186401177932,806.7952934783668,20086.618032321006
2737.950326509246,2.1231286089736607,43.47910133293181,57775.09703025228,136.32352820246513,1760.1147689184254,76.93640899108145,1258.0535552154088,21582.927586496167,64.75059586334208,1814.729787971473,22137.21446976079
1761.1359806812384,414.3961943908494,91.02967140051476,1152.5095011123285,16.53082477438812,1637.467015622085,441.4883059124966,277.5809532217441,4434.293753466374,14.701589614275976,1366.2615271123334,11568.447387745671
217.48764977096243,32.60988035968356,1.0794667757783905,3870.098113518027,9.163262431334031,400.52282135730826,1021.9495166451572,5580.708253958761,361.033195327718,14.70158961427599,4939.093001361796,12935.27847831943
461.5419211303384,32.60988035968339,1.0772886835641518,112060.21332628337,5.505844757016704,1185.685772802593,1021.9495166451572,716.3622384551358,90.9127488156725,14.701589614275967,1708.962370588129,10522.594392117546
2066.787495650193,32.609880359683444,1.077288683564151,56453.35718124855,1.736518167315644,766.8821084359997,4871.241933749945,135.60678260884964,1725.491130337799,14.701589614276095,3825.168357995903,10271.260271360929
