Energy_P9,Energy_P9.1,Energy_P9.2,Energy_P9.3,Energy_P9.4,Energy_P9.5,Energy_P9.6,Energy_P9.7,Energy_P9.8,Energy_P9.9,Energy_P9.10,Energy_P9
0.5080909157479878,0.6110590214329422,0.4573521675440321,0.3596590209963056,0.3149707882127183,0.4653350194721297,0.2216445899077873,0.5843061671849239,0.3314338080317258,0.1366462723670982,0.2052584260002162,0.4716477999384008
0.3482042613736435,0.1563719206633466,0.0828594445527671,0.4416145364694328,0.0773765748842648,0.4359794632889645,0.2752559839706717,0.1940617977707663,0.3140009942395834,0.0931894954743203,0.372191671238923,0.733529050829274
0.6736209244838686,0.0872313690238714,0.0649579567596785,0.4879439281643483,0.1168367206679452,0.1683765875166079,0.3202032498954207,0.2110629454348482,0.0810511665983828,0.0774592774034834,0.1397273947402822,0.3327899168400792
0.5761246915382783,0.168376587516766,0.0729949738145022,0.2667814242417783,0.1019627770515773,0.0964813305190417,0.1040342163075636,0.5042837197680986,0.0910416468049445,0.1683765875173625,0.0670511350504432,0.7273066093386924
0.4288521873304955,0.0776566210705993,0.0649320957100353,0.1207345184974734,0.074677306744634,0.0562276116622973,0.0754614047689951,0.744864739280913,0.0721627440369783,0.1223479429027819,0.1236335837561412,0.5968399082331832
0.6764003864129824,0.1683765875164364,0.076063668867938,0.2700071886721391,0.0764117353760529,0.1009593509230194,0.1683751197697676,0.1132964122890002,0.0906195102024429,0.1980785463725964,0.1683765875170005,0.7170765272012395
0.6235183630922966,0.168376587516539,0.1683765875166313,0.1664174886183126,0.1683765875171215,0.1358572609545037,0.2104190839832603,0.1233558803019556,0.1438394244041609,0.1683765875111752,0.411636466390652,0.6902002632694372
0.6140924081474742,0.1683755901021723,0.0864399740891844,0.1928946705159498,0.0640058676203644,0.4238914853157552,0.103574983234799,0.27495056710852,0.1683765875168621,0.1683765875167528,0.0842144182834198,0.6531882401472237
0.6264226066247855,0.1683765875156118,0.1062536866951267,0.1741946879735894,0.1548538916112558,0.0775217575327536,0.0549464730583596,0.1513167752689277,0.054187362296793,0.0704485661424446,0.4907652583637781,0.7025243872385498
0.6296574729383007,0.1683765875170696,0.0836323641369006,0.5282683168216331,0.0995191645127708,0.3352146696124201,0.1683765875171598,0.3083801570961497,0.1266208049309425,0.1683765875171756,0.6750810873934281,0.7136890694237074
0.6106006996102499,0.168376587517234,0.1683765875175103,0.2669362872628898,0.0764435449062453,0.4798156530820974,0.0721146536838047,0.7497148302754562,0.5062085523928016,0.0785990638380237,0.6689671429068922,0.7163884394894232
0.5670571147126776,0.1683765875169176,0.1214425287743379,0.1287641129110952,0.2517545323121323,0.5977903155337784,0.0721633683820426,0.5815330665897738,0.1853777131845032,0.1683765875167004,0.58224523512135,0.7423733008334116
0.5658006988582974,0.0722986215197111,0.0736544183988553,0.0671928208047379,0.1485549828931057,0.3874515325200184,0.1912530518726651,0.7351668443732242,0.4516436374420705,0.0575319576846669,0.4722744238275615,0.6958270052728884
