Amplitude_P13,Amplitude_P13.1,Amplitude_P13.2,Amplitude_P13.3,Amplitude_P13.4,Amplitude_P13.5,Amplitude_P13.6,Amplitude_P13.7,Amplitude_P13.8,Amplitude_P13.9,Amplitude_P13.10,Amplitude_P13
0.1073011220990525,0.1181123243877369,0.1397600897166967,0.1407398658394721,0.0352381093190345,0.1097130822241781,0.0975809916088335,0.1140243259441038,0.0673306982881484,0.0303454498631044,0.0743046189022841,0.15379463629157
0.1122354754247764,0.061219279105555,0.0107426133911866,0.066080634127758,0.0176552885708732,0.0819548862136546,0.0807978231064165,0.1132366877597333,0.0575152130121625,0.0161961973025151,0.0742510369673318,0.1161635237497312
0.1617651765727351,0.0121177851318722,0.0135244888164074,0.1040058924022315,0.0272928854784511,0.0098048776263631,0.061847346737376,0.0668329100012463,0.0172734636891241,0.0096300624102284,0.0180710442322302,0.1001787815756962
0.1413027760248449,0.0031557741131212,0.0048198179391806,0.0609504221542056,0.017495135205575,0.0416134457037701,0.0228731360007356,0.082558296341131,0.0206564044874454,0.0048065664803865,0.004137937632478,0.1246632045924778
0.1715822440759437,0.0036357532034217,0.0177700382734884,0.0292063839824251,0.01095129521997,0.0080998803469256,0.0134403102765438,0.0502614060668577,0.020472745161186,0.0177560307567105,0.0073686198090982,0.1459848389115221
0.1094896496344886,0.0035346387410173,0.003144152618229,0.0443112347134849,0.0093699059156332,0.0429707738646856,0.0062204269632242,0.0199884125639487,0.0328998244782171,0.0236187951517065,0.0034264716836792,0.1043471010719476
0.1239904406630484,0.0035346387410205,0.0016699000431281,0.0630639589281881,0.0052696826785241,0.0185209899352803,0.034389302449509,0.0430659068830846,0.0585310955116863,0.0016282544456561,0.077160733887037,0.0700450984952443
0.1683218861859712,0.0035030227066196,0.006284384791744,0.0567813804097214,0.0132973953792748,0.0744732288678682,0.0043671688420962,0.0718917365578133,0.0104902420433078,0.001628254445664,0.0095958396596538,0.0691990463683665
0.1565658292428876,0.0035029073489093,0.0045652196541792,0.0800906731715762,0.007074539197217,0.0087788092086883,0.0044922830313005,0.0217618019626515,0.0100771892315789,0.0010654909335349,0.1519286863765619,0.0591733766205112
0.1117260224740514,0.0035029073489084,0.0038472275091915,0.0766963226894935,0.0145440062957663,0.05672534558602,0.0064396694553564,0.0206818092692654,0.0072128954276613,0.0008571797329804,0.1672415034385002,0.0597509205091743
0.1493974180293522,0.0035736881868989,0.0087817461312557,0.1283542979619874,0.0065473465397174,0.1056517192244726,0.0046442657033529,0.079899591137459,0.0392599195002462,0.0023116992359235,0.1469675043245768,0.0644488159364702
0.1649659753288947,0.0035736881868958,0.039371297715654,0.0203625103564335,0.0509967107734785,0.1058480496158679,0.0248916391003283,0.0302554448140789,0.0199270738493881,0.0032163240395772,0.1124077474503568,0.0637821716249915
0.0579152253612024,0.0058111423194886,0.0120826752637356,0.0078408538171951,0.0125927850239767,0.0382984885127586,0.0557875543195439,0.0386415821672236,0.0648618535820036,0.003852642360767,0.0897912792698513,0.0706626859926666
