RMS_P8,RMS_P8.1,RMS_P8.2,RMS_P8.3,RMS_P8.4,RMS_P8.5,RMS_P8.6,RMS_P8.7,RMS_P8.8,RMS_P8.9,RMS_P8.10,RMS_P8
166187.96601592738,184464.45609108065,180553.3539608416,182811.63388505488,175468.2494345939,189936.11322610188,171113.9811338624,169678.65708056992,184975.325901903,161885.39343497032,163742.98126768094,201032.43445698527
176966.97459241835,145889.75946278957,75370.83833794821,201179.0730892674,143431.60665324813,179785.28282988875,163943.19783325668,182869.7950139902,151822.76049490913,143494.9113546342,179847.54148443314,195902.56817957983
178980.23112918902,134943.6474363038,147459.88697751093,177971.58709726224,131853.88517476467,19835.82537764311,160270.38424664488,186607.31623357887,139293.28131863585,137446.40121929516,146710.8202812342,179475.79960713763
198928.26775178744,19835.82567193622,116686.0425485716,159182.53187893773,147777.88417176588,134576.12795517582,154212.7136435497,200209.9670044956,141622.30190399697,19835.82565504384,132107.89531938877,193546.72924518675
189805.0142860332,127852.47123111835,139661.99976901233,143269.93474921884,76154.20474568727,140246.6191858175,136016.10996792192,198724.3831895897,145302.3738344374,151004.6252050892,148289.84579089956,188616.758504579
196914.7875615256,19835.82571625029,113042.40329490793,151043.93686730062,135408.1463562069,150518.62343674418,19835.651606029573,190862.3018710451,140347.35666745502,151518.7800142278,19835.82556547316,197933.1915285835
199004.8079567944,19835.825716254338,19835.82557107146,160760.73621382713,19835.825581219888,147944.5458713158,158486.92958433734,204105.81969956955,158378.4641646864,19835.825381339186,176770.79679533988,200364.01513485404
194445.32556005853,19835.619239180403,137542.6752541988,156202.36933908303,148365.23449558526,186195.23487666305,144553.28986587017,191007.47344965697,19835.82554711903,19835.82538171891,141072.4852918709,196937.9483779502
192481.03708799928,19835.82572637129,132582.45514473488,158971.63803001432,29206.130076002926,141341.91276031802,119743.43579838172,154798.7318118469,99304.14534564417,130384.8005550538,190850.142480984,193485.63770401475
201064.6019000264,19835.825726327963,130909.57540502676,166734.8354299869,138456.30585074236,159236.31300888426,19835.82416368327,178432.32215937498,138757.15694962678,19835.8245300051,188892.1108635622,199818.6361520089
181899.3866986009,19835.82562625776,19835.825675140622,148688.64932424657,146990.7756760755,195755.0771529949,127273.00966092631,191048.81247464503,143937.5123880067,134860.65910441728,187119.60407496715,196758.97617705696
185891.24889991665,19835.82562633857,148286.96082821142,149793.88397868196,159115.6090527014,193833.8019593631,134492.8765750474,197514.92627465137,152280.50742333982,19835.82517037741,183072.65476997383,196871.64481521412
174234.45882372276,122651.56762585716,150306.9534880997,140585.41705299055,153172.65007817178,195545.3362426772,163922.47298629463,192904.25523529173,152295.5436326662,123884.07909306831,186313.34072810024,191998.79473725965
196262.45962422472,19835.82572260503,157623.01306339723,184423.3063666498,186147.0650980296,185015.23013027068,141180.3723631462,201860.3607282884,199355.9337756229,139787.3250424767,198818.1331788192,195534.7194992228
187390.8816511697,106393.88904545564,153099.90523634906,127972.9732230461,127307.29376138444,187110.2172278165,125963.08369136372,197980.6574696277,150647.79824950243,19835.8249845433,192123.9561929332,201081.36041008725
199670.51704073144,19835.82571836783,23580.734340020303,191221.2138391606,19835.426007977218,134306.37589993718,19835.825590246423,195372.5366693204,127207.9226263213,19835.824985558666,195241.5004669248,202694.01784413404
196892.6009783281,19835.82571838118,19835.825630324376,151317.74566320403,135463.98133196495,154617.6129938108,19835.82559020537,187906.4329747202,139013.23954924534,19835.82498947252,194102.1836175294,195291.708157984
188635.7708312022,19835.825718479988,19835.82563021713,155954.75881073627,19835.82570931848,143781.8125462431,146913.80150306722,200993.0778325426,147693.2518466992,19835.82498722428,192925.8048906077,195871.33366869885
202240.6015403948,19835.82571839915,19835.82563041099,156449.6728051327,139846.83497885155,19835.825720830333,19835.82549085892,195786.6787350252,147192.00509358363,19835.824984339022,188174.25767003265,197711.2212858944
190062.2180031261,124778.63608696798,139717.13285416143,151163.36148937195,164966.92441299505,185516.67573313392,148258.85609408974,202147.09750952915,164854.88170504413,19835.824986665408,172974.41085561065,196241.00645521213
160943.0144965196,19835.82572291256,144510.7048476403,159143.5885507074,177091.25823206877,139867.65865469453,184157.68144003145,199536.79453764748,153049.01227713653,114518.9103586917,175738.41321208235,198758.68897133408
198635.1079285248,19835.82572280768,148814.33851986373,139351.49682489972,179374.50983898723,145230.776179208,19835.825242769835,197693.0152836523,153656.50240063784,146868.00701420422,142218.81703811776,200216.84050562492
149631.64967014975,19835.82572312589,19835.825729512257,162537.2103725382,19835.825348655544,192474.45975433284,135661.63613089215,196331.1856639004,144893.5248913173,147278.86377091333,176864.08293677727,201644.5384167049
185867.23164605297,19835.82572270784,110420.319802974,131913.23104759757,19835.825348601687,149556.8061759835,19835.82572826228,192137.09305408184,185974.56636638087,19835.823723769867,169316.1730900709,198293.96095252383
156462.31348432504,126543.4960671758,19835.82494577013,186500.11836812843,160839.75668761058,143214.5921138115,184436.27271188423,189485.94520819368,151652.56627920843,19835.82372378987,182203.49890817128,196589.33837205308
193602.5350545518,126747.17291833584,19835.824945674944,172429.0722071173,134593.47548354676,126088.26521603804,206420.7797704126,193530.1060840733,182467.6832624878,19835.823723296715,197218.4534976004,196569.361473672
193694.12513414395,136880.01937851266,19835.8249451606,184882.5126863673,144948.10395684993,137307.16959054436,148863.06729851087,196174.4151292904,160288.66989873545,19835.82372279449,176844.34300225563,198639.10577646428
191950.46712108463,19835.825731089302,19835.82494469518,179205.30703440696,156797.5608502051,19835.82564168675,137591.6426588843,191156.0531838264,131182.2800403911,19835.82372279501,152875.05713875906,197297.1255739338
198692.95182668223,136992.98081167057,19835.82494494708,186159.13785453653,150309.53938307057,146534.66762243083,148169.69942197073,194773.0099721869,158531.42889630672,19835.823723493,186010.24705436392,200094.26194782212
195309.5416308173,136794.2885610695,64789.321538941695,153739.69243612522,196261.40814889985,137542.18471579146,148844.85086692884,192709.5005693042,186344.3510902741,19835.82372352794,134039.10305951245,196993.58069869105
198556.4378884455,19835.82571301354,19835.82506299397,127208.6404627637,184775.377864334,187321.1652315823,136837.19679796,193345.9608076736,135737.562290184,19835.823723304275,152745.94759594955,202240.9779757671
198433.41942883964,19835.82571305844,111319.1367640123,178853.50197769498,158562.33751709355,183891.83889894868,158796.30948447651,196432.9507317645,146263.89136762125,95706.61297099148,171819.14707939106,201431.25027178825
197956.17970450447,19835.82571300736,120031.98761223942,187345.61174838955,72955.67608674595,150498.33648668008,19835.825602948808,198491.92843512588,146849.98962915232,19835.82540542065,183845.08690645423,197854.60949636676
197537.57252213804,20551.305261061,115519.893781722,185693.229935802,171064.76249357412,191896.63730567545,97740.24687767186,194077.2885941708,146636.8318293709,19835.82540537736,182747.93888070656,199107.3296631848
193366.3617364716,20794.720804994133,19835.82569582293,192738.4074318044,160241.7993981234,178341.66801127038,136188.41339723612,202620.4320235028,140568.4606757767,152770.40976146417,159782.60364702696,196631.7725542631
195394.3293864528,19835.825508788235,19835.82569014601,186876.14885162207,134439.8418921675,157851.77394787682,126865.9935972724,200321.64003410365,151350.9203440821,19835.82522802021,153264.20915113823,197460.90434092536
197079.00043246945,19835.825508913786,19835.82569003112,180463.6918045985,153656.62430863056,186025.1012718426,185248.2907470707,171352.2779613352,182817.51295214065,150866.34711126544,187298.82204611067,197307.17234755203
199378.2312181622,19835.82550887984,137560.18930085297,178414.55420053194,189386.28233676887,167735.75931566162,19835.825582905632,196095.1455022077,152100.68720502398,137716.12583701086,186543.0482689977,197830.115675894
198062.5246014848,19835.82550881656,19686.361464622,189005.95805694428,185884.8328929046,198752.6324075445,117872.1758481058,197727.6915560188,164115.94251770517,19835.825630987496,180804.3822466932,200353.06469489852
201220.66286151647,19835.825508708243,19835.82568920065,184268.8625466321,200635.17979482864,192905.180720135,141258.73666571768,197496.7115516663,129604.91011409544,19835.82563108292,143620.84467179124,198267.9546891852
200679.95035695308,35747.166244070795,19835.825689289228,188994.8066887745,203958.0307520708,197464.0737837576,19835.82397167018,193868.75675475303,158877.65959058076,19835.82563106065,166595.7298400964,199219.98982382755
197095.5312280641,19835.82551697172,72679.38607327983,193056.8655579144,197174.4210156173,201610.4474560556,134949.26935731663,196661.7666864447,185811.27399240184,19835.82563107827,194185.5271165432,196712.37128586345
196850.87381298887,19835.82551646828,19835.825490796306,187229.1035907258,198432.09506067025,197384.2392450205,132981.17507269006,193997.83560823143,182534.4228715661,19835.825630860647,175926.16044528675,195717.91445040616
195961.98832873435,19835.82551671427,19835.825490870007,186999.9667470001,194380.9025170344,198860.13350761303,136070.0071916108,192996.54358102143,192286.72720830253,19835.82563090593,170347.70993109114,201518.50026808208
199734.36140989352,19835.825516872643,19835.82549078149,193713.91985481663,198394.1492742355,193732.0693458448,19835.82568337917,196810.0183861197,183764.51194852075,19835.82563093405,188912.21830183768,195066.1676862617
197350.2813035981,124405.39912757608,116003.3620641155,186389.8957059506,195827.1854110256,199400.1102307144,123327.22915665271,177537.60582509727,182181.16497011884,119407.64947838114,158238.2558503429,200064.8430648086
192706.60059726023,19835.825676811128,19835.82570413488,192867.6978560077,201776.2316564359,192014.1315765021,141996.52840021535,166427.78869645105,200254.02829874627,32843.29796169359,182734.66153180343,197793.5801966777
196952.2581995434,19835.825676861376,137666.9134005003,179438.66087939823,197028.97517546383,192424.50728018727,19835.82569658699,196931.0175373068,197274.2598470757,136397.75103921513,165784.7696452881,194378.7316333711
194239.16111258048,19835.825678286823,19835.82570899798,198376.2465299724,197741.399695585,192872.80846012672,19835.82569667217,153249.6095023013,191478.2880883425,151503.2118772529,188182.00018550508,196984.36667203848
195036.3514021781,19835.8256769916,19835.82570906801,157030.45524588908,203009.1963933746,154066.76730238702,19835.82569664251,183811.12064433584,186319.0963780112,158529.65396828335,188803.7482718826,194499.07316552533
198272.07823824216,19835.825676967663,19835.82570902094,183104.1382919308,198615.89081706767,189373.75032468903,56465.58709454336,171955.2273415687,190141.2498952609,134002.24748004266,182954.89752487832,196413.28940225148
197914.8181020868,19835.82567711678,19835.82570902216,174293.30442017232,197960.0798204261,185598.7465310176,137776.73279915194,189855.10027777668,137288.83211441137,133795.1538724752,193130.32294604488,196693.54599597843
198727.42739795585,19835.825677147805,134445.06627149033,184115.0729185304,199544.2380987897,193467.75203233416,19835.825301981964,164983.6855272543,186258.925889994,50906.59988827814,195841.6784744816,197985.58502022125
189457.8848973593,19835.825677056942,19835.82540219264,193130.16036635323,196876.695992686,199035.2800912021,19835.82530169872,140898.7665125975,160738.8413394482,136767.02911338574,193365.02832142627,197029.84034593016
196472.16466602305,19835.825677116984,19835.825402107734,203264.05384352143,200290.9368946404,195040.26301387427,129816.99313324188,143270.85125241912,191223.8849554741,19835.825649906463,195430.0863717881,196927.43637166877
198337.51523886755,19835.82567722761,19835.82540222688,196527.60734560792,194610.94291778468,198407.7282567035,19835.825346653462,184592.3423389909,143931.8826070772,19835.82564977485,166012.02997662302,201487.05328969305
199984.4313547132,132577.84981292285,19835.825402139824,196456.06912458088,203610.0799717443,190650.96015981064,28287.994948165488,188475.92649833488,150356.314325762,19835.825648921083,184796.39408526692,197612.92990543137
195772.5194073949,19835.8254831768,19835.825402068163,194422.74440514977,201904.5526822556,194580.8736040754,133156.6057568206,190489.22631159256,156404.7025836587,117271.91133702832,159198.20844959532,199918.70940130216
201653.5274468672,19835.82548240022,19835.82540187024,198742.9380516407,204394.29129182253,196579.7263445961,109776.08167441568,155749.84560133077,112424.01729160226,137365.5378845033,180675.59647600967,196058.08776578488
202143.8665351739,19835.825483851542,151274.4613275396,193047.6000715748,194408.11039640108,199296.58580940508,19835.82569336952,174329.42374832724,159450.93578597056,96425.86673385157,148988.41828771684,194376.27335517405
197134.88131202903,19835.825482800978,19835.825565194504,198559.39464139185,196539.678259571,199239.4681783273,134435.89483978134,161503.0120826675,129935.46156833912,19835.82506982152,159069.89221070148,205583.3879924969
194873.18610214244,19835.825483460794,19835.825565150742,195969.00678581,200774.871070144,197042.03544153096,19835.825679707537,145709.70334924653,146818.6830522851,134885.927431115,176061.43000738823,199582.1923195372
196960.1244798432,19835.825482055523,19835.82556526175,197083.80219089027,196497.7598901592,192371.8657635514,19835.8256599582,145341.2606908375,140295.6651571031,159448.09135025126,169164.1527112049,194877.45004575225
202600.2248771065,19835.82548279649,19835.825565098723,199313.72430683827,197511.64649140625,190906.4560694644,185405.0775551511,131847.14068062932,142933.94119724797,159309.73849562017,172423.72431364458,196611.7656907628
196538.16783513065,19835.825482794,19835.82556520677,193376.6283589457,197743.28507144912,181213.60976094924,144894.9982883847,22093.350694625293,174568.71324537168,31855.36408371436,183170.7013444041,193838.5436971716
202858.7233471897,19835.825483519104,19835.825705402945,194354.3685126995,202455.3025945417,200146.38512158848,183936.5087566033,155130.44220297708,138101.37950394966,138956.50466455595,177714.1750821557,198364.88949825743
189585.8500242984,19835.825482935245,130819.28478246449,188940.58452590893,198941.1761819944,197276.30243658263,157587.5185899429,182580.5992445221,158512.83475368874,19835.82512777084,190831.7660423764,198712.0375735892
197992.38420266056,19835.82548308532,19835.82563131957,186893.5583699134,199284.28514161363,196807.26577802424,181444.63215242515,176008.716239739,138405.02209504755,19835.82512809409,189952.5766938169,200463.9556616849
192367.66075732463,19835.825483145843,151970.4942704269,187187.26444997403,202454.4862650087,192462.7964223745,134472.61392556835,157765.28706981335,137074.0965975883,128468.8443637383,184441.0735407664,195103.0836541048
198318.88986386984,19835.82548269938,139195.3879071756,183347.7790552401,199414.3971091176,199564.7707224872,135354.32573711892,181711.5478102882,165774.6089113105,141753.36220120292,182583.71201332923,194408.8773070196
189321.9891869338,19835.825483337005,136020.47673683503,193008.42656839176,200239.5519727678,187343.255485396,146826.3525213062,165542.02692947836,202456.0098805222,97633.175656848,196514.11798850924,197078.8445441116
196051.72929097264,19835.82548254508,182265.6781427303,200061.5038301377,200665.7269931957,192476.3607068213,133999.85108843565,175197.3928589384,155696.50327245652,159517.26563714352,179178.25883971868,193963.15215211915
191091.470756067,19835.825483094977,181403.989233794,193725.2612472022,200527.76242352507,196001.48746915683,19835.825631792108,170708.01344176714,158203.00100569232,135756.20898510178,180454.5721524348,197066.81418156324
195162.4873664248,19835.82548239092,140584.77979747133,194726.4441053029,196293.71474783143,194885.9403859468,19835.825631370026,158798.59569106158,145967.75659530752,19708.643840492743,176668.69667847143,199232.8142589179
195515.92423593256,19835.82548312766,142673.7701858845,194790.6485071588,200090.35906138888,199769.47357708792,147194.81892142413,183974.44883708205,153384.52384232133,19835.640103725746,176806.9711573049,200506.2704490492
191687.5942631144,19835.825482595654,136331.4355140098,194014.78939176144,194297.8841894912,194926.1635296032,93759.79349938364,143204.05945653745,161831.61679623215,135340.60489058276,165484.8322483586,203968.275517404
196188.16821817707,19835.82548334009,137978.4276421056,182974.1564530895,195840.9256199009,197161.5338798214,124108.51008127951,193588.194057306,138243.64569317314,185261.4111091832,155677.7432290622,197881.12597408684
200069.01535414628,19835.82548254856,19835.825561002315,179868.0811900045,198062.98554877387,185528.58698051496,162216.9542161524,179746.92635408926,181782.8296822045,162441.37081131618,195493.2606325361,196534.40326526668
195313.28879472995,19835.82548247502,144384.05778993896,154004.69736072398,199490.8662145427,154537.81229503595,157044.74848442865,152896.39663952417,190003.0640142469,131673.14905564967,160479.4049206052,198419.77484515053
193361.5398077568,19835.8254827739,185552.96590865328,158490.7225559104,200428.5562249452,188689.6829658844,149094.59356252188,141861.32164853846,191444.70200857028,19835.825211569496,187585.5403821793,195231.94958910943
193607.4172808548,19835.82548288149,139308.2061377429,183263.98411168152,199114.69027677,183458.60431859744,92023.29573852805,180982.0693158812,180802.21965743465,162782.67415037172,192443.2269322331,198031.4894501792
195329.27675910864,19835.825483087174,19835.82572425193,201035.68411413563,197708.1618515797,125867.1855779084,170891.44959373545,189824.0775835913,191136.80668845275,19835.8254445441,138188.6661635571,194901.7161935208
197757.11379133104,19835.82548287527,19835.82572421876,175732.26185855278,193640.8893558336,160060.26233323585,19835.825571440662,197425.03198470583,187097.08418235625,137025.7518969972,148580.79957352707,199348.07671133985
197136.3563490341,19835.82548281601,137013.91750618376,175853.795336921,194055.2811394453,189207.4441433616,137135.2848842642,203352.74772731867,192687.89077292057,126939.03270553851,142118.61196042216,197241.0399843689
197967.21318895184,19835.825482749504,19835.825712489568,161158.60056642912,199010.06799267075,142493.99478105706,141838.78569097898,195532.15268037305,195687.9525810081,144061.08072020955,164254.82223460334,199951.97042359688
196605.43115727176,19835.825482794826,138008.7028440903,188337.2404668437,196448.9904918962,187957.3597587185,143496.13165381213,196984.3420063696,187321.7989503269,82851.60223091424,190014.3260762192,198191.33637455743
197766.22941801223,19835.82548277253,146756.627660324,195081.58588549605,196346.12001650504,179875.26339013054,19835.82514111305,194527.19561410163,199926.49349002828,139269.23529942037,151069.35454590592,199321.82253973684
