Rise-Time_Variance,Rise-Time_Variance.1,Rise-Time_Variance.2,Rise-Time_Variance.3,Rise-Time_Variance.4,Rise-Time_Variance.5,Rise-Time_Variance.6,Rise-Time_Variance.7,Rise-Time_Variance.8,Rise-Time_Variance.9,Rise-Time_Variance.10,Rise-Time_Variance
0.4128424986836277,8.00483093516701,0.3110197392676752,0.3542465130996286,0.2562998341999797,0.8790775134875944,0.1462785431096336,0.1317058633095255,0.4082529880127204,0.2436400252274132,0.0621116869618112,0.2843744505378429
0.0987295517849715,0.0230043327971626,0.0653748685416262,0.1149742232356719,0.0357775625178649,0.1149678086938954,0.1412134381594197,2.311697373333855,0.1631547543123078,0.0282390935278367,0.0496456866987444,1.99609939180334
0.0935877150117886,0.0279925421047003,0.1536192941408026,0.3276759614341049,0.1101844743667906,0.0039724820031911,0.0587337874657036,0.1054973363849033,0.5173689261709358,0.0002569359938018,0.025316493869672,0.425885484384107
0.1308982480792321,8.432513518477066e-05,0.0612987784712951,0.0831255721786494,0.0731093809732384,0.1647646637890853,0.0109350532178563,0.0616652347387773,0.1396183041211166,3.182465262733445e-05,0.053447869922769,0.4853015932488009
0.0960944884956243,0.0014191109120866,0.0961472273061207,0.2507435715161626,0.0079859895876423,0.0139920866551335,0.0241369193115779,0.0159077344209192,0.1726861649228808,0.0226669207859323,0.3058899320393656,0.4037448296558918
0.0127654470097352,0.0015064955946563,0.0312381853207218,0.0375212987873796,0.0011599377301062,0.4868450345906802,0.0039512022251503,0.040821295843218,0.2176319815555964,1.1537198317915969,0.0008149672494199,0.2813381957614275
0.0153102002558949,0.0015064955946563,5.2316690873799296e-05,0.2446523308479991,0.0012987172168057,0.0548721273673937,0.1282587761724307,0.3983294672039302,0.0170840323699401,2.2136491451925768e-05,5.884410180053768,0.1750977965521779
0.1419635710010845,0.0017086923408621,0.2824882531087992,0.3121773169470116,6.941065445151092,0.1744860181001762,0.0216457130731705,0.1285691630528583,0.0119244298977664,2.2136491451925768e-05,0.1538252223922362,0.1181301275120901
0.132621951009271,0.0017086923762209,0.1554273586967693,0.2034459484513308,1.7113979423057846,0.0458172162581617,0.0054203272681966,0.2321095876752047,0.0481339510002591,0.0036637402874164,0.1581255622328813,0.0982111296389295
0.0489417419211459,0.0017086923762209,0.0416261064891627,0.0800490077050061,0.001722654947571,0.24900736009555,0.0049985212746733,0.0436084763870701,0.0462311468074873,0.0036289919181625,0.1054630533383841,0.0891111283406159
0.2280747910887052,0.0001083791804808,0.0005001665739596,0.567814782909199,0.2933559742687184,0.8200737569847608,0.0011099434038792,0.0134115045394889,0.3132256358716149,0.0031896294894534,0.2766087665215299,0.0130933689078483
0.2402244704244799,0.0001083791804808,0.2377742873135058,0.3398541187268511,0.1423659554928262,1.1166314344998152,0.0138542667395361,0.0008840226520958,0.0621067926253364,0.0020390251342164,0.4681077071273544,0.0166740600178194
0.0607542173462644,0.1067936888955784,0.097436773290755,0.0833771439247417,0.0807520714212398,0.2051637644325854,0.6560272938830434,0.0108161628695504,0.1329405727431519,0.0688529084628255,0.5579914065117089,0.0204514512411274
0.1786430898767127,0.0093383875260887,0.0724119128425219,0.1419955896868156,0.0455663723722463,12.55306002460222,0.0017283860318156,0.0471366865514075,0.0433078709790868,0.0105083286234741,0.2167177409580426,0.0137486218606816
0.0525390764201219,0.0334702185735951,0.2940199771078708,3.282911728741563,0.0954006504516716,0.2001782428654461,0.0137365234042073,0.0282479969967198,1.7351807969940456,5.563279419830956e-06,0.1285452921316189,0.0164746676844705
0.0877543401439242,7.600973052876816e-05,5.356833384652685e-05,0.0622871375106947,0.0080414170183008,0.0318875430893278,0.0001070359124321,0.053515795083289,0.0294851062651054,5.5632794198309314e-06,0.5109872508109383,0.0456975629642411
0.7533894818062976,7.600973052876816e-05,5.356778667691453e-05,0.1408918232582467,0.0185608708760799,0.3614268358665611,0.0001070359124321,0.1739832578807586,0.0013970489917478,5.56327941983096e-06,0.3014336282492181,0.0391961467097797
0.1119302556304729,7.600973052876802e-05,5.3567786676914526e-05,0.4287780965943505,0.0009757777835322,0.0431282802855445,0.9760814322744024,0.2637410694969364,0.2785178337209912,5.563279419830934e-06,0.3220731230343726,0.0632069347310429
0.049261603868033,7.600973052876804e-05,5.356778667691452e-05,0.0193192879492565,0.0001186947923847,0.0031440377518989,0.0030312716089262,0.0624917642469904,0.2525154812866038,5.56327941983096e-06,0.5489635928397387,0.0428878957686373
0.082778612726978,0.0001049486921551,0.0006949170109872,0.0550479723277949,0.0003024310133673,0.488533030422553,0.2737284240909047,0.4229188511317988,0.1074196451199082,5.5632794198309314e-06,0.1233315874529187,0.0623053737907265
0.0499370102063287,0.0004326852086253,0.0046656319410391,0.0715610049917078,0.1467810190808128,0.1133917559454929,0.0065876050451816,0.1299487548017134,0.1085881741649784,0.0094559854132015,0.0210142772816341,0.0794981438495892
0.3007440471337049,0.0004326852086253,0.0581728426209945,0.0092733327715674,0.0002987110596092,0.234617751874189,0.0037587227925987,0.076240133755453,1.5795260288434556,0.0001218289135904,0.0090447699171095,0.0650801249453713
0.2086826340107538,0.0004326852086253,1.074977712805303e-06,0.127528026560084,0.0002986718723476,0.1271315466968522,0.0270151965388727,0.1092955490738987,0.6271050577169783,0.0424960947702668,0.3798568355893935,0.0334425862055463
0.0745138399231749,0.0004326852086253,4.762467962499098e-06,0.1911126263083505,0.0002986718723476,0.115629008813364,0.0037956012463695,0.0326862006402433,0.2554463103114356,3.696214406124005e-05,0.0503451366574054,0.1118591043251782
0.1636601267780614,0.0011910761759409,0.0001030447334608,0.0583771613212286,0.030241258484855,0.1589005742400266,0.1068996503750028,0.3369985923669236,0.0391455516663814,3.696214406124003e-05,0.0104860923482741,0.1238531137416856
0.0557310269530455,0.0690897118348332,0.0001030447334608,0.5605567217031531,0.0355649921205205,0.0614589715865022,0.1122308258261232,0.4291067263381274,0.0055875635639091,3.696214406124003e-05,0.0078741486698029,0.0522435323435882
