Energy_P6,Energy_P6.1,Energy_P6.2,Energy_P6.3,Energy_P6.4,Energy_P6.5,Energy_P6.6,Energy_P6.7,Energy_P6.8,Energy_P6.9,Energy_P6.10,Energy_P6
17686322.154262766,22078594.242777407,21432211.52273959,11967353.76756575,1646447.106531419,8509366.290616723,10892047.1292248,8146919.984075527,9556271.758851964,1528448.3106309178,7348521.6688199,17365860.112508602
8281047.588848604,3943647.5291858367,108418.275049972,5171884.18050661,162617.62561224902,28132246.43429612,2321516.659703235,4143383.6531492537,940174.3476170946,417482.7268719912,9038698.784163002,11327037.331432613
18755281.49302436,270050.4544653124,176350.03503572705,7055838.726507533,564367.1827822152,23849.43870744538,3093022.401672188,1697228.2799890589,290160.32436628285,289221.5872314344,2137826.675875235,4292277.6281418
21311910.87716655,2594.831314157199,172276.97951262578,2798388.0590362586,905134.1084133474,4397865.05148206,3322755.565943038,18415640.716595296,225938.63955311503,24632.5389623992,144653.27913229188,17985926.290878817
19516796.319162,21665.497349601224,260890.97891495665,894635.9568997369,62916.10586532955,96487.80880502466,143504.91181802456,3895174.4741512095,172115.92587437798,264472.5329405259,787645.2429954213,16139931.021133265
17575729.819066897,2366.8895685131856,107415.37100434575,1220782.690811537,128583.87045824112,600212.5603714809,11198.058899786549,482865.3674554429,415631.73752029415,922115.7335793512,8157.123787057421,18616893.247493397
17320841.15046224,2366.889568513234,7893.113395178601,3215937.021526433,10227.014645256912,119109.64427037389,1312560.7733096697,890338.6913374775,923963.541394824,14517.4981565595,8401675.39829313,15013326.904883211
13950870.302163815,2081.1796137820184,321296.565144567,1711619.233833487,547254.71238914,12750269.073339006,12155.365564909423,6168637.966504736,13645.36077648465,14517.498156511005,306002.8007793828,11760936.887386229
15946540.47116422,2081.13059844526,204436.1875842424,6488867.505067749,76273.0250162093,213080.6860020157,72740.96295009408,401876.4763069169,42579.91471946296,115255.92564496538,3718796.970358912,11179383.032113478
17776177.164223842,2081.130598442669,83414.63740348503,15690133.242811738,323025.7213260583,1906528.1799972544,20425.38398805904,453055.1786426338,102569.23196911416,16396.0403731264,3601863.2540108515,10232534.726995084
12602905.40586162,2237.1003106728635,17558.58019296642,16913531.3970749,91901.5226773477,6016082.496637835,172773.75955621593,4347235.449890161,7420327.72004046,170842.11833895228,2612789.5347847445,10013333.789183352
15397898.351269707,2237.100310673169,519619.8966980938,403032.1996901888,1505828.3107812467,1378445.4849379223,221662.5696646517,1179847.7089026822,548765.2893404368,22051.47706645025,1921912.40098334,9739624.095966903
2451687.0390004525,22105.22251164343,58519.41892104398,57592.664476388185,137106.06958570878,2909783.666113873,10466477.080038656,2146154.7382018045,7315372.449301111,66792.61775525413,1661887.9249868267,11274201.700200211
3632126.116674214,2354.2243513466283,189973.12476289656,16864103.707002733,813493.3792070267,1481046.745062095,68009.24179709138,2835339.040245892,7038425.235312068,90380.28631128564,3248206.3662756435,11549703.561841687
3014531.765180749,344894.00909153366,180455.130925301,354149.6170026328,36387.60361523213,3024230.8711528373,227648.45250879755,1235109.1268137775,1243926.772924474,6195.007608975419,2822174.339961457,8205495.189956154
1128644.7758050165,9226.442915748852,1736.992268892194,767198.0996365334,4890.820829195217,245451.2974373449,51650.48663470973,5419844.425513429,189559.53541428427,6195.007608965532,4901852.536982671,9026280.428312792
1635714.475327299,9226.442915744305,1676.9717448167362,14624169.234247264,27425.24479427672,392889.3792033695,51650.48663468224,1468394.681799751,123725.74690867533,6195.007608959877,3137243.4452757384,8063619.809944732
3060514.367741214,9226.442915740075,1676.9717448174083,5439132.3742513815,2129.1161880638783,1499496.6674622942,753885.1313980769,928648.2084366104,680652.9990125909,6195.007608951379,4681450.557478839,7632060.306590484
