Rise-Time_P12,Rise-Time_P12.1,Rise-Time_P12.2,Rise-Time_P12.3,Rise-Time_P12.4,Rise-Time_P12.5,Rise-Time_P12.6,Rise-Time_P12.7,Rise-Time_P12.8,Rise-Time_P12.9,Rise-Time_P12.10,Rise-Time_P12
6.132095882307476,57.89865214164095,16.962192872442415,20.264962248592926,192.36457831194883,2.976266620201793,67.91060616178852,10.592110202530815,64.63707167013835,420.0078693927882,61.19595298050543,5.340329566485305
14.40046570410561,1797.4777000266654,6429.882500489788,113.08973422734462,7338.710284321461,40.46677592891313,98.92894495551944,2.7453218109236133,123.75833998991136,10777.556398164232,439.8951333593342,18.47918752871481
10.471455793520745,15175.07482547403,8003.174089775119,24.546852247630103,2956.7826097513944,423388.2093977203,131.18188376164122,183.13505961504168,2238.803001001274,193130.0791471825,11737.888460935255,29.17955059939342
8.063227015741598,2905970.527502213,46314.25670815787,207.12261589829487,6470.92739741502,5268.831334551907,5149.851433704837,4.167872574728054,2558.860641349654,4730291.344330191,3432.7534344449828,2.751929413082744
11.384240987723665,66896.6207495245,6674.79674727075,1210.7441859423554,489623.0789913609,48444.73095734688,14264.017129179723,14.596328165766243,1716.505425192042,3189.774559114751,1925.9611461947968,2.981886417541859
7.916970975894245,687520.7278786341,13317.34240886504,787.3700635752076,658359.7336878929,1171.2845450103332,424496.14651826624,430.3445054209708,4130.322591456138,207.32078890689635,934758.9904669428,2.8550526974754957
8.36614192386895,687520.7278805637,3689347.775191758,121.20729567703636,740478.4603613134,2966.05509154876,198.57425377376512,148.26182637506184,324.15638061801394,5671727.208576641,4.437702868092232,4.770046539976003
4.8936384636414045,645560.1773936558,2864.6894198414025,406.19454970718857,2064.876438462274,62.161415730699616,17196.26148853827,667.3701708821608,244371.70368266304,5671727.20862655,3289.1874317506376,4.321312044658688
9.49481485233397,645561.7471667114,3084.817673116341,183.7785853379,23808.00221108376,8563.003361265884,64400.96335640905,1427.5475376255629,43008.64571017867,67982.32139291559,4.346447044823592,4.659660527615768
10.900452248584404,645561.7471675817,12107.404893236297,54.55585215115809,13224.59288400194,103.05619281204476,377440.8978504274,1045.3675098917636,1038.3464321108677,442972.462382247,3.4610861333208254,4.600952460115387
15.09359851114936,2563284.41464187,1193197.6665473413,67.8374682763873,2720.9876430013087,7.371371203119791,51876.41199808938,6.8554030232387335,345.3611728891293,200887.7377435594,2.619493953874348,7.264367851681391
9.000704921841088,2563284.4146083733,1115.3245585932475,371.0443154112168,283.86514173026706,1.5536722006054602,51084.69583138807,43.46116170285525,67.14432830511407,590960.481181326,3.418018455050687,6.818341707091127
23.94497244364073,10892.248960996309,1369.0351248986267,3951.504504049709,1555.7889684267657,94.6792139372757,105.7246437213396,17.861436465868664,29.47790453837786,21305.25943867861,8.699251168437742,7.914088377116588
8.50591625603253,276142.8375401516,651.420146902808,27.09809916402949,51.65696682013999,37.43823739028498,153811.99020268358,7.818307391484374,23.073130721884333,16677.69026697092,2.560173263170952,7.137469945378629
8.613815832875055,4360.141699496255,582.8420564545181,1064.5365310456682,6215.645895432533,5.172175959507806,16881.361300232395,32.910812390292385,636.9743777223616,11313690.43777139,4.462164892898566,6.874417936013646
7.754740429062035,3060801.267410367,6606512.481405574,4887.932496830463,297510.76189008245,8407.382270552971,2579318.470992557,6.28626360826543,8701.58121880215,11313690.438952122,4.598220615723083,4.545598309700504
1.6936295338869611,3060801.2675292594,3646010.181320384,47.94626489741493,18295.650733213763,396.9506095448101,2579318.471034096,10.595140424744551,39253.84063338175,11313690.43939853,2.8841329502673867,4.918151205097099
19.03741062947471,3060801.267325434,3646010.181296882,121.63615027254316,854268.251883665,136.92796301871175,1684.0764761743303,4.295695631224196,273.24175316249125,11313690.437581994,4.04541498732621,4.135209767967265
6.191991772022651,3060801.267255902,3646010.181294792,1093.9239179547412,242252.73015493515,475911.12087329454,484682.4598499184,3.737625560883688,1659.3153850228532,11313690.439156745,3.5103006000765293,4.941860587263919
7.664072800569719,255446.0242141972,63797.222055844606,3887.55410666928,16305.42984583732,30.394842065025404,3890.386295239135,6.772399419561759,6694.032722614477,11313690.439311383,292.84207656655354,3.853111111857681
16.51203119194439,1282873.1173719545,711194.4150498104,568.1826377582912,204.5696658431893,3883.0762314570784,41.27057901048358,4.38687684239253,1878.9306207898533,61447.005010484914,1288.773421356488,3.70268073803909
