Energy_P7,Energy_P7.1,Energy_P7.2,Energy_P7.3,Energy_P7.4,Energy_P7.5,Energy_P7.6,Energy_P7.7,Energy_P7.8,Energy_P7.9,Energy_P7.10,Energy_P7
95347.43374549242,114841.47188095652,77202.52590651349,58401.00264027491,51698.9978865106,89958.78391715148,36589.37775569151,113056.53955427848,53632.34634640718,21993.81468843473,33798.90723797807,79800.41896122337
62104.1992782729,24937.025101764244,12881.383185534323,82636.1420872275,11884.425223504822,81642.86432047919,46464.4462260078,31458.5621655443,47724.63320663772,14536.149462625746,69632.46928323903,145711.98545273204
132304.02410143748,13782.53232373596,9592.088617583004,94497.61682082491,18446.87926878916,4770.369926221556,51780.58046628151,34293.75107538024,12529.668013526763,11913.57991992347,22164.435656172744,58074.56861850968
116025.52278129416,4770.369926220767,11108.74777016692,43828.20570634344,16088.646668383775,15110.783039155694,16548.366278534013,94413.7766455241,14277.204464377934,4770.36992622121,9971.76147878791,148397.42426290456
82299.22058774224,11949.167160840883,9524.870883826095,19046.0732762567,5028.8389783956,7603.524537990496,11553.538180006328,148200.91164265695,11010.347655155125,19335.87698569736,19519.96796768964,111625.04082471682
134757.5088673245,4770.369926218125,11661.882496411808,43328.6919851517,11725.251189337629,15798.858497921812,4770.252157370713,21829.51242053006,14117.00661742942,32031.872835443806,4770.369926221235,141193.54556700264
125223.7960527616,4770.36992621814,4770.369926221521,26873.102679273416,4770.369926221272,21520.230913482606,34483.11186749249,20240.822674751067,23217.83966646356,4770.369926223322,65452.86078286793,136231.31554170238
122198.41177306308,4770.28989588819,13523.30292687734,31170.977352107217,9241.949318452089,79292.83497493505,4850.624041962532,44124.75711000335,4770.369926221176,4770.369926221432,13127.838638808622,127475.56712445884
125047.8487420192,4770.369926217249,17160.838277693587,28311.129869491208,4776.108346800474,11921.35500172446,7167.665799697402,24129.51078529454,6247.15935770009,10631.028596486329,95520.56324423054,137322.64044754644
125551.57279897125,4770.369926216537,13018.31320238524,98789.1678759942,15708.666869144008,60139.32042223591,4770.36992622131,50336.962621915365,20275.665785025023,4770.369926221174,131878.07408188027,138968.02082950046
117789.02614548782,4770.369926220271,4770.369926221205,48031.71227377006,11740.421050687848,90658.56933536282,10941.438718181633,148932.42933222224,86782.69095506339,12116.895673719306,126944.82878006664,140945.61867549995
106289.82956820894,4770.369926220341,19158.19216274601,20735.15788061035,41330.86263426399,113076.5206944772,10945.986638113907,116088.28918320037,29802.38220058785,4770.369926221469,107108.1659767113,148096.62087698813
109101.6491548186,10977.820769203963,11205.598542158164,9890.44268038551,23635.47521779729,65713.04792034285,30805.42656308896,145804.22621740506,68883.26871728348,7872.927933946547,82793.0317509273,139930.38140287102
104796.09786824018,4770.369926212797,33381.81445934958,115904.85803836344,92414.85807326649,38828.072208082864,9191.562957830762,127259.1201188266,62585.63037271229,12580.485528787798,127368.62615760544,139970.36209887738
126021.78143726732,18754.91605703904,21336.19505725208,11776.856219282105,10312.293910992556,98706.8880444596,12182.144986507006,95660.3161538205,21129.24330995513,4770.369926223332,124934.95618462196,134953.7361927387
127261.82677319556,4770.369926222021,4788.157531990395,13702.42864471214,4770.238116293765,13644.01251691105,4770.369926221397,149722.65988425398,11325.252566812622,4770.36992622242,119324.76206451553,134570.7965299217
120777.97683157734,4770.369926221748,4770.369926220212,53123.73376827445,13253.725500232067,13021.43252640149,4770.369926221092,66149.08071872602,14285.788008402467,4770.369926221904,124679.19849968296,140025.57561609085
92039.08564027888,4770.369926221486,4770.369926220438,25188.40915478641,4770.369926217997,71539.53850601563,12181.53981459264,129856.73062455794,18154.45108402325,4770.369926221105,113092.58205481636,148206.39029280056
147138.5151068739,4770.369926221621,4770.369926218487,19795.289434017453,10479.630566589432,4770.369926218338,4770.369926221011,134625.37841683225,17017.122486995933,4770.369926220994,41172.04603399114,147786.44408968752
118049.0738464145,6866.006540200203,12254.46337134295,12141.598359674916,30962.37153045032,20976.672106863258,17368.388515465114,119107.82199365168,12877.03261215864,4770.369926220009,31992.77631389844,147033.74391738727
75900.20144605894,4770.369926221228,5872.366944649262,33548.348450178135,57064.23535154924,14248.273649459825,100754.0839601887,143072.61359683037,11958.83024645904,9632.17548059415,48145.60213311354,142739.4876493544
136330.67909569677,4770.369926220597,13193.80142608699,13550.11752777454,14757.181924073777,22059.616105589743,4770.369926219282,137589.05385287356,21584.28979495482,7595.189542714382,18721.054603373672,144339.81880357504
23253.25265517015,4770.369926221382,4770.3699262215305,14515.955917272524,4770.369926221222,67115.26457904182,17147.122472352192,123091.4915839818,12892.109103609984,14303.472001986029,69419.84760060426,144833.63322502095
58801.60610246207,4770.369926221273,13466.05209892366,11720.407086408391,4770.369926221227,78012.54697360116,4770.369926221324,143649.05844265566,37581.47203799434,4770.3699262216,55450.67500799264,146423.75250542737
36135.62193951804,6437.608862317549,4770.3699262214805,22125.604010694336,51726.99579499858,11658.147166257932,61173.88702499193,115602.2787169016,56837.20746804059,4770.369926221125,107030.56932516396,145462.47585603828
119751.7444981372,13885.494120218487,4770.36992622134,14863.767919873591,11002.30430024865,14026.643586553482,31017.34036675217,126067.50247255088,22487.369452086827,4770.36992622126,137560.48018607253,142705.5343410317
113049.22222683032,12245.225373233288,4770.3699262213,36298.809062523615,31104.28164439784,11892.824025220436,28105.78566032425,149041.2390218015,31351.62002356206,4770.36992622128,79130.13631479738,147155.1189386743
130085.69223226164,4770.369926212233,4770.369926221601,28699.73010037832,32176.88846792764,4770.369926221436,11508.903138744365,139397.33559945432,16593.850126461202,4770.369926221241,39369.12773922772,142593.45835944384
103922.88061656004,7205.620136243206,4770.36992622139,36270.96056895669,98358.1796021138,14253.464750986504,18974.39443073033,135460.29139274944,26655.40729068523,4770.369926221349,77730.88772409254,142336.7345218489
145628.5673071272,11890.939631789575,6581.961893116247,31504.490312531296,98855.33726017077,8291.724387422973,13117.727847373217,116793.91524643036,12744.166514778934,4770.369926221669,11740.328928663404,147649.89643266646
152603.12154581113,4770.369926221104,4770.3699262213495,12601.375107957389,79852.18240955561,33206.290881836416,8076.577265473609,136930.51916931203,23318.150814453697,4770.369926221515,23065.61021569493,156268.5349098245
131043.54149707216,4770.369926220938,5281.884623589406,30403.682512483312,40742.52985715616,111825.25781719144,38682.461278153976,148241.98346257771,12183.876730267468,9058.62213353553,52578.58999040264,146797.99006019518
137127.74678152238,4770.369926221238,9409.149005342386,49060.76349712876,6718.71501078387,34948.450701641494,4770.369926220516,130597.72592595808,31361.11983358276,4770.36992622144,33235.31083127448,153586.10413416204
137186.14593594908,4774.44562505268,10636.143375033207,127339.72200976186,16235.610818552364,50762.89317304051,8661.897271640939,147286.76067011448,13840.016610900837,4770.369926221572,30516.252101764203,150407.42778996605
145054.80250998045,4770.650483093283,4770.369926218559,116585.02992654414,43359.069462013336,54991.84148178977,11439.660408244796,134787.34070202202,13303.512623326284,26572.59645706084,29944.09492555602,146985.6370202002
145783.85235957237,4770.3699262214,4770.369926220267,146630.9720342924,16113.182222395746,91682.73251883787,11113.574614384408,100692.26320864416,20213.36529577166,4770.369926221187,23763.636238710074,142878.65245624576
143016.87265939286,4770.369926221559,4770.369926219963,85888.40522565485,37768.97122328152,31930.410439220217,13818.0886510997,52881.376366527744,80864.80445829015,10381.31166314394,69258.77124883095,141389.88601910454
142747.6030868992,4770.369926221451,12061.45491470247,69812.72269227993,109644.83335992276,66345.75943023678,4770.369926221184,114740.59357297838,18519.657027120968,12037.99604454237,43267.11996126852,156335.38882278642
148990.04514513272,4770.369926221238,4769.7522405716845,110286.01946731862,117888.85304406658,122785.6129078282,10363.632945251498,142474.1783706492,45196.01868037813,4770.369926221343,51644.02816458292,147292.39088589535
134013.15450893552,4770.369926221348,4770.369926220945,148778.32716357522,144106.26676709356,85305.85803662037,9348.831495078635,135438.7497197731,12915.226111904116,4770.369926221019,10957.904205549235,143663.69573320483
153012.0727025568,11665.12585614312,4770.369926220668,101075.51673005312,153669.18448876997,145909.47670329048,4770.3699262216805,147919.65618017875,41968.200318957824,4770.369926220837,53778.2323901358,146598.5054862395
148960.96964904302,4770.369926221567,7384.182304073456,121391.96597294787,147219.91872324518,128940.70961086507,12073.906009277474,148759.83342961766,73115.02656781724,4770.369926220878,62475.31315986079,144347.00828431651
140454.1441609686,4770.369926221711,4770.369926220132,148652.43812240928,146298.9699530902,140135.8479508442,8448.746068668275,149838.555212467,112438.34755985324,4770.369926221166,79462.63042066092,140201.74836584204
145030.32805565238,4770.369926221697,4770.369926220242,114529.82922561374,147049.5761262791,130188.13707005342,9861.517701967909,118922.1965319254,89798.35796288417,4770.3699262211785,44050.11946447129,146615.88862568364
142435.35589114515,4770.369926221547,4770.36992622025,113511.8114384271,150260.32432719346,120066.72594354916,4770.369926218169,148884.4794420366,85708.70236050388,4770.369926221273,59662.91233284229,144084.13273242558
134784.13253759767,12197.954898537331,10639.617306954227,104329.0432580475,144442.01879147592,115549.8504447784,8862.42147389932,42932.72691245996,11210.185391563757,8905.544165813846,48375.50088687277,144986.584683885
144465.86661785396,4770.369926213217,4770.3699262204855,106640.95702386372,144820.71867679365,63299.82895848376,12831.918430672791,68193.2453301723,56228.26448993038,5950.493605304394,106981.8934433388,145335.74775112403
147306.46577065537,4770.369926216892,10662.031632396733,84910.51523167391,144495.59543582555,107974.20267159554,4770.369926221192,91883.63791841548,40276.25235995414,12202.367335611989,96189.72842644708,140432.96226130644
137417.40815616745,4770.369926214458,4770.369926219745,113277.16966280268,147551.02654677047,86984.09743442206,4770.369926221474,43416.4390374821,119864.486130999,49391.43127414129,106237.42733326647,147817.86848306004
136276.45114543883,4770.369926215231,4770.3699262195405,76464.64796948657,153216.66596107028,43074.99919896236,4770.369926221243,27135.12793175339,97440.53791677344,27829.80012564799,105894.53825209868,146077.73128631857
148241.82940416096,4770.369926213791,4770.369926220537,53588.87287790198,144720.00932422542,89410.52302287135,4986.427808033249,12777.604241985668,59837.3242742532,8011.750955075687,102091.43613646092,146977.38353355028
137927.60052759483,4770.36992621606,4770.369926219744,62799.20591194317,143736.55017013173,53147.12060346508,12154.055014301648,92023.4553185441,24254.994517735868,8775.357464000532,130157.9199287755,140087.36738374835
132472.20228425798,4770.369926213916,10720.525488160549,68260.59090431847,146601.3893354444,112264.23405604211,4770.369926221517,30613.01192980884,57584.12589378756,15189.587517248565,127425.08150315916,146093.48891075994
