Counts_P9,Counts_P9.1,Counts_P9.2,Counts_P9.3,Counts_P9.4,Counts_P9.5,Counts_P9.6,Counts_P9.7,Counts_P9.8,Counts_P9.9,Counts_P9.10,Counts_P9
0.0243707737613767,0.0261306903866399,0.0255614424058606,0.0553875670168185,0.049229368652584,0.0431077055510301,0.0293906923865188,0.0285403815084414,0.0816977542674299,0.0465233378977854,0.0603002723889603,0.0268236209572672
0.0369529903900584,0.0309669347312574,0.0796109002172737,0.0328519344575899,0.0793951195159817,0.0243373661786967,0.0943414519715421,0.0739011911052295,0.1746088904107968,0.0563808356083402,0.026500829530882,0.0230612704282941
0.0253107919670318,0.0604445870596099,0.0622320024687375,0.0340999648252773,0.0576610267422488,0.2347929075822569,0.075549954815885,0.1987446850714135,0.0657034471284192,0.0530419397344196,0.030908579103928,0.0471213643210302
0.0251275469273654,0.2347957545014279,0.048154419330413,0.0433560657312032,0.0294406219509143,0.032838095743303,0.0299469762869588,0.0238307849760261,0.0784680098492261,0.2347881437610863,0.0359766806329737,0.0219823327557295
0.0232612415032765,0.0820304836070669,0.0601511601250158,0.0545075551820058,0.0884323736963366,0.0664076588960927,0.0599798514063698,0.0393275820566646,0.0819703471047803,0.0798777751285975,0.028850391826497,0.0287781338843587
0.024149309846165,0.2347957244633455,0.0690133467855018,0.232184336962449,0.0716953506334436,0.0663899733190263,0.234791074549425,0.1105405234580611,0.0719257400880884,0.1371588010695254,0.234794715159653,0.0205684252083842
0.0260764065581188,0.2347957244623236,0.2347933889395514,0.137379613220639,0.2347946626635838,0.090700183188512,0.0313114260138495,0.1198251836971226,0.1462821520378781,0.2347908654477383,0.2934567426471318,0.0223050773876878
0.0243844370918192,0.2347949976633134,0.0467110675660836,0.0469650257065518,0.0509905555269586,0.0272867484251216,0.0751152353887502,0.0948192431077849,0.2347943473816832,0.2347908654469929,0.0530322878661179,0.0309680353103543
0.0250857524639389,0.2347954029562444,0.0541247109829022,0.0631650783351175,0.2136102396279089,0.0614697341979633,0.0628098354888877,0.0939849688850367,0.0652113912290701,0.0568610269441732,0.056659968641685,0.0232274661301962
0.0235856004593269,0.234795402958034,0.0684072121620816,0.0233631982715105,0.0612446783748977,0.0928749429522053,0.2347921853169558,0.2278826412564387,0.1096026969876158,0.2347886169029073,0.0738447327789472,0.0268019816824182
0.0518258907279847,0.2347956809768202,0.2347928852559744,0.0266032244542273,0.0881231380346501,0.0407847801566806,0.0611353876341781,0.0395807593588381,0.0276421132084981,0.0574114106468056,0.1696571072790608,0.0232406611021683
0.0240005661041553,0.23479568097986,0.0744608884042602,0.1246326404360764,0.0732748653944136,0.1391067321240712,0.0726455806215692,0.1436562179638274,0.1017685651188462,0.234790309755578,0.1605528846241785,0.0254915854002581
0.0625188381051914,0.0748055332643353,0.0794765438497231,0.0930874977165846,0.1136263270289009,0.0509154048265207,0.0250163698217865,0.0453608349971099,0.0404762596136122,0.0629484607357768,0.13261147575259,0.0279978524397589
0.0537952943438432,0.2347957657355453,0.1972142440664946,0.0259274591020643,0.1651471302825768,0.0655847525457113,0.0663990225798745,0.0679520592388716,0.1960579465759134,0.0756547614404003,0.0880461071525759,0.0273443280351395
0.07043169204746,0.0377497247278943,0.1211603212451809,0.0599012544699187,0.0714604938103052,0.0738049819964123,0.0421642130824917,0.09208830169487,0.0532434787085657,0.2347943747056677,0.1153106051131321,0.0341002367457645
0.1095783314299227,0.2347808832094826,0.1470481294254482,0.0474072870688605,0.2347951866094223,0.0601298916584034,0.2347762301267208,0.0289301628697803,0.0719190435497286,0.2347943747044605,0.0451869823567773,0.0306917962805544
0.3054248803640269,0.2347808832058968,0.234795728474342,0.0546677323571429,0.0893891009699011,0.0902865287304358,0.2347762301255342,0.128583454566127,0.0799091903847333,0.234794374704126,0.1138702750987543,0.0398273943545201
0.0435438780597147,0.2347808832072033,0.2347957284737355,0.035069024976675,0.2347957396622249,0.0610353016572281,0.0505713088669591,0.1459786570820554,0.1103033632429889,0.2347943747055205,0.0609509580837606,0.0226407199331535
0.0431182051040663,0.2347808832039842,0.2347957284740387,0.0296353966247985,0.0765083275472567,0.2347952860644592,0.2347950156349522,0.0853422567361182,0.0665486549561981,0.2347943747057714,0.0918750590074627,0.0257683062052685
0.0725986875664315,0.0757170658381196,0.0646016854737177,0.0468706532648236,0.0599674409279861,0.1330038245253764,0.0295029894748155,0.0708234072463415,0.0937799837541802,0.2347943747035651,0.1295189203075101,0.0229103647721759
0.1607443482413785,0.2347912464172832,0.0658513729348609,0.0380900353741708,0.2095594544808196,0.0593174131458927,0.1116194221540303,0.0509443534509392,0.1076595475237846,0.0567505279997673,0.1784955926249228,0.0285697541073585
0.2652726078419896,0.2347912464172635,0.1498936832516273,0.0300351633250331,0.1045119345058924,0.1078929774743918,0.2347957886608661,0.1001485554952354,0.0664520695238447,0.0592810123211623,0.1155399155365158,0.0309777284565795
