Counts_Variance,Counts_Variance.1,Counts_Variance.2,Counts_Variance.3,Counts_Variance.4,Counts_Variance.5,Counts_Variance.6,Counts_Variance.7,Counts_Variance.8,Counts_Variance.9,Counts_Variance.10,Counts_Variance
7425948.988172702,33781500.939397514,12888592.317534449,68463.9942996491,91.41624020255875,286043.47013802634,145988.37084041364,605524.985841581,544.948613468725,192.71553916269733,5958.042764992902,4411323.9476039605
112006.66289175702,7505.172002275467,0.0186711787443706,29130.12805861624,0.0876635059700894,25725201.15792248,310.5834852191517,9362.729012883618,3.74859502657178,0.419434472972653,204914.0737838641,5311638.066133443
6848930.933077346,0.1266618062037065,0.1177087244978127,110588.91045362817,2.378339680203214,0.02411356343597,268.5534986142167,3.6733428508786106,0.1696622946126682,0.0850381690037113,574.1324283572357,8355.850996827492
87820528.76156972,0.0007037504878235,0.0159326272328818,2493.809437902695,3.763102191650333,4769.110349615892,229.53010635956616,6774332.224920586,0.1195411187624084,0.0041952612096309,0.0053254954688973,26444517.58108155
13878048.49091521,0.0007345284953179,0.1034613489773417,12.117913168917529,0.030534846353356,0.0097202229194269,0.0085498999128463,130712.78308276548,0.2565731625329656,0.1555979110543066,9.587258970332886,3393126.154222085
7222829.111823968,0.0003737434065152,0.0066332374564749,0.2484364696365647,0.0165301318751978,2.812366731002786,0.0005353724046795,0.7561794178214786,0.858428106741741,0.5746321791021297,0.0019720191347452,29405753.425136264
31663685.607664093,0.0003737434065152,0.0004074418863481,42.15181226872036,0.0044880874370277,0.024203231092574,94.57246146002218,6.330984367489003,0.7660774804823166,0.0011904503787791,4.873149680511491,7142966.687650598
11379296.310645372,4.119946034513808e-05,0.111427093050213,174.51552855813128,1.456276162317924,1066856.772620195,0.0142084734620805,121.57658975236126,0.0092233415896639,0.001190450378779,0.1095159333730867,929085.5893349154
12878121.243726514,4.119951552317721e-05,0.0249864591780912,571.1332476039888,0.1195153219716181,0.0435657935151431,0.0091402261257532,0.7648260423465006,0.0267455596068524,0.0029363127175596,46535.660436722006,3634189.994063839
25844531.50869241,4.119951552317728e-05,0.0016137271595937,4617868.895292248,0.0641508066022335,294.1453756490787,0.008489892410524,0.0459193456967495,0.0131599813888665,0.0009329831749825,57337.14557440709,1376698.1690782218
96708.71053237013,0.0002143240534842,0.006982155339493,2303744.1249494115,0.0026358796795438,57296.67710779589,0.0196490858691672,149770.3910233443,87721.46157784207,0.0117563681939453,2120.437917061337,3126106.664953161
27339231.67424074,0.0002143240534842,1.892773675269045,0.2719282760576096,193.7962224640081,680.2118621371874,0.2882438817386665,80.75561247882845,0.1842452744723272,0.0051531924783772,596.1424881455818,3346620.5548174246
1973.306272892512,0.006161344680652,0.0164495958684039,0.0211181347545892,0.0169381975329315,5151.569314549952,208547.2895404464,8123.7244775968,5542.414701015317,0.02157773754939,290.1147591512345,2933920.4158921978
13275.548005017086,0.0005316862124328,0.0031385193635913,12928754.62876778,27.883879922671383,144.68124916294522,0.0081334272489053,6160.055608421006,36.774511170829896,0.0048217958856987,23437.99021888392,3355763.8320971946
6674.191711432256,0.3011327467355753,0.0546629426130184,0.2597532032141588,0.0029769562697929,3672.1162945418873,0.0299297335917356,138.34995778122806,22.75419632779076,0.0004054143729093,3975.299468228885,705267.395479196
589.8128306084088,2.220878132014876e-05,9.738205304712606e-05,3.672510043428453,0.0019960726412307,0.0420048228242673,0.0127381195690557,351463.5842253459,0.0449714184606289,0.0004054143729093,130421.29170176308,848435.2053175905
