Amplitude_Variance,Amplitude_Variance.1,Amplitude_Variance.2,Amplitude_Variance.3,Amplitude_Variance.4,Amplitude_Variance.5,Amplitude_Variance.6,Amplitude_Variance.7,Amplitude_Variance.8,Amplitude_Variance.9,Amplitude_Variance.10,Amplitude_Variance
0.0043794848398573,2.004347167330231e-05,7.314596398147016e-05,0.1378730420248963,0.0001171531402963,0.0190222372736198,0.001359303012251,0.0039066976643373,0.0010308577421781,9.650519207754545e-06,0.0175334367997792,0.0004941418319775
0.0030963733448776,2.004347167330228e-05,7.314596398147016e-05,0.023337806081768,5.686019366726568e-08,0.0008514625805306,0.0107823148387165,0.0002329051536404,0.0380473930703516,9.650519207754538e-06,0.0395212098467873,0.0002536436291139
0.0010602535119119,2.004347167330229e-05,7.314596398147015e-05,0.0316236004900986,2.601969821293357e-06,1.1243454615369986e-05,6.864577283807868e-05,0.0007776995646262,0.0126931072101546,9.65051920775455e-06,0.0283714096256027,0.0003352880815419
0.0042390796276645,2.067121973071761e-05,9.128884239653e-05,0.0096592761319907,2.109425679061447e-05,0.0178014122804144,0.0830698720639079,0.0005694066301413,0.0401564440180866,9.650519207754545e-06,0.0145070005211882,0.0003492675041641
0.0020083989692224,5.268221535137268e-05,0.0003286057749502,0.0123495898012506,0.0004727334802039,0.0072905260698703,0.0027944753039434,0.0006830901652167,0.0027074250321041,0.0006019185973555,0.0001836455183531,0.0003304847479666
0.0006190635607479,5.268221535137253e-05,0.0031907606065443,0.0110683170440128,1.957287609039256e-05,0.0026367470559526,0.0005785960041503,0.0003443545197178,0.033810515900205,0.0002252198243243,0.0004598266610639,0.0003278948945532
0.0008951323617952,5.2682215351372654e-05,1.552267817317623e-05,0.040797539181371,1.9469782534075343e-05,0.0046341482970654,0.0625195214092435,0.000635305772603,0.0407126883538474,0.019455594462869,0.0129327728265101,0.0007427262412811
0.0029030169464471,5.268221535137256e-05,2.46194042554168e-05,0.0025787121850639,1.946978253407533e-05,0.0092463831569132,1.6348022259942865e-05,0.0006805632023753,0.0055481278182038,8.834408753357798e-06,0.0171518299470278,0.0006815041130172
0.0056139594303599,0.0008023391976351,0.0003100333485304,0.0284439036198542,0.000745081546066,0.0009989528537307,0.0195639411742403,0.0013967095724577,0.0316603517624248,8.834408753357763e-06,0.0007579323335258,0.0004320138137428
0.0036422359711567,7.025491229113987e-05,0.0003100333485304,0.0926161289118744,0.0143433024077834,0.0006744614311939,0.0089635229707369,0.000532357665804,0.0085747449922028,8.834408753357798e-06,0.0001524536328238,0.000580447750403
0.0010044596042549,0.0319443068490477,0.0003100333485304,0.0281451622718468,0.0014230121363953,0.0077163272462645,0.0387789452477891,0.0006568478469762,0.0426586040739986,8.834408753357746e-06,0.0509804773155135,0.0007812410975438
0.0026006925058276,0.0001521619997765,0.0003100333485304,0.0257023685027627,0.0007478242944299,0.0003211063180548,0.0014250674693557,0.001027114410083,0.0165485140816449,8.834408753357788e-06,0.0258950984303357,0.0011515103246135
0.0016416356631709,0.0001596217652477,0.0003100333485304,0.0355578783108398,0.0142694164156635,0.0021170380826889,0.0033280021438925,0.0003817926911239,0.0219088943945228,8.834408753357783e-06,0.0059355804676396,0.0013548639283709
0.0003740499379467,1.815043691847983e-05,0.0003114468680482,0.0165391792807424,0.0124273839477856,0.0204017932970364,0.0065025814011862,0.0017922915581592,0.0396976203703801,8.834408753357798e-06,0.0138103284200488,0.0017892672205976
0.0004747298451991,2.293293178412832e-06,0.0011401943210963,0.0418651721497916,0.0103727354915249,0.0027321059825565,0.0023354703789131,0.0007677638857987,0.0014479161497196,8.834408753357798e-06,0.0345284672608245,0.0031722496631015
0.0007966479274836,2.293293178412832e-06,0.0011713358770609,0.061303082628431,0.0090310417450072,0.0013108706656107,0.0157894866897104,0.0007029941861081,0.0002849916130412,2.82790048734654e-05,0.0095762412139955,0.0015509682331902
0.0004800827450435,2.293293178412831e-06,0.024100176698981,0.0387332972008797,0.0002093577204817,0.0029221624178129,0.0012034068587408,0.0004186933921429,0.0265925955506976,2.6547568397224668e-05,0.055501203372827,0.0015809832514102
0.0007278742102632,0.000566912372926,0.0021250482839903,0.0050426607161023,0.0219994211552599,0.0035900806093299,0.0054644451574061,0.0007995392856848,0.0217259370635394,2.654756839722461e-05,0.1592887448806478,0.0014744770261077
0.0004645897794202,0.000349442857844,9.196655725609797e-06,0.0158312969052471,0.0202304824880903,0.0074793487036809,0.0003722673172258,0.0004943979307114,0.0198733338367873,0.0011986740419266,0.0782704371795403,0.002994492338072
0.0001640142397819,0.0003494436471106,0.000112652015461,0.0057914643835814,0.0057361633732229,0.0268151395650696,0.0010526523195765,0.0087094274212569,0.0336007073854545,0.002134696521145,0.009868569293828,0.0015673035367851
0.0004250149493937,0.0003494436471106,0.000112652015461,0.008657798405151,0.0105864979274049,0.0061034820779599,0.0519903810525083,0.0187039666586606,0.0261616201753337,0.0067655100940828,0.0152134626446898,0.0019210906087254
0.0004028525347505,0.0003494436471106,0.0001463390686091,0.0152764943408805,0.0005525204142138,0.026940862495962,4.450200448632672e-05,0.001373218570569,0.0327945419597203,0.0021993025780209,0.0658347949616168,0.0019318837798381
0.0007974808223005,0.0003494436471106,7.265560274092678e-05,0.018892273990243,0.0013449933054182,0.0139353662929671,0.0263994584463272,0.0005077682773648,0.026600761678076,2.3026209656715585e-05,0.0082719995427152,0.0028496047426824
0.0006787595039296,0.0003494436471106,6.175266316259393e-05,0.0091873504177558,0.0011784840907274,0.0783924394220617,0.0043149110150608,0.0006307443515215,0.0067547811656729,2.30262096567156e-05,0.0148607263772881,0.0027395037858747
0.0004097033691471,0.0003925450011521,6.175266316259393e-05,0.0101529880616809,0.0011072541868815,0.0040666762493529,0.0035559053993889,0.0009093515039514,0.0307273498366645,2.3026209656715585e-05,0.0035439754165066,0.0034968842213206
0.0006470581655139,9.241595413198805e-05,9.547787995473472e-05,0.0075594362561388,0.0016036863775586,0.000509538884052,0.0039520536714273,0.0007424788760575,0.016041158846831,2.30262096567156e-05,0.0063356799294291,0.0069420435879445
0.0004382083732726,9.241595413198798e-05,0.000183338339417,0.0203146974381271,0.0008840999207773,0.0004783435644278,0.0158594430445251,0.0004756498561665,0.0060209989842235,2.30262096567156e-05,0.0023924516437014,0.0050828694331403
0.0004655577947119,9.241595413198798e-05,0.000183338339417,0.0118582645858982,0.0001491810854225,0.002035931793605,0.0008915161422928,0.000679589573853,0.0015490404010153,2.3026209656715585e-05,0.0029017729892099,0.0040010155188767
0.0013199471580588,9.241595413198797e-05,0.000183338339417,0.0115405169456769,0.0005116094046367,0.0009629966601318,5.323819256195576e-08,0.0009544579592519,0.0076827092396504,2.302620965671558e-05,0.014706195866489,0.00440925166786
0.0004929800564198,0.0040018916552878,0.0001297458573617,0.0022800405298936,0.0003031233426984,0.0079005369718179,0.0040449733227504,0.054420301908808,0.0067391721752658,0.0020916664821124,0.0107777875326385,0.0041973986571962
0.0007650646092247,2.3094921333617413e-06,0.000109125567999,0.0097953210929195,0.0020060027228393,0.001222373585752,0.0122622678892536,0.0148545670661592,0.0095718046576087,0.004843132085409,0.0086127534707577,0.0050777917600415
0.0005495221417435,2.3094921333616346e-06,5.983623529174342e-05,0.0199626061969382,0.0004473797008552,0.006522448298586,2.685933986984042e-05,0.0337532492533594,0.0003616895603263,0.006312494806926,0.0084457323865168,0.0042572804097491
0.0003268531458275,2.3094921333617413e-06,2.94399469711018e-05,0.0382565644620216,0.0005335035876604,0.0006538636465859,2.68593398698404e-05,0.0796111055068854,0.0065967347413928,0.0057015779328118,0.0046008362239472,0.0024834828747126
0.0007135678191004,2.309492133361718e-06,2.943994697110181e-05,0.0147273442972162,0.0001810608316777,0.0026746190939835,2.68593398698404e-05,0.0280393965749818,0.0091625680436135,0.016409281132674,0.0021280658914716,0.0053966081426155
0.0001942295668092,2.3094921333617413e-06,2.943994697110181e-05,0.0270561255050685,0.0003424532882098,0.0209864124212756,0.0070170656530194,0.0206297997120923,0.0255462145387904,4.088937127474642e-05,0.0019702778671026,0.0025181857575717
0.0004611335691074,2.3094921333617413e-06,2.9439946971101825e-05,0.0204946832632068,0.000564368584111,0.0288327466892179,0.0033416637871031,0.0333668856723719,0.0542123752406982,0.003832301246112,0.0007674109288322,0.0017977060809083
0.000412622481089,2.309492133361642e-06,3.01275855331099e-05,0.025657673520103,0.0001815943782624,0.0159248278189649,0.0002215411091255,0.0053322317902801,0.0089471172152475,5.0466542866686485e-06,0.0024096956311289,0.0020561727790159
0.0002787330584593,2.3094921333617413e-06,3.089155969568304e-05,0.0037683990737602,0.0004458616201836,0.0033343929612746,0.0002215411091255,0.0183865158129909,0.0052086116721458,0.0171500851730457,0.0080123789846047,0.0024221331501506
0.0009872695962758,2.309492133361729e-06,3.0891559695683056e-05,0.0012875803875093,0.0003624444693913,0.0041809008383747,0.0031900419927692,0.00400167498592,0.0104596552255866,1.3535046917042693e-05,0.0002760997864817,0.0024300235880138
0.0004418047416581,2.309492133361734e-06,3.089155969568306e-05,0.0010481994516314,0.0002393587494373,0.0007810261155171,0.0033069280673335,0.0420946031132455,0.0012169903773193,1.3535046917042749e-05,0.0042654538591996,0.0018555476799698
0.0005309271595554,0.0032157389649172,3.089155969568304e-05,0.0027508500909679,0.0003454670302522,0.0053076244018837,0.004323878356245,0.0099060689383335,0.0026837036914536,1.3535046917042794e-05,0.0090400369630922,0.0024368362271444
0.0012159152523144,3.7400847371738815e-06,3.089155969568305e-05,0.0020103625091006,0.0004983131354942,0.0003076233893664,0.0047255934630688,0.0132474124081866,0.0314405271088729,1.3435693814450688e-05,0.002015214236426,0.0019827184256937
0.0004432418649031,3.740084737173887e-06,3.089155969568304e-05,0.0013178694976303,0.0002836758895967,0.0011880071223147,0.0012113053907154,0.0409342228027548,0.0072311847396056,0.0003733931287649,0.0123942133687252,0.0018211287429933
0.0008364998221164,3.740084737173892e-06,0.0172025935785217,0.0018327433625115,0.0011812231232615,0.0006248561631122,2.903163310424538e-05,0.0065922814877893,0.0267413305819494,0.0004672543485154,0.0155487703708786,0.0021866150750322
0.0015959006130454,3.740084737173887e-06,0.0002633331148467,0.0021147517482481,0.0004168995428596,0.0020761151586588,0.0006290117623545,0.0292808233349327,0.0019527964595825,0.0011765311761358,0.0059002023772119,0.0026090385467839
0.0006029309411357,3.740084737173868e-06,0.0002633331148467,0.0021982661487128,0.0005325935374383,0.0004244024186485,0.0008929562448601,0.0129566143433712,0.0024175620482356,0.0014882810762331,0.0026752259838761,0.0031259118243569
0.0011688482426408,3.740084737173888e-06,0.0002633331148467,0.0009499357647451,0.0005034237815391,0.0050736051479979,0.0006776618792426,0.0071625034672603,0.0007896553188627,0.0089669724828232,0.000513585476435,0.0017832734881418
0.0013353558179106,3.740084737173867e-06,0.0002633331148467,0.0011561533751796,0.0008687698096415,0.0016301392762914,0.0003857306507852,0.0178936255587892,0.0011817992014184,0.001480331963426,0.0016950262476877,0.0019297926964376
0.0012395485640817,3.740084737173888e-06,0.0002633331148467,0.0042211948371546,0.0006565840794913,0.0431502235091352,0.0235440509381749,0.0021949199096492,0.0049401233934722,4.857900866696623e-06,0.0023379122576922,0.0020399126380816
0.0012406552890395,3.7400847371738815e-06,0.0011387279905382,0.0035853418710094,0.0006708956874541,0.0027827294431724,0.0045934946714504,0.0241915355063656,0.0006061830724351,0.0002243832942998,0.035253673357515,0.00156941602084
0.0048744837097681,3.740084737173888e-06,0.0011358318610931,0.0079884909303912,0.0008919644441795,0.001376367186316,0.0011985541275561,0.0139465688416309,0.0005321146423592,0.0002390095452076,0.0168875499143194,0.0030455752997247
0.0005984420057237,3.740084737173885e-06,0.0004889304762512,0.0061920309449725,0.0018431879986874,0.003902753659947,0.0002154256505993,0.0063359964137949,0.0009285367725595,0.0002390095452076,0.0219497834398695,0.0023672908367563
0.0005217908421367,3.740084737173888e-06,0.0040369434440237,0.0010496875492489,0.000672647302835,0.0012015479645659,0.0133240540800853,0.0002998526274418,0.0546346571439181,0.0017295466608483,0.0022756956597926,0.0035182110773797
0.0004290602700765,3.740084737173892e-06,0.0009346497505563,0.0095684496964157,0.000989430477896,0.0022402287691874,0.0377673294124293,0.0005397960800866,0.0010163495732967,0.0016122336962815,0.0102171185594409,0.0048373646314289
0.0018897754832118,3.740084737173886e-06,0.0001187235491459,0.0009212684593289,0.0009735647585694,0.0075229936353018,0.0232766693557413,0.003891026913051,0.016497444224857,0.0008637056461854,0.000666716742432,0.0045677704749353
0.0010117564525746,3.740084737173893e-06,0.0140849657108499,0.0011530024107868,0.0012029000779407,0.0041178046801726,0.001971398051862,0.0004086416291872,0.0088265760384961,0.019880861305239,0.0020447714150478,0.0060599887268989
0.0001209865661302,3.740084737173894e-06,0.0026270748197306,0.0010225692810043,0.0011209465311694,0.0024055022045797,3.230042299073977e-06,0.0237855950799591,0.0063575202305028,0.0020645371887841,0.002324628589831,0.0039836989403045
0.0007724964939689,3.740084737173892e-06,0.001339620130562,0.0030443712229847,0.0012352305224597,0.0071759199901519,3.2300422990739496e-06,0.0036250650556282,0.0015927357952043,0.0023329968413919,0.0075485647636752,0.0026482814061446
5.7837161201160976e-05,3.740084737173888e-06,0.0677604347495246,0.0045861572285145,0.0011942263976931,0.0042353428186527,0.000296697663457,0.0002469237599902,0.00171188189705,0.0006251062590739,0.0279937854601922,0.002464747775394
0.000143546456942,3.7400847371738806e-06,0.0054025911006414,0.0049800534443331,0.0005049062064637,0.0067556678358051,0.0003411704829193,0.027364572727141,0.0062304330594816,0.0011350126553714,0.0008770352011092,0.0029506695591598
0.0004865591312078,3.7400847371738793e-06,0.0001649672431326,0.001749339814163,0.0015642475202455,0.0028449864443886,0.0033369519005538,0.0269652370751781,0.0062048992322506,0.0361017934900506,0.0012430353401836,0.0027705003120539
7.71209549552534e-05,3.740084737173892e-06,7.538551629965851e-05,0.0023621215731983,0.0010636017487152,0.0022790216787541,0.0037167181410521,0.0631239636586804,0.0020060473711487,0.0045980801331923,0.0017362468470252,0.0032547853348122
0.0002202895132583,3.740084737173888e-06,0.003189202375715,0.0267500657239287,0.0008834263567417,0.0007748669947029,0.0175639796145209,0.0456440628907236,0.0148723122994266,0.000234648055176,0.0132742168918069,0.0033342642382062
0.0009742160997681,3.7400847371738895e-06,0.0040554259816725,0.0565637087791247,0.0008406725872267,0.00043284943713,0.0107003746354359,0.0348070571109382,0.0001478124547291,3.5559053993889366e-05,0.0049853890670607,0.0030673406531453
0.0004646324694245,3.740084737173888e-06,0.0006908831812205,0.0186152438436921,0.0007890692381971,0.0014268644472011,0.0055162166336108,0.0160137553561751,0.032279005350561,0.000432401025186,0.0813944353718282,0.0028034191217258
0.0003538730498743,3.740084737173897e-06,1.7756476018465098e-05,0.0057216794324273,0.0006544587918707,0.0003639300768441,0.0271046209484812,0.0008420113982733,0.0011620935772135,0.0003858913905457,0.0037263978567121,0.004865111284822
0.0005656381991071,3.740084737173888e-06,1.77564760184651e-05,0.0005190223913022,0.0005104019941911,0.0012064387685092,0.0003808751425614,0.0001975010270148,0.0038516577273235,0.0027482423173495,0.0784759257128055,0.0025697981781615
0.0005907218733798,3.740084737173891e-06,0.0001247251317569,0.0008611910675609,0.000527180023843,0.0435118742997392,0.0001202211079557,0.0004813660822829,0.0029662296991619,0.0174693252024904,6.444777994585083e-05,0.001776926111975
0.0008119234457493,3.7400847371738895e-06,0.0002334972659829,0.0006234171037082,0.0007781728847824,0.0088459186108178,0.0018301782380334,0.0002871049562729,0.0006110826624338,0.0057106228929497,0.0206134016320335,0.00132466943221
0.0009593240098991,3.740084737173888e-06,0.0051409271760937,0.007269444286631,0.0007113673298278,0.0004874112179134,0.0011162331938817,8.508731120828009e-05,0.0007570544287413,8.962463800031738e-05,0.0072875112973306,0.0011695908008706
0.0009552782201381,3.7400847371738895e-06,0.0041252208129373,0.008472411321647,0.0006562270262846,0.0150068849191984,0.0002053505057735,0.0002855197317025,7.242205573190598e-05,0.0002343324744093,0.0016491983220861,0.0007921576160438
0.0009526778635259,5.968311454109278e-06,1.745901231417404e-05,0.0058685920472941,0.0003665396630053,0.0244149130294344,0.0002053505057735,0.0009639285125038,0.0004490586724262,0.0119985638987795,0.0030448167469655,0.0011195580711637
0.000918692098314,5.10716274523972e-06,1.7459012314174044e-05,0.0016361614887942,0.0022849916035657,0.0047339852689051,0.0013920510704965,0.0009226658461589,0.0001730044906862,0.0093930206967629,0.0157021132942612,0.0016298916370884
0.0007950597257173,5.107162745239723e-06,1.7459012314174078e-05,0.0119616763072483,0.0017961453842428,0.0188669325542272,7.352843886979209e-05,0.0005695452968591,0.0024165362368116,0.0083091112929714,8.65108727655614e-05,0.0014548880452563
0.0023920024715732,5.107162745239727e-06,8.364310641600014e-05,0.0036198263975016,0.0011108353280918,0.0010177081381594,0.0006045971085343,0.0010167566400438,7.557094863001628e-05,0.0002877325129686,4.026411795569682e-08,0.0007116587637797
0.0011770570062383,5.107162745239725e-06,8.364312179068854e-05,0.0050145073409574,0.0006329618336233,0.0002316242509433,0.0039873860630859,0.0005859157775493,0.000107456155864,0.0002877325129686,1.889187900996508e-05,0.000831922117222
0.0020579777834017,5.10716274523972e-06,0.0001202865383671,0.0057646700554862,0.0005112715130915,0.0054003283755613,0.0039370385134951,0.001141828521799,0.0008986999388132,0.0022386248380659,0.0009381468689126,0.0006599787625951
0.0001282092709559,5.10716274523972e-06,0.0001201864781601,0.003027666603447,0.0005570105144703,0.0056448922746086,0.016834965367748,0.0005831965864495,0.0314899879290299,0.004506631460143,4.97977395675558e-05,0.0008498898173373
0.0010246354253504,5.10716274523972e-06,0.0001201864781601,0.0350373227935636,0.0006149146231002,0.0219033477955882,2.714678433110143e-05,0.0012751912648806,0.0009512117525077,0.0139261445990965,0.0005523985553171,0.0011547936890984
0.0016598206781365,5.107162745239723e-06,0.0004923502554568,0.0088072157635916,0.0006081563976414,0.0052918088234072,0.0001355867263565,0.0020872577335332,0.000861871793637,0.0005346048530615,0.0025098158598722,0.0007789962286753
0.0013227546961566,5.10716274523972e-06,4.963400078745815e-06,0.0169187065837228,0.0009704911054901,0.0050880474110709,0.0103223020973604,0.0066093703023938,0.0004739040734308,0.0004616868532164,2.59772628445842e-05,0.0010615239311817
0.0073531018617284,5.10716274523972e-06,4.963400078745807e-06,,0.000704958173852,0.005855725224911,0.0029317224446546,0.0043562688310015,0.0001841172703756,0.0002723790260922,2.377975514171357e-05,0.001029171742692
0.0007389174330903,5.1071627452397246e-06,0.0001380221202422,,0.000948620132666,0.0009281570722842,0.0020181260229197,0.0030812207823136,0.0001267496472626,0.0002752083734136,9.769800621741208e-05,0.0009776521520823
0.0025674346411508,5.107162745239728e-06,1.025765769130731e-06,,0.0007238395766286,0.0145010464098862,0.0002321932661191,0.0183348764637017,0.0014799752861141,4.534227218764455e-06,0.0126997605207786,0.0012538080189821
0.0019901909858686,5.1071627452397246e-06,1.0257657691307304e-06,,0.0005537269554048,0.0051943326367694,0.0002717879711691,0.0094437812861392,0.0033757482398022,4.534227218764451e-06,0.0001926890025485,0.0013640727403188
0.0082281068630769,5.107162745239717e-06,0.0047536933867762,,0.0006356919715592,0.0151778048480825,0.0003115133613433,0.0089293517162533,0.0012623617211541,4.534227218764448e-06,0.0063169242088637,0.0017210317933641
0.0043737628743534,5.10716274523972e-06,0.001639542988462,,0.000458193165891,0.0271559045806478,0.0059640834703681,0.0051225252852956,0.0182403725970882,4.534227218764456e-06,3.1886093100466226e-05,0.001329494236422
0.0077526629005593,5.107162745239723e-06,0.0005701801743707,,0.0003124375433959,0.0067015789866366,0.0074425527219523,0.0131192206878901,0.0356260988706136,0.0002186773663825,0.0013821376342492,0.00143523897652
0.0029074327442664,5.107162745239728e-06,0.009038912647974,,0.0003153008442593,0.0005668254628259,0.004049180168756,0.0055403738800061,0.0072042255578224,0.0002910440360539,4.58648612703585e-06,0.0015662952399867
0.0011867756666967,5.10716274523972e-06,0.0119005767129477,,0.000310247709916,0.0062730963697098,0.0013996236424646,0.0052132492728985,0.0091584874055005,0.0002910471210161,0.0130383883646228,0.0011364589546507
0.0004618716569394,5.107162745239717e-06,2.346406507759395e-06,,0.0004704168882867,0.0021316783027156,4.25306779804376e-05,0.0015236396639686,0.0400265070083179,0.0048496924365636,0.0025449281732236,0.0015169313363297
0.0047819433302108,5.107162745239714e-06,4.8940413048537135e-05,,0.0002180090746894,0.0052145119439314,0.0002001861686865,0.0010968905861551,0.0448263899013671,0.0001267702737376,0.0171454577890056,0.001547918214054
0.0037010977944237,5.107162745239727e-06,0.0001566150341767,,0.0003851396170694,0.0065894245211784,4.761831496003304e-05,0.0032856255145856,0.0161390309005557,0.0001267725061153,0.0079185104667711,0.0017585112889706
0.0047016481196145,5.107162745239725e-06,0.0001566150341767,,0.0002934485820589,0.0023991278268519,4.0336638263172927e-05,0.0122158653240153,0.0014797842734858,0.0001267725061153,0.0115339398435552,0.0010715344060744
0.0015075620084923,5.107162745239724e-06,0.0010037802569192,,0.0003756842547668,0.0060615233621892,4.033663826317284e-05,0.0163378659660423,0.0325614510134248,0.0152458426370587,0.0003872062670808,0.0018781642050277
0.0007977342759332,5.107162745239722e-06,0.0018730778879337,,0.0003295595136862,0.0011779880886471,4.0336638263172825e-05,0.0151534782869415,0.0159221863604408,0.002629533752742,0.0028937834884382,0.0043054499345681
0.0006489795919027,5.107162745239723e-06,0.0008808247789472,,0.0003896237376207,0.0022779277350753,4.0336638263172825e-05,0.0193905053885125,0.0003355890395199,2.5038100190859705e-05,0.0157447341187549,0.0021187851174462
0.0030279987201926,5.107162745239721e-06,0.1053357455520615,,0.0003642416529966,0.0037155615235931,4.0336638263172845e-05,0.0126092331074108,0.0029416101982598,2.503810019085972e-05,0.0033444043807575,0.0019219213419007
6.11982479645956e-05,5.107162745239724e-06,0.0335570013798486,,0.0003202810018625,0.0005656164458302,6.465086157393075e-06,0.0102033542830587,0.0083396183678766,1.3420482304192502e-05,0.0060748763401074,0.0016083066173377
0.0007491569401966,5.107162745239723e-06,0.0062093294275809,,0.0002318769121003,0.0020993494988855,6.106887286021473e-06,0.0098048222788297,0.0056039470259381,1.3071416786707825e-06,0.0117779024234229,0.0009686469755347
0.0003582053463047,5.107162745239716e-06,0.0692692346121266,,0.0004569456236233,0.0012108505094903,6.106887286021474e-06,0.0069156592870217,0.0164961750001033,1.3071416786707888e-06,0.0167588917580071,0.0007546543097261
1.413935505268641e-05,5.107162745239725e-06,0.0316429829060147,,0.0004385913595738,0.0008195302825888,6.106887286021464e-06,0.0092475569673976,0.001946314917957,1.307141678670801e-06,0.0100979250496196,0.0006037006320138
2.839046853374404e-05,5.107162745239715e-06,0.0085335104416786,,0.0003437725798787,0.0005611422553215,6.1068872860214695e-06,0.0054365188651591,0.0010380949458553,1.3071416786707929e-06,0.0010564332096309,0.0005292119860138
0.0003733933487912,5.107162745239721e-06,0.0352152245626579,,0.0003803215817793,0.0002753250741316,6.106887286021473e-06,0.002496934662592,0.0003428589143435,1.0544482979679594e-05,0.0023754694392312,0.0004248530990215
0.0002315959410236,5.107162745239723e-06,0.0481157755098555,,0.0003863373493278,0.0002931694230258,6.106887286021466e-06,0.0009833259524973,0.000533564428996,0.0003724384989441,0.0072095330671098,0.0005787247216911
1.645660722976568e-05,5.107162745239722e-06,0.0151837252724116,,0.0002924252254435,0.0004577647246286,0.0014862532826352,0.0009656329335203,0.000312199422658,0.0110486870510835,0.0009938995947925,0.0006399793679494
0.0001159984751324,5.107162745239724e-06,0.0297351826690919,,0.0003868845852688,0.000327400090421,0.0013285931138901,0.0017996119821287,0.0001875328784934,0.0045869491519018,0.0030242849132623,0.0006716191049808
0.0031767521541938,5.1071627452397246e-06,0.0004530520707363,,0.0006908344395783,0.0009414302757846,1.414429005678888e-05,0.001421310220236,0.0003435936109335,0.000539346005573,0.013247486257503,0.0007414776304994
0.0007994654460374,5.1071627452397246e-06,0.0117990824454023,,0.000519805852308,0.0006649348579807,1.414429005678886e-05,0.0016629881570262,0.0340550355074205,0.0004137148604682,0.0004969239465976,0.0008266168813834
