Counts_P8,Counts_P8.1,Counts_P8.2,Counts_P8.3,Counts_P8.4,Counts_P8.5,Counts_P8.6,Counts_P8.7,Counts_P8.8,Counts_P8.9,Counts_P8.10,Counts_P8
129539.44973731872,97540.02528082156,110087.55959698097,177139.41677420086,169560.3165547623,167335.25134483236,167833.25752643036,156827.42886083852,162464.8154427433,155454.68985164317,157575.57569596262,153680.18376670495
171821.66815356087,120889.99107119668,150297.25997307556,143410.1147166092,149379.90473638062,109262.32350527504,166711.87940283003,179425.92624059448,152017.46678643295,145122.04833081824,160781.26607775778,134541.4663713169
158080.73863472455,144118.46480248834,133773.74359184285,179929.99376321316,150180.80426697226,24367.030947251173,158563.63992276145,187522.17361674947,147116.3797845124,144799.65791719162,132237.28828063194,172102.67661649737
109920.51724254587,24367.074909291743,119179.2806349026,154173.25365384945,133403.15887844338,119065.49511399708,132426.09404455617,150448.49069076686,149864.8114269688,24366.95738000092,134726.60094922516,146463.8241333541
161892.80170879202,148647.49917573293,143640.4060270082,150413.88458137418,66672.1168918221,142049.1849264264,144463.0582197786,189913.54369072395,150019.09007733606,151862.46991980786,118769.203679341,172339.19724798133
175428.3630572191,24367.07444528151,146616.12216520033,160030.72916937416,147708.35572409106,150635.030088737,24366.49897169102,193915.638269195,149150.11920716288,159779.7779174444,24367.058860018413,161879.54264995718
141234.07685875113,24367.0744453886,24367.038380455146,155975.38324801304,24367.05804931723,152166.34897283034,137040.22480668515,181370.7272115689,160968.2385554456,24366.99941148353,161878.10984599052,161568.3404992794
168103.49375116613,24366.50685428713,145633.73952552283,151698.75933713483,130636.87356003214,108118.5089427402,142816.66780893278,164498.3673351078,24367.0531808888,24366.99941143644,146044.61435501333,175961.18669079413
167918.74227200836,24367.06948079651,152196.22569038035,162192.8789506477,26710.578117125897,145246.32384237612,130921.45191310457,157318.39847694102,110312.8860090596,143333.72257151647,190613.17491663367,162623.1159804156
141228.6422300537,24367.069480608665,148125.06487916567,140517.24410073817,150280.09577972323,158774.27680143173,24367.019793779466,160972.28285941735,156672.49528570657,24366.964687902408,190831.45289840107,179487.11173581594
184383.57878712585,24367.073774085253,24367.030602490177,154667.53122196035,152767.5428216412,188377.0583107792,144669.03730189733,190911.09257709407,120340.52435012512,146197.54335465495,190297.5572175886,175576.9657247829
143643.11181515185,24367.073773767286,153080.6048974854,157343.34729907935,159749.5975382576,188922.8352937992,146546.05844472907,199403.0421871792,155494.27530820057,24366.990829893508,185135.79890436408,169025.47405655473
189714.0377170168,143458.5463795883,147825.20720387998,152706.79374958997,155964.74130394703,163694.77884039443,124559.23003664012,185083.2580715061,141974.028522405,112367.64405588864,177862.3171579636,171198.8335481418
