Duration_P6,Duration_P6.1,Duration_P6.2,Duration_P6.3,Duration_P6.4,Duration_P6.5,Duration_P6.6,Duration_P6.7,Duration_P6.8,Duration_P6.9,Duration_P6.10,Duration_P6
77627.62209810058,76430.77365884543,72134.9279655401,96338.42405182427,20632.047149620776,91473.98265098168,60024.93383697649,71485.88665751801,42018.13073635461,20145.035919621547,57258.47755837364,94461.53901311646
72310.8793749584,20684.553994815466,2232.4149628691325,36645.62856523794,5107.788096395414,89343.88991623488,39781.66665938806,92149.74036030564,29665.48361560337,5021.965243533407,69036.28732450135,77398.09693872003
99056.02833291353,3555.972586576371,4081.661631847488,71777.29309822115,10049.69855443094,525.9448447008153,40079.99171919999,59483.12021803125,4971.451617659244,3183.3534505584007,11744.871970716287,51127.83627880581
95864.63025075509,106.8367425336451,1548.0656153968848,28494.511777564345,6228.625481235815,18018.62053708926,10532.106237142973,80388.1329146015,4670.972575619035,284.57942146558764,3432.230052936141,93925.18570351946
113049.78403115516,1099.085165759309,4262.599363720799,13304.092159947551,1034.8520925204398,2301.950774155076,2147.5213057953138,61660.69276275324,7146.248465623424,9431.944163290282,6716.271389193839,105375.93551133576
95182.783160247,143.97918167506745,2137.1500004128325,14622.814138361797,4273.534069672343,12037.73951714735,235.105046499153,18064.195201591763,9212.968400688242,17029.843769475014,199.33567420819003,83940.10224457948
93840.0038680084,143.97918167556043,177.78401613165275,41530.58047037485,347.3225244312477,5316.597820203666,6394.343472550349,11795.557079200082,20456.801827799834,175.7100547408713,78003.56298327309,69046.65844047986
118647.84466435351,126.44549293787726,4500.671509057584,21832.5508394423,4938.871210567128,57450.876192655145,2562.0198242121805,38228.9156729011,441.31470609815295,175.71005474096376,4472.440601126559,64872.196601773154
112071.75808629784,126.44251057153843,3197.3716961518385,38950.11070162271,695.096782019705,3266.3040471322943,1952.613929230522,13469.77605039348,1728.711330961658,1348.1748061508142,95157.77223678547,66363.4701332115
90045.9111212272,126.44251057152916,1596.9083313475403,77924.43535462698,5168.269990926924,37005.94734449126,429.82513074431847,47258.853962295856,3907.798526916341,188.9570568476853,98372.3166692039,66618.10957426827
99904.2265604446,178.15165291981302,300.79843421284136,91647.69009899962,3735.343228340333,79364.81422393785,2937.557464602932,74270.24069780631,32394.58943766816,2630.743954768521,100613.64657601892,70546.70104260331
107304.46995150491,178.15165291974083,10965.955624870505,9016.035065751308,36231.1605562927,91834.77115694583,6705.33060156573,52555.58769116052,10817.819117977484,381.9251944162669,86642.75864449692,72565.2672699402
56041.41609137792,2378.211519485475,3353.475099010163,4322.644109392052,2933.518945887643,52534.354845251066,40838.11141482269,59853.48145234027,37141.9984455047,1076.554651710753,68173.96287883178,79750.13920718734
68647.75657471325,112.43193919390475,5304.285932474436,59535.34763662169,28686.93458158038,42282.64841888041,1291.38903238109,60779.16340104504,72160.5469274182,2529.44938801554,108493.36563438218,78409.7086281172
54985.19516650612,5048.637729251372,9180.552200266004,5904.296408877808,2309.0371394174767,72115.92972608646,2139.023213499521,31645.803348653088,13854.63754295919,164.42908631813043,82990.52321226134,76014.9399900926
53018.46661625685,64.04310922037975,123.8650692588814,7357.064230579139,320.8159014023776,4003.2428617960727,432.0581953428024,45434.05043205732,2245.3846377457667,164.42908631783044,79095.78843838727,75362.17717011562
98406.47058500322,64.04310921878374,120.63993097983548,33272.572305469694,1764.2614856846722,9683.011709121503,432.05819534280425,52998.13701250021,4378.333957501798,164.42908631792557,109475.73416707202,82114.31152907223
60209.59106551588,64.04310921979214,120.63993098001252,41741.528436573295,151.2348890860839,52390.97157507717,9631.421661474502,51354.62928991732,18912.06165091771,164.42908631799554,123917.83274064878,78510.01177723045
74922.33875598435,64.043109219279,120.63993098001797,14595.53335640789,869.8631995964839,143.3679342205409,289.6800822209682,65704.87583471347,9606.034201067385,164.42908631805335,113756.92578514435,73669.06523274745
86274.7538696968,130.86002201957967,1549.50330938401,14011.015043987536,1266.888276573663,41820.17274067091,13244.758402100177,68422.80618799145,8957.150562525338,164.42908631816462,31821.931329833475,78071.53114776859
50916.00191402203,55.97372865229446,1068.3144088506497,15896.40672944134,11183.76952385908,4777.226252701483,71988.35540623243,58395.999978073065,3853.3271315661,1211.2370722974454,19557.01478869265,75563.19204717223
86464.08061306973,55.97372865212838,6855.821829683769,7319.087467341855,194.79188990315285,11626.04771002144,325.0984563833985,62048.6458233688,22443.174420129228,1441.9438231285478,6524.952925214428,74511.69029065568
7878.300538782692,55.97372865225022,93.9939324082935,22697.966502201696,167.4480187781324,52541.25262203675,12868.767981286448,75155.26064106321,10728.991218643,12526.658683103242,22723.74607526596,76414.03466754
30739.244129105817,55.97372865235232,1501.904113068233,6272.407722210555,167.44801877819134,60036.33276229678,95.72682668331392,78014.05720386129,23476.13842982936,159.08364542942135,54869.89645104755,86060.75945857528
14587.74064859429,891.1764203486858,364.5892350978236,21895.26465134562,18660.434153484704,6386.447527711867,66824.16394253883,89988.91521998525,61530.918455014216,159.08364542936187,57321.62457278719,87536.19711034729
92163.20288320634,2844.2907812192366,364.5892350975698,13594.778591111117,5765.705826169571,2318.8164137094705,34936.26864961972,77236.6532098884,15200.397058832892,159.08364542927072,60806.80073342482,85231.2345360157
64983.48527926791,5650.013484922633,364.5892350977782,53496.33332190186,11046.135774841336,3782.789929460194,14520.099239767686,100545.92611237874,24894.63547321217,159.0836454294211,49946.80181190588,87450.60749005726
91598.93334339668,39.53740814976033,364.5892350974759,20819.676324807384,14224.301469655122,194.9969202944349,1296.3927312796795,80546.31592510376,9082.703830979455,159.08364542941922,35660.52219065452,96143.59658916184
63393.01248736213,1362.6705249163128,364.5892350976284,75336.59017105923,42582.03103844167,4353.227248016376,12510.164448554578,60612.36599862099,24463.88946480952,159.0836454295295,49943.20483563273,97537.96595583364
67228.00498486396,1041.6783608528026,985.7770117766016,37676.93340602404,64090.90087446991,13539.488388715306,7396.067056398873,65392.209444726606,32976.384119752,159.08364542944443,6134.806631629652,111395.60455731105
