Duration_P10,Duration_P10.1,Duration_P10.2,Duration_P10.3,Duration_P10.4,Duration_P10.5,Duration_P10.6,Duration_P10.7,Duration_P10.8,Duration_P10.9,Duration_P10.10,Duration_P10
1.3381281059416923,2.105156506987587,1.454200874128065,1.8677395789740248,1.3155574524558058,1.176490032991175,1.7151112874186942,1.4141966665248051,1.1879014278136006,0.5897343748571465,1.5689987523236653,1.209246177526822
1.3612177756050767,1.4454047369615572,0.3003766368310154,0.9516732333496024,0.6903715758857416,2.1238073619037747,1.097913768631153,1.7214612859607386,0.9853567172455016,0.6369096650053969,1.4626424932172304,1.6783827688114925
1.0885573068445988,0.4928558963151123,0.5499958147275326,1.6129332905363427,1.0277981723933884,0.0810589561427323,1.2715659285026273,1.744733332665723,0.6585045029242038,0.4242477913720608,0.8871857561785732,1.480617661042432
1.593733530921168,0.0164657471650376,0.2285315908393312,1.10246771199668,0.7901628060511183,2.016386794511212,1.1762701689195372,0.8785708634306955,0.6234940063370491,0.0438595626120357,0.3841033288613854,0.9615762930048252
1.480942376137624,0.1491011884993487,0.5854144113583405,1.192967025681217,0.1592241750740657,0.3270224653937356,0.2836584909823072,0.5441678652048424,0.8733509468943189,0.7454994993693661,0.6755285798461808,1.172617449080697
0.8345806552651419,0.022190163650739,0.2863486209138147,0.7368985594929187,0.5735820893607032,1.2940831520669698,0.036234711892933,1.3124020287035183,1.143089425913219,1.2039790006097624,0.0307217417204694,0.6671274723665312
0.9171080694206072,0.0221901636508147,0.0274001863736971,1.990344767258256,0.053529569799625,0.5958436446126929,0.8083877765977405,1.0259044393581218,1.305812570056387,0.0270805461234231,1.6851067346233728,0.5621169937617524
1.3730525683533903,0.0194881087862246,0.573559687811745,1.5493268105600335,0.7070511183891939,1.528324517620281,0.3675120414135296,1.5803252591852903,0.0680157050038233,0.0270805461234373,0.6145378927250132,0.5297661171478211
1.2128363916754477,0.0194874006683203,0.3473126143419993,2.117756191756399,0.1071481129447062,0.4386387434470086,0.2874806008375741,0.937547490013844,0.262297373845683,0.1867236966033689,1.1661516316251168,0.5588219922818307
0.8870777806144934,0.0194874006683189,0.2238285856117511,1.312806298936585,0.5819162994434962,1.1781915772776312,0.0662449242956357,0.600615083791501,0.4691515712300615,0.0291221825645783,0.9265933775079124,0.520947470514376
