Rise-Time_P14,Rise-Time_P14.1,Rise-Time_P14.2,Rise-Time_P14.3,Rise-Time_P14.4,Rise-Time_P14.5,Rise-Time_P14.6,Rise-Time_P14.7,Rise-Time_P14.8,Rise-Time_P14.9,Rise-Time_P14.10,Rise-Time_P14
79991.36261979515,31500.97225549602,62670.90584085081,57378.47388574428,37641.75952439059,74189.72113784017,51193.84461925475,68535.73876855033,45793.58146356096,27608.66918590485,61568.18823752849,70202.46406541833
67503.20144925367,21663.844948214155,11490.407223706314,48682.65175939485,12415.90646354514,64564.20504909902,43301.40311659967,60017.54105212144,37547.014840589945,11767.4675697413,36283.92295700967,44758.82741885531
70509.1018805809,9636.441105546037,9265.148819043578,61782.73272628264,13882.09712511494,1615.7147693218906,41078.01635902703,38843.45754875889,11517.187086678345,8862.951433819755,10832.185004831908,54387.27993883187
79181.05488151402,1615.7147695685728,5049.297781032688,35600.32895222294,11676.746865224555,10269.683088777954,18822.405354309507,77802.38427750187,14102.049524660477,1615.714770671528,16294.207072354722,75581.84094271307
70249.76778362096,9626.215930511651,10346.456600406997,16527.333750771617,2401.1465435223354,6972.923881686349,10175.5552891808,74580.59333622361,15893.154579982916,17567.524135579064,13466.890914388823,74935.60487103937
74267.19957031998,1615.7147690843717,9841.423316254775,29636.311199116248,3612.773751742386,14607.480516050136,1615.709429201252,53245.31968642671,10646.060105630648,26108.93532709221,1615.7147691375876,78938.99236315388
76857.6347362512,1615.714769084379,1615.7147692727158,35651.20324337903,1615.7147692259496,15966.267968948909,34707.11846171698,41071.031551314576,36158.621697722025,1615.714769411459,46917.28950872663,79372.80807535694
78629.15695368519,1615.7145884625447,12247.954472040454,23207.164319308355,7335.195946553001,44554.11437601304,9659.974269326054,24933.65173087333,1615.7147691714847,1615.71476941307,12880.422899287852,80132.42174227336
76967.09108994194,1615.7147690715865,12828.481291396358,35926.46818567049,1637.9078410946572,10937.065374692373,7472.128694679234,16239.634181600122,5538.427167016765,7935.583454568926,75454.51541800224,80670.9628013557
76947.2255723906,1615.714769071781,9879.75762609251,63329.01351463804,16913.435427999375,37234.670517127226,1615.7147691228413,27900.868969053696,25092.88317547219,1615.7147689317007,72451.59241290484,80818.93354530541
64705.62635449845,1615.7147695564408,1615.7147699022285,40417.562799943815,11895.400890073188,73017.66580153008,11193.903929953409,76554.22676371662,25076.099139130427,5087.875987172657,73170.8807987802,76582.06267101824
74105.79859195057,1615.7147695544895,16813.772175947837,23978.701569625508,32390.91171701454,77677.65585111962,6956.34624386009,78400.98535787239,46953.90290912981,1615.7147690448337,67960.54339815245,73893.39732016994
65199.94195963645,8423.307087162682,18566.731258512216,13646.37680801337,18100.317378677017,53392.6053282519,32509.592362501,80461.69860206192,49869.375404933846,6980.52672391865,62649.48408583353,75215.18850115755
76657.47765141536,1615.7147689527155,26257.473993678163,69947.57586208383,61855.25818798755,36631.85755832944,6590.182847443037,74742.57793407611,81086.89382258308,11314.459657452708,75295.59834865775,73704.69631522667
76739.4270068189,15514.975939449554,21074.579077440143,10681.510640749631,10657.200811297578,70970.34481810636,10555.149622023142,77103.7337009873,14387.66577759934,1615.7147696099807,77273.16500161387,74500.65270752268
81845.6120508288,1615.7147691871328,1952.5020990040448,12676.415760025417,1615.6975952702326,12210.520109492134,1615.7147708219063,80971.93883172011,11828.717263523253,1615.714769620019,74083.28816350382,78311.83199805215
71394.85701657132,1615.714769189422,1615.7147695357266,46046.72928498456,10120.778938417125,25680.222965585188,1615.7147708226023,74689.45881306565,13028.391704566711,1615.7147696238603,75215.70515225259,74420.6312284371
67289.17160429194,1615.714769185686,1615.7147695342978,34122.58239231571,1615.7147689181056,42840.50425893511,11156.07293911817,80040.61828682748,26255.843865769668,1615.7147696066525,77789.255187584,77258.06305896096
82323.36089090645,1615.714769181891,1615.714769534717,26659.396387706824,9730.732898922291,1615.7147689471203,1615.714768991728,73441.210539639,14627.49904675062,1615.7147696218149,73380.4108512879,77531.98749389128
75481.88963695105,9462.473458005888,11337.087323783013,14739.854402058709,25369.74525269375,59305.96234693718,11405.69140146535,74853.28399781714,10123.139420892214,1615.7147696216746,29543.85545678999,72203.46340929283
68011.22456286766,1615.714769100527,1907.6115023069297,28009.93154741768,36055.74338274727,13357.044942968989,69342.91126288821,82145.757607363,16746.166602824716,7232.399465357088,26671.07601886893,75919.67182381033
78646.07276389038,1615.7147691006492,14265.332626492487,22803.26118657211,6308.570696013625,16483.516347964836,1615.7147691242478,77611.08620945075,25546.331956111542,5952.428021851076,20083.33185744455,75622.53445317516
29080.716012640187,1615.7147691023629,1615.7147709415058,31443.99501749685,1615.714769048197,56103.46840530099,15526.630270968555,79546.9898052513,12155.520408183062,14627.177070247762,32478.95913107901,77136.22452942844
20564.03108491614,1615.71476910151,11587.09929586165,11988.309344742194,1615.7147690501688,54304.50560577098,1615.7147689503531,69091.40567773634,62245.422965598,1615.7147691744842,52287.14713323705,73369.22950096948
31603.83005647499,2792.925947800956,1615.714769838209,66527.20683824668,34649.241886332195,12492.512547642757,65219.54165247653,75890.28660645841,43444.527708992326,1615.7147691762652,71217.60037585736,74675.23973043905
