RMS_P5,RMS_P5.1,RMS_P5.2,RMS_P5.3,RMS_P5.4,RMS_P5.5,RMS_P5.6,RMS_P5.7,RMS_P5.8,RMS_P5.9,RMS_P5.10,RMS_P5
59788.69083945651,41327.29369736824,46637.44628038015,49954.6526900902,24362.50643270752,50941.48861816256,36087.17408026779,42409.881211699125,47027.6034071426,19202.638938116408,24439.34710240015,73450.47735206467
50540.10832518236,10389.497337659008,7539.130223405416,41425.70038025907,9778.06057690509,14147.92268577929,31986.110252065497,48896.975487355565,34806.64612140243,9654.382571180364,30097.766999935524,59816.31074522862
51860.10547232008,8637.894940912889,10879.380403751398,44391.8018523832,8115.692643017973,7488.421032436212,32060.41727985036,56738.360442990845,8843.696864656158,8493.809222616954,10763.50431736477,39636.69587950304
77352.87072337525,7488.4224824248,7795.968481836052,23521.82559381277,10785.746572459151,8142.155257031397,11406.230429079473,95301.61993355524,9272.361771731436,7488.422398237387,8274.183849658111,76958.97716547213
52923.42235383039,8021.401288236175,8637.529032127819,9206.429559683356,7545.11292537876,8690.479412580342,8409.075520576702,96000.65027537182,10270.522107337612,12719.491133830836,11364.468320791637,75489.31698860081
68441.96032502725,7488.422699714561,7770.067165841312,11333.502824067891,8375.33662317162,11929.12660533979,7488.375799696982,61738.54354853166,8881.301281124759,10341.675631702195,7488.421958328168,85707.42678647563
66196.37341369386,7488.422699714557,7488.421983392838,28605.512594638945,7488.422034878142,11480.3712194874,20052.230971088105,64346.37857242245,17352.456158437104,7488.42105233052,29142.88073463827,79921.25030326363
89821.68123621932,7488.367145793797,8440.62293298088,20411.801564804617,10428.282974723325,65999.11275448136,8875.538640474888,25802.15680687557,7488.421867279598,7488.421052330534,9051.920886828117,76873.08389618719
56953.98428898711,7488.422749511555,8182.970958426426,16814.468864044407,7486.1813364266,8687.620900004817,7842.389900917989,18336.98590289468,7647.120874396756,8099.757038478104,67929.38312583265,95293.07660297344
73101.4110221206,7488.422749511551,8586.567608594001,8751.580818038226,8808.346615197335,23956.39207468112,7488.415055583648,35879.112437982054,8913.389345245605,7488.416857815684,93733.9531645231,87879.67420067551
55808.33626846814,7488.42225692426,7488.422497353164,26030.65246863685,10423.256140763711,55442.04001252466,8025.713169428372,80870.94014761034,15790.821144608792,8305.015688199896,77370.13064405585,73667.80798603536
