Rise-Time_P9,Rise-Time_P9.1,Rise-Time_P9.2,Rise-Time_P9.3,Rise-Time_P9.4,Rise-Time_P9.5,Rise-Time_P9.6,Rise-Time_P9.7,Rise-Time_P9.8,Rise-Time_P9.9,Rise-Time_P9.10,Rise-Time_P9
0.5725024693735593,0.1898611955723423,0.4439529844639595,0.4157747016826577,0.2325966854813503,0.5884599745579315,0.3318140906521073,0.5302749555470883,0.2970539647724807,0.1856887121662444,0.4159034420517701,0.5619701894082383
0.5158637191400387,0.1495689358779199,0.0778639093218153,0.305491157098303,0.0847315116572805,0.4299085092720092,0.3089831115589094,0.5222804088009818,0.2774065783989685,0.0814502651118504,0.2331573066269116,0.323095428786564
0.5519853001146784,0.0672482462184464,0.0661440508465388,0.4200438570876378,0.0939333937851727,0.1121435961998663,0.3125226112510504,0.2563915357141556,0.0789879989252512,0.0627672257297426,0.0743153241575792,0.3808769308118579
0.5858612359646135,0.1121435961789282,0.0451249762824319,0.2545020710117934,0.0802815337109113,0.0707301995392526,0.1250519133135462,0.7202198088858256,0.0958714633354452,0.1121435961406728,0.1083480111094754,0.6336841072372202
0.53523556581151,0.0669084627006552,0.071109531471098,0.1132189024099867,0.0491974177792292,0.0530974252540405,0.070126449814343,0.6450492224985308,0.1086048474584599,0.1203327050847233,0.0912283967435862,0.6149315197221614
0.7211201274012204,0.1121435962106566,0.0682312832379469,0.2054097681034213,0.0426671350127147,0.0995868402713072,0.1121424709273315,0.2863320327840419,0.0728532297690898,0.1788466250144303,0.112143596207719,0.7048758011319345
0.7093565866837365,0.1121435962105151,0.112143596191646,0.2670114392741415,0.1121435962041526,0.108422879818563,0.2459546406348017,0.2472271101231832,0.272512498753104,0.1121435961965811,0.4123605724055038,0.6988493013792106
0.6284348982491398,0.1121435581436711,0.0822090688190017,0.1597561052996476,0.0554980936657366,0.355289051441136,0.0672137408880412,0.1563499926475051,0.1121435962068539,0.1121435961959394,0.0880582453681056,0.6755007479812818
0.5736946732948223,0.1121435962112333,0.0872027592906479,0.241692655361256,0.102057262652506,0.0745943279057431,0.0554574619413264,0.1088803283341167,0.0467733808322364,0.0576495922991902,0.6298960519345191,0.6661400640007115
0.5990513642006147,0.1121435962111428,0.0693219794739185,0.4150008464404158,0.1144818297794085,0.2686605135139752,0.1121435962083827,0.1901586914496678,0.171604047506895,0.1121435962171547,0.7196168715830495,0.6862387827142971
0.4802702665186335,0.112143596189601,0.1121435961753293,0.2969236295387911,0.0809601056729231,0.5296124247999595,0.0761149760283732,0.7191052144183934,0.1810090554195686,0.0451371235210412,0.6439676831505421,0.72879203768116
0.5292438652165502,0.1121435961904904,0.1145467774810399,0.1650883909400455,0.2246575539648562,0.612359747255128,0.0531329640997594,0.6961660131946895,0.3899409525006896,0.1121435962121271,0.5902882513041039,0.7515081200128175
0.4703325680060808,0.0602360582146086,0.1278830135685077,0.0915824740153928,0.1239486193638426,0.3213037526716911,0.2167690821500374,0.6222483915408829,0.4357734999698853,0.0528830973137951,0.4700609493171703,0.7370260500940685
0.5556688751274508,0.1121435962164261,0.1800970791346098,0.4530225194103158,0.4349049481113971,0.2051617408289709,0.051052386314124,0.6376128109672384,0.5333427587070247,0.0767970993515423,0.6738017900749724,0.7404109939418538
0.6080444081488522,0.104219577008496,0.1443922019495775,0.0731048248703417,0.0729657923083751,0.5887293369509471,0.0723461286597928,0.515821220825606,0.098039027690995,0.1121435961917829,0.637589889367046,0.719805126969882
0.6500728728746735,0.1121435962069998,0.0628815943907147,0.0859597103042122,0.1121399789329502,0.0822448037053525,0.1121435961317494,0.6546604094585552,0.0806667676331228,0.1121435961853216,0.5908944369683158,0.7184517145190571
0.6414593327434203,0.1121435962047634,0.1121435961914429,0.3805494047094196,0.0707658847371681,0.179712349708994,0.1121435961308411,0.5464116309958874,0.0865120698030496,0.1121435961828656,0.647376320294065,0.7346322614393839
0.4764560463753416,0.1121435962085778,0.1121435961919387,0.239119912822674,0.112143596218587,0.3178643656776863,0.0777206779827027,0.6204614030962057,0.186558841766111,0.1121435961930213,0.6158355965146279,0.7173506615044221
0.6924529120034476,0.1121435962101712,0.1121435961919222,0.1862281423778313,0.067511094784726,0.1121435962164326,0.1121435962165111,0.7493239251662879,0.0983344486642097,0.1121435961841894,0.6033199300386974,0.7364240688225746
0.6137166740836898,0.0661052456292493,0.0769677742277162,0.0998604164658762,0.1716696769300139,0.3806826343044225,0.0794672835818401,0.5316060357871563,0.0697814267660236,0.1121435961835185,0.2066884114394428,0.7454225937710391
0.5469081959470189,0.1121435962099587,0.0649955066270106,0.1932296903728689,0.2459043273950349,0.0914694712170833,0.5260045095857795,0.6353572663315626,0.1122396262304134,0.0549611164677131,0.1743509126323774,0.7456549888782773
0.7123916838427791,0.1121435962097271,0.0989378600972492,0.1567200406200392,0.0448306636136504,0.1131633803880193,0.1121435962085788,0.6245409747188181,0.1783787217316682,0.0485700689747298,0.1361657288906795,0.7199312909376029
0.2060242671953729,0.1121435962088081,0.1121435961286843,0.2159852487948917,0.1121435962132,0.2939190548957054,0.1058948754127785,0.7010494759450733,0.0825349940303344,0.0997683803793819,0.2193370656434559,0.7271378707534546
0.1242107299017819,0.1121435962093475,0.0781001184191646,0.0818206423092906,0.1121435962124025,0.4991905455607341,0.1121435962163016,0.6757161697439634,0.3970262220369082,0.1121435962072917,0.4378521196872215,0.7474196594657452
0.2240975111285594,0.0450766283697589,0.1121435961777823,0.4550345433684538,0.2479634748215879,0.0851556871885322,0.4347628154887205,0.6827525010315818,0.3136185572453759,0.1121435962063737,0.6017417810579285,0.7510997869693113
