RMS_P13,RMS_P13.1,RMS_P13.2,RMS_P13.3,RMS_P13.4,RMS_P13.5,RMS_P13.6,RMS_P13.7,RMS_P13.8,RMS_P13.9,RMS_P13.10,RMS_P13
0.2323374756957301,0.0896385464432368,0.0990365248249595,0.0976008477079734,0.0260685401355521,0.1165226878539544,0.0628652343301191,0.1434747726445217,0.0655424868221247,0.0317953883881542,0.050084348349527,0.1380498948919229
0.1755439298191564,0.0474740984441504,0.0032912389993999,0.0329486981444779,0.0184876597573258,0.0433027312961237,0.0558147774885189,0.0897899978636946,0.0720577109854755,0.0116675025320199,0.0493790280030954,0.0939693486868755
0.2626562027684702,0.0060651774723936,0.013815765816713,0.0758941366890058,0.0072398310284526,0.005494944710701,0.0316837050647706,0.125032668777606,0.0104232089630771,0.0066834638180509,0.0069041790020998,0.0901714416557725
0.1399615755089557,0.001876529976078,0.0024711465240979,0.020342997633738,0.008970731215438,0.0117675963297457,0.0054542516681328,0.140869557650582,0.0074417764223035,0.0067877972382343,0.003850895727976,0.1379552770649576
0.2212038140598197,0.0050138262426533,0.0126651462448802,0.0064386058824496,0.0060659652261419,0.0064402391764617,0.0059486495818213,0.149824503806046,0.0049349821501591,0.0287004990181707,0.0048383778577837,0.1525417681182222
0.1347605581540095,0.0075671999658198,0.0017389503861168,0.0102218879718972,0.0162136102105057,0.0061041424012253,0.0139181961280664,0.0295725495401979,0.0079356657290908,0.0164282582773808,0.0022521152181751,0.1176125411647803
0.173361927288133,0.0075671999658194,0.0019412215641609,0.0383902244704443,0.0055711517214742,0.0255661794064834,0.0259220877473358,0.0537194060728505,0.0374600578631796,0.0010702015097592,0.0231447690582935,0.0988767662921543
0.1691978135613585,0.0119531929128456,0.0024793930377738,0.0226294107479836,0.0104410723950401,0.0968108501063852,0.0086472941789365,0.050974465701665,0.0068599454817589,0.0010702015097581,0.0077033194291155,0.1179234883821676
0.1814796204800525,0.0119528909489423,0.0100220967973209,0.0288799971763901,0.0017669152431103,0.0110081391436599,0.0009838470217215,0.0241912497892093,0.0144345239112046,0.000483789839894,0.156902014107281,0.1214601171451532
0.1267808403458446,0.0119528909489434,0.0129586938350973,0.0365164415408535,0.0044946275199953,0.0912816184829723,0.0013341378079373,0.0407843715008836,0.015936195509264,0.0004745433734158,0.1536773628715131,0.1268608986765949
0.1301641168008708,0.0026623991838937,0.0092075126669869,0.0816864761017154,0.0104901763248852,0.1258662816886419,0.0039742755388061,0.1136103289295656,0.019311087434073,0.0015229751411255,0.2585687521852617,0.1082416121939485
0.1584202530176207,0.0026623991838928,0.0383106525132405,0.0529329499713648,0.0561448359137713,0.1285667314694383,0.0162478512306721,0.1013531321590055,0.0319450805209861,0.0024108517964627,0.1808609332725397,0.1166250312725662
0.1586330091648295,0.0056190994411688,0.0349596625580268,0.0128010036725104,0.0138485902847112,0.0815717415417017,0.0396616830085158,0.0789380342218577,0.0272480548805494,0.0023582958982047,0.1920091299320979,0.1314550310352512
0.1047017878444598,0.0073404172945759,0.0305458108918068,0.069330822639471,0.0686650487478091,0.0895628212726991,0.0038122418721563,0.1231691756024899,0.1105383889243334,0.0016347910913877,0.3256126912827179,0.1353153400539852
0.092075441489,0.0047098516680029,0.0286161799830032,0.0140388384592944,0.0100226125256253,0.1777925207169219,0.0100376571329807,0.1044769773212175,0.0301698973811854,0.000551018161942,0.264789044537242,0.1019576149650153
