Duration_P9,Duration_P9.1,Duration_P9.2,Duration_P9.3,Duration_P9.4,Duration_P9.5,Duration_P9.6,Duration_P9.7,Duration_P9.8,Duration_P9.9,Duration_P9.10,Duration_P9
0.4700631026368747,0.3592667385919397,0.438251349135952,0.4295446647179261,0.1903200849560146,0.6148578808645961,0.3430505712678202,0.4169446907635813,0.3331488918785883,0.3347952032844126,0.3682983320649612,0.5577593242851149
0.4435949658355154,0.1682161368760213,0.0897217379159428,0.3859375432133656,0.0883759173115296,0.3928192236160179,0.3456181526672098,0.4444067129961737,0.3328352831153755,0.0943283348918718,0.4183819716307651,0.4047721939911437
0.6364049724641775,0.0853290428411,0.0856162812752676,0.404903283740616,0.1221960438219981,0.3085558675196406,0.3181266032987666,0.3321830870194401,0.090941633236584,0.0904023749800805,0.1584198067426705,0.3323902315614846
0.4732168767206064,0.3085558673452809,0.0779138453342393,0.2708163028329242,0.0939054286101494,0.1082852160041966,0.1123094697020639,0.6240230128113373,0.0898354971112442,0.3085558674987824,0.1120890661128309,0.6400622100371054
0.5512819308807912,0.0879990781197386,0.0858557352840617,0.1347315255039052,0.114614031935123,0.081772642155892,0.0917130023200175,0.6935488250188615,0.1004292897536559,0.1512901631540514,0.123349360842324,0.6103382978574726
0.6890931041612641,0.3085558674898705,0.0896616080768483,0.23506093521633,0.089423954857682,0.1141418492594444,0.3085561496325405,0.1897823408370079,0.0977558032342122,0.176208252205038,0.3085558674685441,0.7396901926477051
0.653317442083501,0.3085558674828539,0.3085558675132048,0.240192940729764,0.3085558675206304,0.1111638953140617,0.0972600246531612,0.1455416014808908,0.1854333287541203,0.3085558674702816,0.4111354517981337,0.7309036943334893
0.5916319581613633,0.3085566269312152,0.0975381241744627,0.1667124858172839,0.0798729944922813,0.3631302464338301,0.0803980007528302,0.2638186271885189,0.3085558675259611,0.3085558674686318,0.088233876499993,0.7270239487563408
0.6208663936937117,0.3085558675335711,0.114261103391902,0.2093435382819845,0.2849267216001153,0.0893862724011686,0.0778818711678524,0.1713841043708377,0.0823240413566485,0.0850617817009006,0.5775154299806601,0.7116023611377502
0.6527074567487977,0.3085558675338554,0.0856729610100555,0.4784062984082958,0.1098989794834154,0.31622004942559,0.3085558675263279,0.5603660202198469,0.1062864815469457,0.3085558674934975,0.6721603822858436,0.7431956602529716
0.515796248228556,0.3085558675286135,0.3085558674868567,0.4084862809276527,0.0991968496545864,0.5030749582415083,0.0900322774959137,0.6715086256598931,0.3276239547586957,0.0910259347487932,0.6605766042533334,0.7280640598309461
0.5428677986259431,0.3085558675297904,0.1349289387491017,0.1193222323849213,0.2476496056377914,0.6245731979811079,0.0877057501189984,0.6772508875158612,0.1664481615252278,0.3085558675274575,0.5975008919094584,0.7202946034061392
0.518631394865629,0.0837663521469666,0.1010862504330727,0.1046984405503543,0.1396307139007315,0.4024879554763048,0.2238149909788646,0.5659950746341456,0.3281373924520121,0.0886655633042832,0.4658136365594214,0.7095722130888563
0.6140770910338702,0.3085558674034853,0.175902106465762,0.5035014299896547,0.5963281601532985,0.2341440974453216,0.0773573101546062,0.699262892398716,0.4784024207158257,0.0935148119580216,0.6936136282831897,0.7446892828554391
