Duration_P5,Duration_P5.1,Duration_P5.2,Duration_P5.3,Duration_P5.4,Duration_P5.5,Duration_P5.6,Duration_P5.7,Duration_P5.8,Duration_P5.9,Duration_P5.10,Duration_P5
58012.10045092882,36306.45674331144,49604.51423796043,51580.22303341898,15683.121334690532,77751.60017158247,34997.690399038904,50548.75912922691,35371.73182264066,34159.507701244904,36493.641230481946,78116.05342951042
53122.19739623617,14310.56192488845,7432.052593774245,38506.52438364416,7398.6071773626545,42067.79367981251,36233.87172654432,53529.952205040354,30106.339254002585,7884.894074406693,47199.70029904508,46114.68752954828
90997.53197197051,7215.035090708999,7421.259439709626,44501.0922146404,9777.891053287874,6488.423608301934,31520.183752011548,34092.95799212414,7549.609145545169,7503.523919978721,13238.345959594368,34531.4240293535
60150.977808282616,6488.42360220954,6773.967702720146,25846.11909037945,7882.711554551283,8936.093306173989,8953.815641535173,91498.74672681172,7491.60782324184,6488.423607477903,8935.694629646801,97678.3500038391
76336.38273353686,7371.404459087253,7281.336572890758,11152.103849937132,6499.3402668851095,7039.121215674046,7570.798597843709,113311.89639348174,8182.562223165673,12651.845066655262,9942.246101154074,89863.86446316988
114048.6333582797,6488.423607018888,7463.454839044161,19843.72740316412,7450.605848651048,9302.137577419282,6488.392875700107,13764.223771763614,8059.70923344686,14144.635214443231,6488.423606379563,125823.1833068049
102321.64234177204,6488.423607018973,6488.423608034909,20866.0233913063,6488.423608322755,8922.806961647686,7909.995249386631,11497.715212715342,15665.955663848816,6488.423606379645,46289.9835248164,122833.25216412972
86411.72770729377,6488.34088135103,7846.910451863563,14091.636890702555,6985.168514857709,37590.75741460366,6971.254096486488,24190.536378953635,6488.423608537847,6488.423606379648,7277.729581970364,122454.40865685228
92404.67952274968,6488.423608854574,9206.033884514718,18392.159991428824,6487.251738893521,7446.455872694457,6792.1589266948295,14367.033343766496,6590.6543615595165,7220.159147848029,81599.82772066804,118756.01005291576
101508.47320158432,6488.423608854567,7134.51468668755,59357.14615152919,8881.466279376422,31409.1087206704,6488.423608518417,78684.09441861672,8329.501096352597,6488.42360728539,106165.57279286606,127878.74660086268
64993.19299818305,6488.423608647903,6488.423607050261,43655.35058614074,8085.773521722491,61856.35330309503,7484.423564055034,105002.4619971516,28161.29711784041,7537.212024551086,102830.82075098384,123949.9326294666
72741.41338288033,6488.423608647894,10977.992934055645,9676.34401329211,22611.02632615424,94106.97341955308,7387.593146528712,107540.05905169224,13348.165547124883,6488.4236085412185,85861.87492329434,121486.32650837422
69265.35124054903,7147.161554025607,8230.484037292912,8352.758851752265,11480.741932255558,44490.68511059881,20403.80147244259,80008.56608798185,29162.40882633424,6534.853612259691,57727.52507255051,117443.43501808424
92166.89415989374,6488.423603937618,14288.38433845682,63295.2637751027,86204.72536372894,19768.520028065865,6710.369596592412,115696.7066723338,58231.1978326296,7666.175067587701,111610.1073562116,125775.81256385072
80552.25859942024,9954.827767567163,11880.096222004024,7513.531198612508,7262.510381749035,64749.9275198567,7553.169752684341,87924.82545070194,10705.130356706304,6488.423607668262,104948.98278162332,125207.8704522658
93004.74637506806,6488.423606271332,6486.929706280515,7330.343777051703,6488.303560658307,7996.223816222956,6488.423608152518,130282.20669798808,6782.712486217687,6488.423607668196,100141.84954548674,122186.44043061622
