Amplitude_Skewness,Amplitude_Skewness.1,Amplitude_Skewness.2,Amplitude_Skewness.3,Amplitude_Skewness.4,Amplitude_Skewness.5,Amplitude_Skewness.6,Amplitude_Skewness.7,Amplitude_Skewness.8,Amplitude_Skewness.9,Amplitude_Skewness.10,Amplitude_Skewness
4.304303108375816,6.121486947585514,5.315663111078814,2.73947634634557,9.15048277449498,8.169678197317124,5.494300278489673,3.840473545041165,4.336339035287429,7.750381265054758,7.270379755666793,2.561243383306499
4.652860251096687,7.109869462718772,10.493010661253356,7.52787504983071,10.07153595384804,10.370360488931963,6.07153804903765,4.357148488008846,6.564603207994917,10.612989208036376,7.081065567773771,4.852084782224624
2.988782382799081,10.193989452567852,13.055126704798637,7.376204904330925,8.712099715775091,14.533971847504356,6.727121432341393,7.060599524923211,9.5385463326308,9.669669327988633,8.812576531572214,5.817850023233498
5.594014778722591,14.533971847504354,12.029655710641917,6.430844007443889,11.46932445146946,10.731919846899896,10.721778416990222,4.040265272425026,9.897118992887496,14.533971847504349,11.449519239420033,7.837782872381388
6.28105368735546,9.661425706957264,11.164456806302644,9.077294568397123,14.522158101222884,10.979656971447366,9.875045218619306,3.5934659080019395,9.372748976862596,9.190569342688812,8.888882902143004,1.6482510655613984
1.4977060495109014,14.533971847504349,9.681601005400143,6.833242865203392,9.66345289322578,8.85628984610118,14.533976639500276,9.367765990408689,9.025954594790688,9.121896473470734,14.533971847504352,0.6714388990183676
4.067811680910334,14.53397184750435,14.53397184750436,6.56505190367355,14.533971847504354,9.859505920249171,11.353940115922036,8.819814211818311,7.658811343528502,14.53397184750435,6.738470577360295,1.5605495980660025
4.520634653223321,14.53397448962392,11.017689167276592,8.188712512133865,14.035682866422643,7.640023010162558,14.108809179980389,6.630690213210856,14.533971847504352,14.533971847504352,10.647388702760932,2.359227105094449
6.8447790717428,14.533971847504356,10.885006945722909,7.518070419154499,14.533985023522904,10.06013653576704,13.688115863868775,8.738518829876051,14.40208414594305,9.79109831662924,7.143928444224023,0.97630134167604
7.049704855590195,14.533971847504358,9.265879322897042,8.897002368057457,9.25433678881247,5.803614822807417,14.533971847504352,8.517781302782042,10.985806930333217,14.533971847504374,2.506691534471173,0.7464746027754809
4.971880603322117,14.533971847504352,14.533971847504343,5.96988458797755,9.76595698958814,8.141424044335704,9.69899701143585,7.265473040751912,8.48347881594445,9.703635301565924,1.5295493992462748,3.8014794414161153
7.220045392007219,14.53397184750435,7.345823501332595,7.375708557709987,7.17534607613718,3.6952062030666872,10.030840008644468,7.719319943835713,7.303051794577341,14.53397184750436,1.7089274533742729,1.1932094930488206
6.018006236593775,10.626017884109794,8.353430105665126,10.966927918151228,7.427882684064957,8.77381534357042,6.944954008955773,4.429688663023495,6.07311179987501,14.149117086537611,2.788371056403569,0.7650678515393495
2.1057098483919203,14.53397184750436,6.035308668863217,11.655325767890687,8.30530592369996,5.425668551607682,13.525758390969273,3.112731563283145,7.391355121089773,10.02581906474949,2.518790742977245,1.6134475135989723
3.495076390498084,10.905657548656162,8.517512399824076,10.16639781134287,10.107479050325146,6.13707275721234,9.853430750834791,6.144105674473231,6.69980339377173,14.53397184750436,4.758407128511721,0.6850487043122574
4.232627833418761,14.533971847504343,14.53378840572026,8.864151819904777,14.533980715813398,7.777664875670989,14.533971847504349,3.854058148573,11.897389675164217,14.53397184750436,6.235139918091766,3.3340279126556105
3.339338375677638,14.53397184750434,14.533971847504368,7.560770158478733,12.170757570731976,9.85166865699852,14.53397184750435,4.808711527894042,11.367402703471972,14.53397184750436,3.9637714747065456,6.422973762312407
3.2518846097299328,14.533971847504365,14.533971847504368,7.694557736921923,14.533971847504466,7.357149386499535,8.02634811906343,6.972425644661099,7.302323320312963,14.533971847504365,4.180191836294832,0.642185351960409
6.003042007307712,14.533971847504343,14.533971847504374,9.570854524960604,13.00804462525736,14.53397184750436,14.533971847504365,4.898961134867464,8.910468717210975,14.53397184750436,4.672026312001875,1.366928226207552
5.482001438035642,14.484381339342612,10.711898557315724,8.248737914834605,9.906520269863956,8.569412175907,8.260330946458852,4.842193904088689,9.72340430280738,14.53397184750436,8.9818464204354,0.909565945556514
2.789937205919728,14.533971847504352,14.200440597982729,10.112481279504824,8.005862733130288,10.242058316361524,2.305303750419144,5.408607022191629,8.898450418362481,14.367003138994704,7.633542699552015,2.601245692260938
2.8627207437958835,14.53397184750436,10.071122889715538,10.99145264982111,14.445904792087386,7.783637587358464,14.533971847504354,1.560801799178923,6.214065473577197,13.171239492808375,7.747669810184018,0.6853326582513687
7.66566727322903,14.533971847504356,14.53397184750436,7.628319095383573,14.533971847504358,7.477083924762887,7.977722874052613,2.2004610758970657,9.181057155151615,9.297259315214452,9.730755032408162,2.3695172769559374
8.377485459405484,14.533971847504352,12.246767202478932,9.796336197423225,14.533971847504365,8.503832326995324,14.533971847504358,1.3422216683765047,8.51617278028784,14.533971847504352,5.874305998970682,1.849974856393401
7.186277307891984,14.34807960726062,14.533971847504365,8.914600241139592,8.009507548110596,9.242185756578284,5.275718388204139,3.737964112612168,4.843427048296757,14.53397184750435,2.069368730159527,0.2691708674879634
