Counts_P5,Counts_P5.1,Counts_P5.2,Counts_P5.3,Counts_P5.4,Counts_P5.5,Counts_P5.6,Counts_P5.7,Counts_P5.8,Counts_P5.9,Counts_P5.10,Counts_P5
2078.0927525528027,2014.3922904675064,2026.35040092104,2296.687457764576,2833.433733180517,2486.7025663978,1923.1156152047547,2165.15917212759,3785.8840702234943,2544.096941950046,2953.2066524314573,2156.5119032202565
2013.693291662944,2395.860582292696,5783.421205180847,2169.1076240449543,5869.099783786916,2015.4413028512736,4354.938317582279,3408.360095848444,9870.614227760374,3979.7850551782,2098.129140860849,2031.4280222482816
1868.0464266376168,4373.594739166749,4982.605838556609,2236.2387601327214,3551.172925195997,5488.2983571018585,3593.6414237638687,14447.225887419789,4682.265077171342,3640.25092354802,2247.6911552830866,2470.746451347
2182.77534318314,5488.415468431581,3668.243607677996,2486.337510030634,1969.6513842120728,2601.44877101408,2224.467083279781,2051.95116801147,5691.826015614459,5488.102394709702,2590.67325189515,2040.457747972972
2018.046387575263,6316.670509381847,4353.249342785507,3347.441031692131,5277.249738004498,5130.3379459004345,4304.596964543785,2395.3865063666053,6071.757956685877,5428.443455949283,2191.370574121268,1873.7376220921687
2027.4655001061155,5488.414232714003,5066.745521950512,18132.36373806776,5247.581274734004,4271.7788056345335,5488.107232461359,5771.2083608555695,4988.750435589522,8981.72985553672,5488.37271374072,1763.00008310354
2566.0532255425424,5488.414232713925,5488.318158187626,7055.809790092823,5488.370554229248,6294.090253395141,2270.225178014576,5911.41957431197,9845.500351550434,5488.214352353155,24905.187787525418,1930.6162333308357
1966.1242508753016,5488.256501664901,3088.9036797852164,2843.030028701769,3854.0015624503512,2040.5738579467493,6117.003859258856,4255.594307816843,5488.357584777939,5488.214352303701,3598.555216840716,2412.413773426909
2171.368297717222,5488.401007122839,3248.039385318973,2974.4634154292794,5457.282319755768,4391.807119076444,5195.256784554445,5630.766340637885,5467.078591897446,4065.9433160900026,2641.16753298198,2068.107561300512
2212.3701227904403,5488.401007122753,4863.99394708938,2045.117619137881,3902.660978008352,4419.142407877593,5488.268646102866,17553.539408638295,7206.778390001526,5488.121857823878,2830.074051523628,2088.7913006158046
2376.932165440322,5488.412443940576,5488.297438692402,2127.783548415668,6182.738777203404,2428.304279686898,4404.258808432227,2305.45296992456,2060.9217975039733,3945.9600725781056,7922.362814999162,1855.5566585821916
2187.4568507204976,5488.41244394052,4528.282607653157,8610.99180865217,3709.5002905811016,6516.460002440659,5470.390541999044,6315.523097223465,5770.858064667034,5488.191493606188,8009.986675939719,2269.9997458276725
2787.4530538820786,6050.183794456253,6132.526152331649,6819.005613664521,7303.568942520087,2612.257492611847,2045.603556185928,2535.5160981976687,2305.300994600018,5234.680881447026,6406.712193522085,2359.478102262121
2680.425339403494,5488.415930382146,16050.875455620724,2015.616648881704,8430.21863404929,3185.8444453395723,5383.776330655694,2940.0102263588287,10563.251809981986,5470.706986377836,3614.0245686269777,2328.105626759414
2885.263865304347,2508.436010525165,8942.586912596858,4182.182701953015,5762.57390990476,3335.854570162822,3073.063161812296,3790.115091231904,3174.4820541720715,5488.358708761545,5057.565976297551,2611.132649889149
4892.3762690841,5487.803734736202,5485.4848940472575,3302.8764382022605,5488.287155824002,3974.70747332593,5487.612336761194,2155.3630087395018,5147.5527750188885,5488.358708762365,2472.6069154184934,2231.667351570049
23528.878613695662,5487.803734745235,5488.414397765049,2717.264062024753,6847.848359928284,6604.033953243406,5487.612336763822,5547.465135800444,5634.992803738495,5488.358708762075,4547.713937175517,1947.4798564065209
2434.172132169258,5487.803734731746,5488.414397765208,2162.992730976567,5488.414857996698,2886.225898686581,3363.788839114789,6547.392910585701,7628.970427251679,5488.358708761124,2627.869785088756,2104.4445611531173
2143.469393266497,5487.803734736671,5488.414397763264,2023.5476303488845,6077.249706856186,5488.396198589789,5488.385074150895,3722.681038508769,4066.809460896867,5488.358708761868,4152.766141484337,2197.600610657447
2666.260564987924,3993.1618359895688,5228.624476112739,2712.9897099569066,3324.985085980855,7473.507055723351,2215.593135281545,3348.8209822985814,6697.92707733076,5488.358708762045,7689.899592825399,2074.763975868176
8929.208857254887,5488.230023751145,5447.623594217478,2247.8227345556134,13567.675825954908,4193.812517128788,5001.1163209637,2588.165228785836,8078.075837199043,4613.071677501486,10898.372803553586,1942.0562363319336
17460.231306897138,5488.230023739274,8037.770677620912,2276.51283513834,6036.399212435316,7463.962061493882,5488.416873615747,4139.728627153438,3473.369160630837,4823.238976734692,8583.738021752328,2380.2145507007904
5651.494559361816,5488.230023750623,5488.419206036017,2701.112749231017,5488.33611085469,2452.288538577947,2380.965709416884,3971.2476629515168,2793.617274429448,4445.461364546262,2681.350082203348,2184.773240208904
2761.2063920995315,5488.230023752404,2432.1311232050225,6668.075900344782,5488.336110853959,7373.555396958171,5484.975647282309,3367.764019384604,5962.874729191994,5487.858266244271,12494.959336845102,1843.331895211147
2396.250375951758,5418.080909404916,5485.78717591684,2159.414540987822,15842.069680646331,5841.373421999213,2664.7741294612006,11296.54819293974,4438.214941578448,5487.858266260228,4308.829201960892,2180.539122433938
2771.1627726611923,4753.472041149974,5485.787175906357,2800.862638621321,4945.225176055568,4419.184474457747,6618.34641873366,6337.61563451034,2640.017930671236,5487.858266254699,3828.211699245233,1532.881751687497
8817.09048115276,2666.193483391796,5485.787175907139,5929.216838439761,8897.40729094088,3148.5006680174465,12196.230440862357,2013.387732864809,7887.932936552278,5487.858266250508,3703.694147872963,1821.035656428692
2150.40013853821,1771.3184001566217,5485.787175914709,2137.0955013123616,11741.24666606002,5487.769430006319,5294.076314586067,4066.2639397208,5934.913172251837,5487.858266249706,8859.256904887856,2832.8081825322165
4270.611979172164,6151.967063940558,5485.787175927196,4976.245848084264,2283.171043844938,4311.457587638991,4175.798567755887,3226.425317246862,4239.323797677961,5487.858266260414,2122.688332968045,2557.563972186173
2136.6638698138368,6027.592013038055,2996.273063442463,4486.316158588642,2040.0230050351488,4853.019700077023,6909.609340177677,7645.1770190930865,13189.590523893276,5487.858266259487,2557.919761149217,1858.4009646472837
2228.55159424066,5488.409505909513,5484.846312147746,4050.0075815301657,3664.677961166295,2530.405123379701,5911.753911190648,2351.267797734593,2640.7098078432373,5487.858266254468,4728.450350609808,1997.414475695788
1852.2622968528376,5488.409505909338,3771.157097488011,3278.3014834581995,19242.495055718256,2495.1900066633184,7497.28322785006,2229.8673963474453,5898.988022198731,3363.3404919628474,18320.807802512747,2346.7414759615363
2236.78740822232,5488.409505909436,4800.291770979007,1996.9705438905264,5520.204191151619,14049.03124887264,5488.397338881931,2400.2509178716755,4555.014694419099,5487.909511613995,5775.169660841192,1705.278225510008
2294.013342390742,5487.942293266768,5999.225967160801,2194.2469556475403,7764.124599393125,6937.941042852196,5623.368349421662,2513.4255916474926,5882.908531293618,5487.909511618954,4423.642299665663,2119.75735808496
2513.462513610268,5486.391062226108,5488.411801701951,1883.829451775106,4858.6208047593655,5823.72584496564,6162.177164551265,2428.007915387728,3532.747584457053,3010.016492986286,6402.725862177916,2194.24865149136
2940.049448942351,5487.290987861553,5488.409960590722,2073.0124570686435,6540.061017202924,2029.854363197225,5237.3443245968165,7746.501138574397,3634.4680825408113,5488.353529123586,11541.117372272396,2357.7176097653783
2540.5497145404315,5487.290987863235,5488.409960590029,3272.5014217473827,2674.0295325123584,2170.0839604915604,5661.256931619252,5918.599043324884,2673.985056981567,6128.983982209085,8517.093485264151,2187.995114156827
2766.9425158804333,5487.290987861693,6233.9190289658845,2207.9136810526907,2352.817241575488,1785.4641301093093,5487.863769523122,3077.394721529481,11128.68353378202,5836.231827705193,5171.781295361336,2264.630030063909
1993.043125905139,5487.290987852967,5487.972245124942,2031.4262097247588,2102.8003153610584,2181.3529701310754,4287.170961339078,2736.7597942871266,2016.3567668058547,5488.386635235137,11345.580035655064,2118.857081541499
2392.495060861841,5487.290987851944,5488.411289882707,2014.40082838558,2301.1469389711683,2557.892461602041,4133.6862983025785,3246.745097434256,4032.380339262631,5488.386635235273,5499.056917180124,2429.16592655168
2472.095046293539,2574.4422929816947,5488.411289882558,3631.199300914309,2301.211209574115,1876.7574770274264,5488.067233058921,2038.3440881128824,3280.848206274011,5488.386635234819,19433.934051723325,1940.808941065825
2778.629333022044,5486.457897782884,5593.477791916584,2059.901775073217,2256.3657002091586,1319.7704948117198,2896.265935393688,2321.9311700890144,4682.137634017024,5488.386635235059,5490.945162976901,1740.74963044038
2433.678193159984,5486.457897790369,5488.414435570498,2022.549644808816,2004.5200295533105,1985.3337856480623,4949.694640385604,2013.93553055541,5630.670747183003,5488.386635235655,42137.2434868295,2338.072237503214
2312.719173668519,5486.457897872582,5488.414435570456,2589.63905694654,2532.169188950249,1923.4073634463125,5853.723667145441,2562.8684634604683,4627.158399056744,5488.386635235215,13064.666441243686,2562.5540544098617
2648.456667828149,5486.45789780867,5488.414435570583,2834.239925574629,2068.906026370492,1529.3771188861886,5488.407748097309,2039.1350388369867,6041.632966079553,5488.3866352355335,6756.518556532036,2508.560395770772
2411.6262677214977,3564.8077991399487,6334.704770977538,3278.885159988928,1558.3021864646214,2365.873963673572,5045.9929393233415,11223.562094858258,7081.474571613801,5561.483957040037,17379.443129652256,2482.322371898409
2454.999497351389,5488.418182393781,5488.386654482944,3608.827103315133,1995.551282352409,3095.652883235433,4245.155830708022,3275.582932102795,7532.031491915761,3456.0218336273297,2051.9893148671,1934.728086128445
2388.126630064105,5488.418182392843,4550.102187973974,3025.9090948881126,2410.4396274938285,2753.188068242891,5488.403597987569,2206.130262786952,3971.039129843892,2354.9496900907307,2054.6666577575697,3623.380145143864
2425.483455706592,5488.418182394018,5488.321098158738,2328.0122599706046,2171.7282818151457,2692.591607562214,5488.40359798742,4974.636038579127,4368.722124153029,7072.165799935468,7893.961549964313,2003.6055707292617
2234.780175270388,5488.418182393901,5488.3210981586935,5846.169965120568,1898.66369062346,5440.893649946363,5488.403597987421,3812.3663758501634,3223.336933686023,2159.7521526405235,12194.746894510034,2063.5376356446877
1857.727615767796,5488.418182393928,5488.321098159141,17239.609564267077,2214.839240973836,2311.8069421412742,5135.708561705904,2036.2161089904816,5462.566497397694,5992.548135800115,13509.415278323488,2205.322426311845
2475.865752869772,5488.418182393725,5488.321098157959,2065.0952076021904,2100.9810986762227,3887.879387817135,2781.4247217278576,2521.0685929933547,8385.27355928302,6058.890731329408,5633.797041371561,1923.4585414477535
2889.305063584997,5488.418182393641,4331.950505435632,3215.586943289449,1563.7410053371375,3344.954550424452,5486.72319007072,10242.871998810877,9678.95183842196,4455.319678867008,7294.424343483205,2114.53609488574
2593.887995567455,5488.418182393465,5488.127545342082,2973.566288074133,1709.3126802256315,2820.8635918807454,5486.723190086419,3923.9100957693936,9742.545159383357,3533.338877500186,7642.926247693985,2480.236309225996
3201.616811231572,5488.418182393518,5488.127545342561,2370.249907640918,2491.929121583546,2576.3113345661686,3642.02930615028,4974.750299301023,8403.039026917393,5487.369040678327,3636.011674709608,2279.5315281234816
2175.3538923457104,5488.418182393534,5488.1275453442695,2953.334993231164,2098.31730493687,4654.016397070802,5488.371556470333,1575.8389483060778,6606.476709015303,5487.369040668737,15654.651101982188,1980.9635720053204
2582.652367117658,3221.596892096692,5488.127545341525,2829.3214295202897,2057.8639916174984,2706.579260649836,5357.509032073669,1899.43365676548,6412.788796583526,5487.369040674435,18456.270685637595,2289.156768492012
2639.999745187103,5488.40200550573,5488.127545340911,2618.0180109728763,1516.076148288278,3231.2567399006584,2691.3349065727243,2328.120091580309,5052.129227031976,5415.48135003122,11630.819314568877,2753.2996991544665
