Energy_Skewness,Energy_Skewness.1,Energy_Skewness.2,Energy_Skewness.3,Energy_Skewness.4,Energy_Skewness.5,Energy_Skewness.6,Energy_Skewness.7,Energy_Skewness.8,Energy_Skewness.9,Energy_Skewness.10,Energy_Skewness
2.516450857331709,1.0913044521758468,3.1846130881420187,2.5545785733026145,9.228784872485251,9.86759654282774,5.09088642589147,3.0890753508865783,2.324248740713084,11.473592039645906,4.567104615223137,1.0485933733043151
4.461786757270099,7.412233776121836,10.471324858034697,9.697712813660056,9.72209584964051,6.517342695999934,9.817085031649462,4.889584652667505,6.843113890696967,10.55124254403959,8.72733998218319,4.477483620675143
1.718247203707935,11.93073299707124,11.803015320564226,9.80650226463728,8.624295408459917,14.53397184741796,5.8587466453750086,4.92911499455738,9.299605244317071,9.596705669813632,7.968849863328133,6.617235343358122
4.937113768268441,14.533971847417972,11.396876155114365,5.642811927590162,9.262313780983266,9.249714974632804,11.125086750057497,3.115685584204956,9.55610435155295,14.533971847417943,11.78324353800832,0.4858405935477762
3.940001332690041,9.576741690624146,13.013784737329422,8.918761518448502,14.52864753977872,13.76553092763743,9.823225069526268,3.808205972644176,10.161375904600977,8.874613966834099,8.295313844787307,2.929611904030685
5.306068364887143,14.53397184741803,9.749373565212968,6.498526850903815,9.694304344231906,8.553972507335345,14.533976174654295,10.231070024357583,8.774572416154381,9.79242396810754,14.533971847417956,2.758857752815871
5.32602958607596,14.53397184741803,14.533971847417938,7.017750295061937,14.533971847417954,9.475301160562038,9.862741418888069,8.957599648636142,7.972195605027319,14.533971847417943,1.6063755902430483,8.528685941035395
4.635805315715523,14.533974844345408,11.14689589569365,5.963863816614335,13.89539630060001,6.882624767619325,14.528319673347594,5.762884590126889,14.533971847417956,14.533971847417948,10.77358087503289,4.088891757836532
6.538580903292748,14.533971847418078,12.617321774341455,6.989396854037483,14.533981378224391,10.079321878790008,14.114399021895233,7.842185818337209,14.42514250475203,10.887394448348388,10.111845493671836,3.2403102280798364
7.443253464037406,14.533971847418078,10.571865044888828,3.6121509093023936,9.3670675236893,5.829864569011569,14.533971847417952,7.18562019657415,11.16648768124212,14.53397184741795,2.455165175814894,2.384129855459633
4.432024887208827,14.533971847417972,14.533971847417948,4.998404573087602,9.709089136367751,11.502032024035875,10.468268602278975,-7.637185888765581,11.04197925612059,9.562171872723637,2.4789398242537604,2.5044963636529767
8.279098114677875,14.533971847417972,8.089583171102676,10.810161197090888,6.762733925105623,3.238309370416302,10.817591839095671,10.571330878681383,8.727108257682465,14.53397184741794,2.1028164231092283,1.6984825913021142
10.636087853514164,10.39391199310465,10.549446339440449,14.137330738087526,7.652051388889435,7.178630317727144,4.537061197909246,1.373456100777231,2.628214906720685,14.27048947746596,2.690552219470696,4.304706546405621
1.6009321465825437,14.533971847418169,6.646615131291836,5.964821617556484,8.484605234654685,5.953537416651776,13.669811984726197,2.893914162904896,3.9546846012845975,9.988688153124144,3.070050214434497,3.561407412014102
1.4450346007884254,10.920978014754011,7.971117382654151,10.075127089206145,12.568041291984626,6.020066019152774,9.610948469938352,6.197147433605712,6.732272541061858,14.53397184741794,1.7871047013596346,4.992808728254278
2.581096581710411,14.533971847417936,14.53392639037815,10.61842910187034,14.533976656049854,10.55848898167729,14.533971847417956,-4.080594700233076,10.330930406681995,14.533971847417938,0.4523357969707419,6.2227571798051455
3.857793813184988,14.53397184741794,14.533971847417988,6.3136287867268415,12.230652867305649,12.93168992971652,14.533971847417956,4.605943010221221,11.834114266938588,14.53397184741794,3.89898360306332,7.1205334365450685
3.128059307511272,14.53397184741794,14.533971847417988,11.162847255521765,14.533971847418035,5.18572557035161,9.777976540044389,4.552317283639318,9.36187147615537,14.533971847417936,3.732507994557387,1.5366782619695207
0.2261113325682344,14.53397184741794,14.533971847417988,9.151324233472664,11.206665628028608,14.533971847418025,14.533971847417966,5.564974591436649,8.951697780850825,14.53397184741794,3.587889900183644,3.2049930685952286
1.5945607254379683,14.149662134971823,10.56972173592812,10.95720210731362,10.373644801400912,10.056684106171495,7.767118308719782,5.269391843561047,11.38922544138603,14.533971847417938,12.650189100979082,0.6543055557753389
2.5453944283888066,14.533971847417956,14.437796722617843,7.656379757160234,8.643468777787064,10.722996756487104,1.9091066262353675,2.87389399085416,9.96261133767604,12.451672306641072,9.70143088675379,3.723002710863207
1.1265505204803032,14.533971847417956,9.932976501659637,12.29227391479661,14.506655317670749,7.771380203319256,14.533971847418002,2.129873282311552,6.822280094600878,14.043074059984676,8.750172688267376,0.5972600023076943
