RMS_Mean,RMS_Mean.1,RMS_Mean.2,RMS_Mean.3,RMS_Mean.4,RMS_Mean.5,RMS_Mean.6,RMS_Mean.7,RMS_Mean.8,RMS_Mean.9,RMS_Mean.10,RMS_Mean
0.1764553855436202,0.054715434803044,0.0619188290142447,0.0583993378216254,0.0124346681831415,0.0756748596610038,0.0377045340210167,0.1133159080888678,0.0356718353328957,0.0181489061324181,0.0285326340486386,0.085892301865788
0.1310764763517165,0.0434351026816542,0.0014987316421496,0.0143276131775861,0.0135879866874135,0.0327169786880861,0.0324622336832845,0.0555970600175766,0.0425697712942416,0.0073476420409095,0.0276801281833209,0.0527249444111965
0.2286829352759725,0.0034845898656643,0.0086117061501885,0.0432154622687868,0.0048147760022712,0.00186054224958,0.0155716635601934,0.0805079154814941,0.0068753712222751,0.0039007898439263,0.0032292643763097,0.0570493948846908
0.0860751462827747,0.0004441148452823,0.0012205371085951,0.0091568798955235,0.0046909212480898,0.0088502885280276,0.0021130237611651,0.0856450790342371,0.0041371745012086,0.0024660002971892,0.0019724972295265,0.0834444484345389
0.1700510401310122,0.0032958574271223,0.0087190758084507,0.0034212065706295,0.0034200534076849,0.0035014688215789,0.0034158216490343,0.092077135026388,0.0022460116396472,0.0207955210862018,0.00201437270766,0.0998410063619184
0.080601771971208,0.0028505904333712,0.0007565281899441,0.0052919231305363,0.0131115393734051,0.0027708637365859,0.0064239156483127,0.0108223139896924,0.0047504285664139,0.0101611040696886,0.0005664248057421,0.0675123372195212
0.1159502546413176,0.0028505904333712,0.0004646453462507,0.0225741977605782,0.0018950241387467,0.0179129578243125,0.013127063315631,0.0245600635111939,0.0238190349676766,0.0002100434644777,0.0109833759094627,0.0521868273685081
0.1091881010309522,0.0052440645262769,0.0010183114823355,0.0124443194451537,0.0057072302633652,0.0560654817229139,0.0046875228932254,0.0319762511830453,0.0025010116046029,0.0002100434644777,0.0045698112592021,0.066495192104404
0.1266369462437502,0.0052438686202293,0.0072600120132151,0.0169117592251557,0.0004388047129251,0.0068590929495461,0.0003480843682113,0.0138076746941774,0.0123464440118463,0.0001238118423738,0.0995838740103511,0.0691041293971113
0.0739049852132295,0.0052438686202293,0.0100217153904412,0.0339046978641892,0.0022041499278318,0.0672434138844207,0.000281811053104,0.0190613787858587,0.0115740295152004,7.102169753585759e-05,0.0980036952931409,0.0737926354772815
0.0899481853528945,0.0007080309670657,0.0037029204059687,0.0530210911655793,0.0056035420457884,0.0793450206681704,0.0023941586882733,0.0647351106398031,0.0096591462237609,0.0005620607282713,0.2055757001888248,0.0602554085567364
0.1082744069755298,0.0007080309670657,0.0317175834686579,0.0438621163469818,0.0350992455576753,0.0755179617945192,0.0133862078648021,0.0542744716380724,0.0165475661409677,0.0006202728802715,0.1276095004760484,0.0658222457740357
0.1043307754516435,0.0038024532324921,0.0274772602387122,0.0087859058645918,0.0067463939085033,0.0491724944448142,0.0268110998609159,0.0401897844632735,0.0163772776481855,0.0011831564186294,0.1333071681876772,0.0763361017370157
0.0580586514372584,0.002737256727771,0.018556102088183,0.0433888868715828,0.0351619929939057,0.0730732669848363,0.0017081944594798,0.0704263822362268,0.0647479987630922,0.0005689128258762,0.2592792289368671,0.0814322531943371
0.0527660866431896,0.0028471253730654,0.0202076661694694,0.0122793855555052,0.0074363890746654,0.1216280372744529,0.0078918573056,0.0562184263266003,0.0225401544855754,8.667828228946413e-05,0.1990586682191037,0.0546741189938707
0.0966828155445745,0.0006443081245943,0.0003380446457888,0.0188987093487445,0.0056100536651161,0.0095488739128417,0.0031176203309257,0.0697868894865365,0.0147701611239714,8.667828228946432e-05,0.1332010875695956,0.1013257957699336
0.2374942928191871,0.0006443081245943,0.0003372980844339,0.0228253869482369,0.0092141103350151,0.0272039260555679,0.0031176203309257,0.064898618793117,0.0113864939278259,8.667828228946395e-05,0.1666292077556037,0.0651115654774961
0.0536588506709336,0.0006443081245943,0.0003372980844339,0.0686167604496341,0.0022554776547088,0.0340846786020962,0.0108829569441983,0.0631232941831976,0.0205364178198346,8.667828228946353e-05,0.1445130969185205,0.1016073333166272
0.0992710958776646,0.0006443081245943,0.0003372980844339,0.041364545472275,0.0011374524639042,0.0038047236704305,0.0008277571415617,0.0644566279176688,0.0077531811492153,8.667828228946742e-05,0.1142724254466397,0.0770785716583735
0.1096206348762497,0.0008650623365508,0.0089175173467423,0.0821577167608834,0.0023362822530183,0.0275082235591452,0.0098726990424191,0.0785130659837448,0.0157839308188538,8.667828228946402e-05,0.0573656714144581,0.0833126529817154
0.1030523566598727,0.0006890599740507,0.0019777170027346,0.0417247696975983,0.0096217515295044,0.0127768185530795,0.0362121783525301,0.0763073685913829,0.0125085470272637,0.0007680718484941,0.0211951773349189,0.1020992332228017
0.0773418488330567,0.0006890599740507,0.0162169817247665,0.0179752367283247,0.0002844443205237,0.0322671121599582,0.0005156431641727,0.0589812581588976,0.0127081345740727,0.0004244592310624,0.0259037075075181,0.0925123436064327
0.0287987474777308,0.0006890599740507,0.0052245889944704,0.1008376686460204,0.0001744146799568,0.0734199386867895,0.0068815565121074,0.1055678757514218,0.0093568787203942,0.0174824017825038,0.010588636665779,0.0774185339353387
0.0164190728317906,0.0006890599740507,0.0060471779465579,0.0197529618133641,0.0001744146799568,0.0695337897611309,0.0040842893561324,0.0830392191777777,0.0279911289896493,3.0157234964229205e-05,0.0685447880096069,0.1176978230874529
0.0423563732128348,0.000202142009212,0.0004038730170612,0.1425467597467459,0.0045388169761507,0.0564874025868305,0.0460518439103949,0.0876757934167739,0.0509969270080316,3.015723496422773e-05,0.0627226425657088,0.1329513995780326
0.062462489209466,0.0076845839784747,0.0004038730170612,0.043971502466809,0.0142310548651568,0.0160828874144248,0.0352770351799129,0.0771684377407673,0.0078251512950993,3.015723496422913e-05,0.0616187286117987,0.1078194512994082
0.0601618164111783,0.0126757689000742,0.0004038730170612,0.1104588710178232,0.0077768929047932,0.0054278486966252,0.0355229810979451,0.0840518534733755,0.0396755925231209,3.015723496423096e-05,0.0697206915548251,0.1075477106370775
0.1032467986025079,0.0014662139840977,0.0004038730170612,0.0373495944116123,0.0079122114394292,0.0010134881021857,0.0023562711859751,0.058782600537035,0.0247134786554119,3.0157234964228032e-05,0.0512592302846834,0.0857658831882399
0.1129410259890545,0.0124605696852851,0.0004038730170612,0.1645029785543995,0.0156506764345487,0.0029584555734666,0.0088056002213008,0.0613298293332182,0.0348596269665493,3.015723496422781e-05,0.0120793759397004,0.0974647848988105
0.0743490728443931,0.0135871006198317,0.0004155828779717,0.075889611641231,0.0311306154626683,0.0324942841823131,0.00387770302559,0.0616214006643423,0.0344809994369812,3.015723496423067e-05,0.0301431670545803,0.1250693382879983
0.1009157279588839,0.0022183177531455,0.0010599292686631,0.0422744147523689,0.0156006602741645,0.0770257024545424,0.0104129230666439,0.0727366816679625,0.0114055797592285,3.015723496423076e-05,0.0735885338959876,0.178503293781189
0.1039736590904998,0.0022183177531455,0.0011954308750891,0.0456373125778319,0.0294093855301326,0.0645513057861155,0.0397892976057021,0.0767799658248664,0.005539052316288,8.156092547570581e-05,0.1311078510858492,0.1531351307493663
0.0485022792797152,0.0022183177531455,0.0046582998046342,0.2653131303048074,0.0093086174532032,0.0397849903388302,0.0012236011620345,0.0615898164233616,0.0152423463343442,7.500678852293168e-05,0.0628858531748544,0.1443259942604431
0.0918212796190215,0.0080439637538446,0.0006956282724718,0.3739299902744881,0.0416628103866509,0.0615893708562608,0.0042062469222251,0.0683111428598881,0.0103176784702931,7.500678852292922e-05,0.1434785533501516,0.1165147898216778
0.0743770346282713,0.0008920245840737,0.0008307698057045,0.4229891227391702,0.0135209818509638,0.0536960627881228,0.0344301071954545,0.0739397035814598,0.0197231748105014,0.0006350969108856,0.0619137150695895,0.1449976129957278
0.0703093558341066,0.0008913738205731,0.0034764827784279,0.371189806077675,0.005323568245793,0.1242445535899782,0.0091518144811531,0.1388227715825104,0.0165470260050013,0.0008173466957948,0.063023998306303,0.1435047040272863
