Frequency (Hz),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
0.0,0.8406628011390035,5.457205884200457,12.296194634806582,162.17689348527273,5.673938713918816,9.298622989896684,9.50553275254088,144.78452511037548,442912.06704418274,477815.2465273024,0.9356623642631772,-0.4020725031401646,2.382129346125917,4.1572037873305305,7.031269744753691,75.91620636676811,18.92997243622628,32.059637224949405,6.418966269744412,65.77749987950354,0.6385911988346686,2.7803255223950814,11.801677247031815,156.8054280341445
0.004,0.7170626346997311,5.8799558895386905,12.030601695110612,150.4956861048143,2.499273380559266,4.428791801298813,8.804962833538564,103.44763135982532,44863.97277801638,54098.70795888696,2.2435388432860703,12.33833065224085,1.0801547125082551,4.199963423223703,11.91159299355214,154.81868688332855,10.647074873585384,33.88040117710758,11.397325930927504,141.7831555160666,0.6194016446472954,3.652579469981232,12.055256357015065,151.87251904410746
0.008,0.4662726551853283,5.368704552035737,13.50914803024151,189.81213218696425,2.80366462740885,12.387061777713958,19.4702109081446,439.2739830961405,3748.233828324272,23514.38841366709,15.093645729956023,258.9978870354138,0.6971810638148019,4.777537231411985,14.355785013437558,225.97626671239405,5.6729642147606185,34.11949025585145,14.172054396340563,219.3075263135692,0.4183970416930014,3.2865229987766966,13.539669762294835,190.91027209073232
0.012,0.6385894761769256,5.933377559285048,12.04698031795864,150.7151555932068,2.160013070147322,6.354823650177302,10.645344745007176,136.83436367854682,35840.17001651134,52760.30708234473,3.0293864700451825,20.156187938795625,0.7955384420169296,4.481896296133759,11.828263204489138,148.08199046613225,7.008813517814759,35.26831959828573,12.010621068157032,152.7968458215615,0.511238532993635,3.388831419240737,12.134799537014564,154.10943028712057
0.016,0.5813102795942878,5.293595593388782,13.511004770704456,190.20974884310195,3.010696044004909,5.427918378150377,11.03232921366023,165.7344505837425,38974.10262576164,73052.68188958481,2.4533062481870704,7.145771705581892,0.816648610046686,3.3983982267773456,13.196753127683609,185.2966514869084,7.043475868591174,28.041437162101097,13.204516524256569,186.034725092786,0.5109913338750841,3.220838376773977,13.329119293059795,185.7278886882593
0.02,0.6119613782028405,6.074372556729272,12.050335725378527,150.67550307114325,0.8358911783527673,4.286936257427421,12.996521612614265,191.32392672489948,33574.96056493324,68911.75863731137,4.422678159488906,33.49106362557126,0.539545299096705,3.862863218401867,11.976569138567688,149.56989969088443,4.163817531728924,30.94867268544121,11.971878929282592,149.19245683481546,0.4822228726092328,3.521424410236644,11.99614382938856,149.47056695473535
0.024,0.4927786852044883,5.079501734818611,13.514972713746811,190.00999847455645,0.7367880148197717,4.148738182699428,13.335342452173004,186.9376370890792,86568.07721430597,103548.73044073132,1.738324699925045,2.734367065262697,0.4831761537657476,2.676306460242444,13.532637584452797,192.9206293427985,3.4735905240114064,19.387282048407247,13.447292219271102,190.12870494603135,0.3114405373252029,1.6108916338693562,13.471429073501405,190.64331215335025
0.028,0.5645088382060816,5.641711455529771,12.065631629982857,151.04338526331256,0.5286955934799497,4.656859659476191,12.0662229301735,151.06439160129898,63205.5717626234,31790.0690395493,0.9343047215843924,3.132986951081789,0.4565548267183137,3.117709807686732,12.082742351840354,151.67636910861194,3.339746437891784,22.05634941389618,12.07096753263503,151.30167326963775,0.242784269351494,1.7247261613238476,12.052794333589564,150.85458557280214
0.032,0.5746578515384376,5.557602646248471,12.063280035625844,151.00424172760668,0.6126023249552499,3.037662606555873,15.128691656336883,261.0620014862256,66269.9608463137,89991.22244068429,2.112423660661468,4.739373681505094,0.49618468484691,3.328215136905103,12.057627280447475,151.20568376102136,3.568815895511883,22.44632372182389,12.024160706586247,150.45469408379932,0.2697839033836084,1.678345207407533,12.046012405199358,150.87772988045543
0.036000000000000004,0.5682765850100515,5.561401561477125,12.062581157027621,150.97815604861125,0.6362171347382574,2.3980398052296987,12.771767508583785,192.86162156727275,74315.66325814383,74587.12876849987,1.6585799536522814,2.5527726238052315,0.48206270206182494,3.395727325587223,12.058901773835156,151.1732100970733,3.4505085667765165,22.470750751261647,12.02892489111159,150.52120740517785,0.26028353014845096,1.7038836142948162,12.040967761598392,150.75780426399115
