Frequency (Hz),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
0.0270833333333333,1.1995908026458357,4.278544685777429,14.700989401257198,243.90320403097695,7.814020436122739,7.7175187782372925,3.1360624389824783,20.276008759167826,242531.2532750525,371033.41167691874,7.30196267037232,84.04579689134492,3.7562411773476687,4.470487165993407,7.105734972306675,89.50346083501485,28.856514045603536,33.37340895168086,7.666046917382323,105.65174895272422,2.512524296218669,3.456908037045301,8.26328890080785,108.3087569225073
0.0280172413793103,1.172791909054482,4.133193996578835,14.938071202605002,252.11627885631114,7.705491157007884,7.589075830993732,3.1407508786015526,20.49413574873506,241126.59680972388,357833.6935175393,6.502242327461548,66.70658300637517,3.6920803204693313,4.361156925133332,7.2462394729493065,93.35327788649407,28.37342912812921,32.53785321352748,7.866381972851852,111.22012958720408,2.453330794787603,3.321699783619382,8.182406876685073,108.45781649002517
0.0290178571428571,1.1461322599029191,3.987729488056633,15.181387817401054,261.0816846359196,7.617403825941845,7.460815017182145,3.188181112869155,20.948879261002315,239911.4167662615,348475.6388109565,5.723421135427375,50.5036389620816,3.6245288385194847,4.272383045016037,7.401017494351311,97.61685025797753,27.757178170852836,31.927707172196733,8.062101804508616,116.8558395484184,2.3885841982225235,3.1745700241819232,8.175776363424118,110.91883341172377
0.0300925925925925,1.1187886877300874,3.8506660634442462,15.429309091706912,270.3897254493173,7.552474133260857,7.381221181561097,3.2328921348025017,21.15435850978891,239343.02393793667,342607.51883786893,5.148383086349314,39.414583099077355,3.553041845002734,4.215953545031238,7.514542097469622,101.12191462922446,27.08376860726762,31.55030942660738,8.234578855397025,121.91775842372107,2.323425850899302,3.026644888964052,8.266638478779319,116.32826823886789
0.03125,1.0935661419462728,3.7263341993227943,15.549810158961796,275.0204125573102,7.511401248709612,7.347098790668133,3.2432502013183977,20.895292425757187,239311.58142388152,340536.6762367318,4.853066810399926,34.06581771353833,3.4937344162336195,4.1782076548994365,7.619534296139643,103.69221106776145,26.49413132873527,31.323032843256534,8.41104839536738,125.91275970168402,2.2639353408422265,2.890440562798647,8.39780781523967,122.4417687545891
0.0325,1.071995728034005,3.6086851761667726,15.693224217450965,281.1487710678605,7.5015309366703296,7.326548464755055,3.2536211875845447,20.59303300310148,239436.6667217517,342216.5160939131,4.782844988770443,32.54546669219891,3.4375181828942862,4.149809524572202,7.71697061820247,106.09390081255705,25.948373670109408,31.16699486914604,8.590239094385124,129.79066689580898,2.209419392859491,2.7785904888004835,8.613776377577127,130.30264412512278
0.0338541666666666,1.0486645945925641,3.4852011176675934,15.877071598421525,289.27237592906073,7.466988100465832,7.289871794787883,3.2500809285368177,20.154210185205518,239376.52317763862,345570.5953301226,4.836872254209498,33.199761034487715,3.3891028828736234,4.113803301122927,7.748145610206793,107.31863865674599,25.485946631708064,30.918885939249705,8.718508758089511,132.85080939115858,2.158819106017243,2.6827402721743825,8.872706480637465,139.74328895531
0.0353260869565217,1.0286160464670553,3.3624434314175695,15.971159244072005,294.37051786248537,7.38824037911662,7.208630835599613,3.234148551151636,19.64721521532976,239189.92975868352,348719.8544124551,4.9022458227162256,34.37520969738546,3.338524395112091,4.072375281571912,7.6227408188497945,105.06741249169988,25.054455206955186,30.578143248886587,8.681694378829773,132.1585359796994,2.117795422490147,2.6178976594481145,9.033792346268521,145.9489971134796
0.0369318181818181,1.0140524095224086,3.229722420788769,16.158168293565563,303.80261245830076,7.281869718355946,7.082239663363835,3.1970609426216696,19.007727413983073,238884.98314189824,352058.2752056703,4.999074036308005,35.83305224417126,3.3000433765032384,4.018428348408644,7.335282435119492,99.7728465612112,24.733315363637992,30.114080212454372,8.437802801826214,127.81720249065717,2.0842324058970036,2.574224631009884,9.199242904377344,152.57601134328777
0.0386904761904761,0.9991082183113028,3.085192966595198,16.326173071864975,312.19764678909564,7.165512373341345,6.901664775162729,3.111399776790964,17.983113830938017,237403.3129632718,353115.7480000826,5.309486722720483,41.17802283451217,3.2694956300872624,3.9373305178845732,6.8640073932303896,90.61135511140343,24.56331666249968,29.379165853574786,7.985394535718649,119.01022036744705,2.058211225663335,2.5304961711262917,9.208870431592949,153.87250497100337
0.040625,0.9800084829206633,2.911597367112115,16.538177019970295,323.2980247496323,7.013896104151478,6.678875013655704,2.956315428618131,16.419344641262956,233585.90689366107,350244.6719845582,5.822217658017279,50.761260582460345,3.2259434994588916,3.809538540457318,6.27734523582739,79.98545289178281,24.390571956262068,28.23933865100945,7.390167498303719,108.54098078693528,2.0252222277187095,2.4699254217528512,9.36525089602719,162.36843319108382
0.0427631578947368,0.9557223142745513,2.729185265986168,16.900172813344977,340.59790094745154,6.883886034581607,6.440760640710449,2.7711341957718503,14.6177686620087,227648.12406306408,343794.44546760584,6.4094905640664255,62.95788605134126,3.1688842728549966,3.6488645381640947,5.701882307481506,70.07675888549777,24.124533560347714,26.88622701044963,6.749782063831678,97.85417437946283,1.9879087291848663,2.3952348634286116,9.520021663996173,169.80153220105953
